Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA;2022-12-29;1/2024;1,2083;1,2046;0,2585;0,0;1,7905;100;0
IPCA;2022-12-29;2/2024;0,8014;0,772;0,2104;0,4306;1,5487;99;0
IPCA;2022-12-29;3/2024;0,5808;0,5858;0,2144;-0,1579;1,0939;98;0
IPCA;2022-12-30;4/2022;1,5136;1,4873;0,121;1,356;1,9923;35;1
IPCA;2022-12-30;1/2023;1,9506;1,9622;0,3884;1,003;2,8924;35;1
IPCA;2022-12-30;2/2023;1,1649;1,1743;0,2462;0,4278;1,6892;35;1
IPCA;2022-12-30;3/2023;0,8985;0,9025;0,2179;0,3301;1,3559;35;1
IPCA;2022-12-30;4/2023;1,3632;1,3739;0,2287;0,953;1,8633;35;1
IPCA;2022-12-30;1/2024;1,2612;1,2349;0,2212;0,7519;1,6893;27;1
IPCA;2022-12-30;2/2024;0,7916;0,7819;0,1194;0,5005;1,0334;27;1
IPCA;2022-12-30;3/2024;0,5766;0,5611;0,2101;0,2254;1,033;26;1
IPCA;2022-12-30;4/2022;1,4986;1,47;0,1051;1,255;1,9923;139;0
IPCA;2022-12-30;1/2023;1,7917;1,7297;0,3148;1,003;2,8924;135;0
IPCA;2022-12-30;2/2023;1,2143;1,1947;0,2526;0,4278;1,9293;133;0
IPCA;2022-12-30;3/2023;0,868;0,8624;0,2041;0,1455;1,4455;133;0
IPCA;2022-12-30;4/2023;1,3581;1,3583;0,2355;0,7482;2,1753;133;0
IPCA;2022-12-30;1/2024;1,2123;1,2047;0,2588;0,0;1,7905;99;0
IPCA;2022-12-30;2/2024;0,8037;0,772;0,2102;0,4306;1,5487;98;0
IPCA;2022-12-30;3/2024;0,5804;0,5811;0,2143;-0,1579;1,0939;97;0
IPCA;2023-01-02;4/2022;1,5158;1,4873;0,1134;1,3964;1,9923;40;1
IPCA;2023-01-02;1/2023;1,9471;1,9931;0,4005;1,003;2,8924;39;1
IPCA;2023-01-02;2/2023;1,1703;1,1743;0,2497;0,4278;1,6893;39;1
IPCA;2023-01-02;3/2023;0,9205;0,9027;0,2178;0,3301;1,4064;39;1
IPCA;2023-01-02;4/2023;1,3749;1,3964;0,2363;0,953;1,8633;39;1
IPCA;2023-01-02;1/2024;1,2283;1,2148;0,2442;0,7519;1,6893;33;1
IPCA;2023-01-02;2/2024;0,7789;0,7719;0,1325;0,5005;1,0334;33;1
IPCA;2023-01-02;3/2024;0,5966;0,5808;0,2082;0,2254;1,0536;32;1
IPCA;2023-01-02;4/2022;1,4964;1,4686;0,1046;1,255;1,9923;136;0
IPCA;2023-01-02;1/2023;1,7974;1,7399;0,3188;1,003;2,8924;132;0
IPCA;2023-01-02;2/2023;1,2117;1,1997;0,2513;0,4278;1,9293;130;0
IPCA;2023-01-02;3/2023;0,8622;0,8524;0,1971;0,1455;1,4064;130;0
IPCA;2023-01-02;4/2023;1,3609;1,362;0,2393;0,7482;2,1753;130;0
IPCA;2023-01-02;1/2024;1,2275;1,2047;0,2318;0,7412;1,7905;97;0
IPCA;2023-01-02;2/2024;0,8048;0,772;0,212;0,4306;1,5487;97;0
IPCA;2023-01-02;3/2024;0,5864;0,5858;0,2198;-0,1579;1,0939;96;0
IPCA;2023-01-03;4/2022;1,5072;1,4873;0,1104;1,3539;1,9923;43;1
IPCA;2023-01-03;1/2023;1,9237;1,9879;0,3744;1,003;2,7399;42;1
IPCA;2023-01-03;2/2023;1,1907;1,1694;0,2434;0,802;1,7698;42;1
IPCA;2023-01-03;3/2023;0,9101;0,9026;0,2106;0,5309;1,4064;42;1
IPCA;2023-01-03;4/2023;1,3525;1,3605;0,2477;0,7482;1,8633;42;1
IPCA;2023-01-03;1/2024;1,2284;1,2299;0,2453;0,7519;1,6893;34;1
IPCA;2023-01-03;2/2024;0,7727;0,7669;0,1408;0,5005;1,0334;34;1
IPCA;2023-01-03;3/2024;0,5764;0,5711;0,1927;0,1652;1,0536;33;1
IPCA;2023-01-03;4/2022;1,4962;1,47;0,1038;1,255;1,9923;137;0
IPCA;2023-01-03;1/2023;1,797;1,7297;0,3184;1,003;2,8924;133;0
IPCA;2023-01-03;2/2023;1,2142;1,2046;0,2481;0,4278;1,9293;131;0
IPCA;2023-01-03;3/2023;0,8624;0,8524;0,1965;0,1455;1,4064;131;0
IPCA;2023-01-03;4/2023;1,3574;1,3559;0,2401;0,7482;2,1753;131;0
IPCA;2023-01-03;1/2024;1,2303;1,2047;0,2322;0,7412;1,7905;98;0
IPCA;2023-01-03;2/2024;0,8019;0,772;0,2129;0,4306;1,5487;98;0
IPCA;2023-01-03;3/2024;0,585;0,5811;0,2191;-0,1579;1,0939;97;0
IPCA;2023-01-04;4/2022;1,498;1,4873;0,0791;1,3539;1,659;37;1
IPCA;2023-01-04;1/2023;1,9313;1,9366;0,3655;1,0532;2,7399;36;1
IPCA;2023-01-04;2/2023;1,1646;1,124;0,238;0,802;1,7698;36;1
IPCA;2023-01-04;3/2023;0,8988;0,9026;0,2184;0,5309;1,4064;36;1
IPCA;2023-01-04;4/2023;1,3478;1,3717;0,2627;0,7482;1,8633;36;1
IPCA;2023-01-04;1/2024;1,2309;1,2199;0,2363;0,7901;1,6893;28;1
IPCA;2023-01-04;2/2024;0,7485;0,7569;0,1427;0,5005;1,0032;28;1
IPCA;2023-01-04;3/2024;0,5422;0,5329;0,1869;0,1652;1,0536;27;1
IPCA;2023-01-04;4/2022;1,4953;1,47;0,1029;1,255;1,9923;137;0
IPCA;2023-01-04;1/2023;1,797;1,7297;0,3184;1,003;2,8924;133;0
IPCA;2023-01-04;2/2023;1,2142;1,2046;0,2481;0,4278;1,9293;131;0
IPCA;2023-01-04;3/2023;0,8624;0,8524;0,1965;0,1455;1,4064;131;0
IPCA;2023-01-04;4/2023;1,3574;1,3559;0,2401;0,7482;2,1753;131;0
IPCA;2023-01-04;1/2024;1,2303;1,2047;0,2322;0,7412;1,7905;98;0
IPCA;2023-01-04;2/2024;0,8019;0,772;0,2129;0,4306;1,5487;98;0
IPCA;2023-01-04;3/2024;0,585;0,5811;0,2191;-0,1579;1,0939;97;0
IPCA;2023-01-05;4/2022;1,4899;1,4671;0,0791;1,3539;1,659;33;1
IPCA;2023-01-05;1/2023;1,8541;1,8206;0,3425;1,0532;2,4153;30;1
IPCA;2023-01-05;2/2023;1,2204;1,1997;0,2556;0,802;1,852;30;1
IPCA;2023-01-05;3/2023;0,9002;0,9026;0,2401;0,5309;1,4259;30;1
IPCA;2023-01-05;4/2023;1,3464;1,4064;0,2339;0,7482;1,7702;30;1
IPCA;2023-01-05;1/2024;1,228;1,2148;0,246;0,7901;1,6893;23;1
IPCA;2023-01-05;2/2024;0,7934;0,7619;0,2299;0,5005;1,5487;23;1
IPCA;2023-01-05;3/2024;0,5973;0,5611;0,2403;0,1652;1,1066;22;1
IPCA;2023-01-05;4/2022;1,4912;1,4671;0,0954;1,255;1,9923;138;0
IPCA;2023-01-05;1/2023;1,8015;1,7399;0,3158;1,0532;2,8924;132;0
IPCA;2023-01-05;2/2023;1,2195;1,2047;0,2476;0,4278;1,9293;130;0
IPCA;2023-01-05;3/2023;0,8636;0,8524;0,2007;0,1455;1,4259;130;0
IPCA;2023-01-05;4/2023;1,3551;1,3559;0,2402;0,7482;2,1753;130;0
IPCA;2023-01-05;1/2024;1,2339;1,2047;0,2275;0,7412;1,7905;98;0
IPCA;2023-01-05;2/2024;0,8055;0,772;0,215;0,4306;1,5487;98;0
IPCA;2023-01-05;3/2024;0,5886;0,5811;0,2248;-0,1579;1,1066;97;0
IPCA;2023-01-06;4/2022;1,4803;1,457;0,0684;1,3539;1,659;47;1
IPCA;2023-01-06;1/2023;1,8272;1,8125;0,2905;1,0532;2,3877;44;1
IPCA;2023-01-06;2/2023;1,2575;1,2447;0,2471;0,822;1,852;44;1
IPCA;2023-01-06;3/2023;0,888;0,8965;0,2499;0,1926;1,4259;44;1
IPCA;2023-01-06;4/2023;1,3817;1,3864;0,2492;0,7482;2,1753;44;1
IPCA;2023-01-06;1/2024;1,2604;1,2754;0,2292;0,7901;1,7539;35;1
IPCA;2023-01-06;2/2024;0,7886;0,7815;0,2138;0,5005;1,5487;35;1
IPCA;2023-01-06;3/2024;0,564;0,5359;0,2816;-0,1422;1,2551;34;1
IPCA;2023-01-06;4/2022;1,4845;1,4671;0,0768;1,255;1,7095;139;0
IPCA;2023-01-06;1/2023;1,7931;1,75;0,3043;1,0532;2,8924;134;0
IPCA;2023-01-06;2/2023;1,2327;1,2147;0,2491;0,4278;1,9293;132;0
IPCA;2023-01-06;3/2023;0,8729;0,8675;0,1983;0,1926;1,4259;132;0
IPCA;2023-01-06;4/2023;1,3561;1,3541;0,2321;0,7482;2,1753;132;0
IPCA;2023-01-06;1/2024;1,2435;1,2153;0,2303;0,7412;1,7905;102;0
IPCA;2023-01-06;2/2024;0,8087;0,7807;0,214;0,4306;1,5487;102;0
IPCA;2023-01-06;3/2024;0,5944;0,5811;0,2294;-0,1422;1,2551;101;0
IPCA;2023-01-09;4/2022;1,4765;1,457;0,0663;1,3539;1,659;43;1
IPCA;2023-01-09;1/2023;1,804;1,79;0,2589;1,2245;2,3306;41;1
IPCA;2023-01-09;2/2023;1,2701;1,2753;0,2382;0,822;1,852;41;1
IPCA;2023-01-09;3/2023;0,8766;0,9127;0,2413;0,1926;1,4259;41;1
IPCA;2023-01-09;4/2023;1,3664;1,366;0,2417;0,7482;2,1753;41;1
IPCA;2023-01-09;1/2024;1,2995;1,2955;0,2044;0,9227;1,7539;31;1
IPCA;2023-01-09;2/2024;0,8066;0,782;0,2125;0,5005;1,5487;31;1
IPCA;2023-01-09;3/2024;0,5273;0,5008;0,2781;-0,1422;1,2551;30;1
IPCA;2023-01-09;4/2022;1,4854;1,4671;0,0766;1,255;1,7095;138;0
IPCA;2023-01-09;1/2023;1,7842;1,7396;0,2999;1,0532;2,8924;133;0
IPCA;2023-01-09;2/2023;1,2325;1,2145;0,2498;0,4278;1,9293;131;0
IPCA;2023-01-09;3/2023;0,8744;0,8625;0,1978;0,1926;1,4259;131;0
IPCA;2023-01-09;4/2023;1,357;1,3556;0,2314;0,7482;2,1753;131;0
IPCA;2023-01-09;1/2024;1,2408;1,2148;0,2293;0,7412;1,7905;101;0
IPCA;2023-01-09;2/2024;0,8059;0,7798;0,2134;0,4306;1,5487;101;0
IPCA;2023-01-09;3/2024;0,5942;0,5811;0,23;-0,1422;1,2551;100;0
IPCA;2023-01-10;1/2023;1,8411;1,8125;0,2846;1,2047;2,3772;50;1
IPCA;2023-01-10;2/2023;1,264;1,2703;0,2326;0,822;1,852;50;1
IPCA;2023-01-10;3/2023;0,8818;0,8825;0,226;0,1926;1,4259;50;1
IPCA;2023-01-10;4/2023;1,3545;1,3309;0,2284;0,7482;2,1753;50;1
IPCA;2023-01-10;1/2024;1,2986;1,2955;0,2216;0,8422;1,7539;37;1
IPCA;2023-01-10;2/2024;0,8333;0,812;0,1943;0,5005;1,5487;37;1
IPCA;2023-01-10;3/2024;0,5584;0,5259;0,2768;-0,1422;1,2551;36;1
IPCA;2023-01-10;4/2024;1,1594;1,1923;0,2421;0,7519;1,6781;36;1
IPCA;2023-01-10;1/2023;1,7908;1,75;0,3073;1,0532;2,8924;137;0
IPCA;2023-01-10;2/2023;1,2354;1,2145;0,2488;0,4278;1,9293;135;0
IPCA;2023-01-10;3/2023;0,8752;0,8624;0,1965;0,1926;1,4259;135;0
IPCA;2023-01-10;4/2023;1,3526;1,3488;0,2301;0,7482;2,1753;135;0
IPCA;2023-01-10;1/2024;1,241;1,2148;0,2355;0,7412;1,7905;105;0
IPCA;2023-01-10;2/2024;0,8099;0,7815;0,2128;0,4306;1,5487;105;0
IPCA;2023-01-10;3/2024;0,5985;0,5858;0,231;-0,1422;1,2551;104;0
IPCA;2023-01-10;4/2024;1,1427;1,1144;0,2622;0,6109;1,9156;101;0
IPCA;2023-01-11;1/2023;1,8641;1,8143;0,2842;1,2047;2,4691;51;1
IPCA;2023-01-11;2/2023;1,2637;1,2753;0,2313;0,822;1,852;51;1
IPCA;2023-01-11;3/2023;0,8769;0,8625;0,2244;0,1926;1,4364;51;1
IPCA;2023-01-11;4/2023;1,3523;1,3258;0,2265;0,7482;2,1753;51;1
IPCA;2023-01-11;1/2024;1,2983;1,2905;0,2188;0,8422;1,7539;38;1
IPCA;2023-01-11;2/2024;0,8343;0,8222;0,1918;0,5005;1,5487;38;1
IPCA;2023-01-11;3/2024;0,5534;0,5108;0,2748;-0,1422;1,2551;37;1
IPCA;2023-01-11;4/2024;1,1429;1,1899;0,2309;0,7519;1,6781;37;1
IPCA;2023-01-11;1/2023;1,7989;1,75;0,3085;1,0532;2,8924;137;0
IPCA;2023-01-11;2/2023;1,2323;1,2145;0,2451;0,4278;1,9293;135;0
IPCA;2023-01-11;3/2023;0,875;0,8624;0,1971;0,1926;1,4364;135;0
IPCA;2023-01-11;4/2023;1,3519;1,3488;0,2301;0,7482;2,1753;135;0
IPCA;2023-01-11;1/2024;1,2416;1,2148;0,2356;0,7412;1,7905;105;0
IPCA;2023-01-11;2/2024;0,8116;0,7819;0,2126;0,4306;1,5487;105;0
IPCA;2023-01-11;3/2024;0,5966;0,5811;0,232;-0,1422;1,2551;104;0
IPCA;2023-01-11;4/2024;1,1458;1,1198;0,2608;0,6109;1,9156;101;0
IPCA;2023-01-12;1/2023;1,8701;1,8209;0,2743;1,2047;2,4691;53;1
IPCA;2023-01-12;2/2023;1,2561;1,2552;0,2181;0,822;1,852;53;1
IPCA;2023-01-12;3/2023;0,8696;0,8624;0,2157;0,1926;1,4364;53;1
IPCA;2023-01-12;4/2023;1,3514;1,3359;0,2194;0,7482;2,1753;53;1
IPCA;2023-01-12;1/2024;1,302;1,2852;0,2188;0,8422;1,7539;39;1
IPCA;2023-01-12;2/2024;0,836;0,8423;0,2061;0,4306;1,5487;39;1
IPCA;2023-01-12;3/2024;0,5563;0,5159;0,2574;-0,1422;1,2551;38;1
IPCA;2023-01-12;4/2024;1,1341;1,1064;0,2364;0,7519;1,6781;37;1
IPCA;2023-01-12;1/2023;1,8124;1,7647;0,3083;1,0532;2,8924;136;0
IPCA;2023-01-12;2/2023;1,2358;1,2164;0,2449;0,4278;1,9293;134;0
IPCA;2023-01-12;3/2023;0,8758;0,8625;0,198;0,1926;1,4364;134;0
IPCA;2023-01-12;4/2023;1,3491;1,3465;0,2296;0,7482;2,1753;134;0
IPCA;2023-01-12;1/2024;1,2394;1,2148;0,2353;0,7412;1,7905;105;0
IPCA;2023-01-12;2/2024;0,8121;0,7819;0,2127;0,4306;1,5487;105;0
IPCA;2023-01-12;3/2024;0,597;0,5811;0,2321;-0,1422;1,2551;104;0
IPCA;2023-01-12;4/2024;1,1415;1,1144;0,2561;0,6109;1,9156;101;0
IPCA;2023-01-13;1/2023;1,8486;1,831;0,2956;1,2047;2,4691;47;1
IPCA;2023-01-13;2/2023;1,2651;1,2551;0,2514;0,7516;1,9293;47;1
IPCA;2023-01-13;3/2023;0,8614;0,8323;0,2085;0,3249;1,4364;47;1
IPCA;2023-01-13;4/2023;1,3558;1,3258;0,1907;0,953;1,8108;47;1
IPCA;2023-01-13;1/2024;1,2968;1,2905;0,2228;0,8422;1,6893;36;1
IPCA;2023-01-13;2/2024;0,8389;0,797;0,2042;0,4306;1,5487;36;1
IPCA;2023-01-13;3/2024;0,586;0,5309;0,2436;0,2202;1,2551;35;1
IPCA;2023-01-13;4/2024;1,1511;1,1582;0,2305;0,812;1,6829;34;1
IPCA;2023-01-13;1/2023;1,8012;1,7798;0,2942;1,0532;2,7399;136;0
IPCA;2023-01-13;2/2023;1,2529;1,2254;0,2426;0,7516;1,9293;134;0
IPCA;2023-01-13;3/2023;0,8684;0,8574;0,1952;0,1926;1,4364;134;0
IPCA;2023-01-13;4/2023;1,3453;1,3385;0,2277;0,7482;2,1753;134;0
IPCA;2023-01-13;1/2024;1,2405;1,2148;0,2348;0,7412;1,7905;105;0
IPCA;2023-01-13;2/2024;0,8123;0,7815;0,2125;0,4306;1,5487;105;0
IPCA;2023-01-13;3/2024;0,5944;0,5811;0,2314;-0,1422;1,2551;104;0
IPCA;2023-01-13;4/2024;1,143;1,1144;0,2547;0,6109;1,9156;101;0
IPCA;2023-01-16;1/2023;1,8792;1,8765;0,3251;1,1544;2,8238;52;1
IPCA;2023-01-16;2/2023;1,2609;1,2447;0,2604;0,7516;1,9293;52;1
IPCA;2023-01-16;3/2023;0,8613;0,8373;0,2037;0,3249;1,4364;52;1
IPCA;2023-01-16;4/2023;1,3242;1,2918;0,2116;0,8419;1,8108;52;1
IPCA;2023-01-16;1/2024;1,2672;1,2854;0,2426;0,7317;1,6893;39;1
IPCA;2023-01-16;2/2024;0,8363;0,782;0,2134;0,4105;1,5487;39;1
IPCA;2023-01-16;3/2024;0,6237;0,566;0,275;0,2202;1,4469;38;1
IPCA;2023-01-16;4/2024;1,1354;1,1626;0,2553;0,6109;1,6829;37;1
IPCA;2023-01-16;1/2023;1,8133;1,8001;0,2951;1,0532;2,8238;135;0
IPCA;2023-01-16;2/2023;1,2564;1,2342;0,2436;0,7516;1,9293;133;0
IPCA;2023-01-16;3/2023;0,8714;0,8624;0,1946;0,1926;1,4364;133;0
IPCA;2023-01-16;4/2023;1,346;1,3459;0,2288;0,7482;2,1753;133;0
IPCA;2023-01-16;1/2024;1,2365;1,2098;0,2403;0,7317;1,7905;104;0
IPCA;2023-01-16;2/2024;0,8109;0,7807;0,2135;0,4105;1,5487;104;0
IPCA;2023-01-16;3/2024;0,6059;0,5811;0,2459;-0,1422;1,4469;103;0
IPCA;2023-01-16;4/2024;1,1514;1,1219;0,2537;0,6109;1,9156;100;0
IPCA;2023-01-17;1/2023;1,8524;1,8462;0,3351;1,1544;2,8238;40;1
IPCA;2023-01-17;2/2023;1,2704;1,2295;0,2821;0,7516;1,9293;40;1
IPCA;2023-01-17;3/2023;0,8748;0,8424;0,2226;0,3249;1,4364;40;1
IPCA;2023-01-17;4/2023;1,3413;1,3423;0,2245;0,8419;1,8108;40;1
IPCA;2023-01-17;1/2024;1,2608;1,2854;0,2236;0,7317;1,6893;31;1
IPCA;2023-01-17;2/2024;0,8199;0,782;0,1928;0,4105;1,1561;31;1
IPCA;2023-01-17;3/2024;0,6323;0,566;0,3055;0,1652;1,4469;30;1
IPCA;2023-01-17;4/2024;1,1419;1,124;0,2748;0,6109;1,6829;29;1
IPCA;2023-01-17;1/2023;1,8121;1,8001;0,296;1,0532;2,8238;135;0
IPCA;2023-01-17;2/2023;1,2564;1,2342;0,2436;0,7516;1,9293;133;0
IPCA;2023-01-17;3/2023;0,8714;0,8624;0,1946;0,1926;1,4364;133;0
IPCA;2023-01-17;4/2023;1,346;1,3459;0,2288;0,7482;2,1753;133;0
IPCA;2023-01-17;1/2024;1,2365;1,2098;0,2403;0,7317;1,7905;104;0
IPCA;2023-01-17;2/2024;0,8109;0,7807;0,2135;0,4105;1,5487;104;0
IPCA;2023-01-17;3/2024;0,6059;0,5811;0,2459;-0,1422;1,4469;103;0
IPCA;2023-01-17;4/2024;1,1499;1,1171;0,2539;0,6109;1,9156;100;0
IPCA;2023-01-18;1/2023;1,8495;1,8714;0,2954;1,1544;2,5199;39;1
IPCA;2023-01-18;2/2023;1,3075;1,2702;0,2656;0,7516;1,9293;38;1
IPCA;2023-01-18;3/2023;0,8778;0,8624;0,209;0,3249;1,4064;38;1
IPCA;2023-01-18;4/2023;1,3364;1,3423;0,2305;0,8419;1,8108;38;1
IPCA;2023-01-18;1/2024;1,2609;1,2955;0,2357;0,7317;1,6893;28;1
IPCA;2023-01-18;2/2024;0,8131;0,782;0,1928;0,4105;1,1561;28;1
IPCA;2023-01-18;3/2024;0,6345;0,571;0,2993;0,1652;1,4469;27;1
IPCA;2023-01-18;4/2024;1,1429;1,1233;0,2885;0,6109;1,6829;26;1
IPCA;2023-01-18;1/2023;1,8117;1,8103;0,2878;1,0532;2,5298;136;0
IPCA;2023-01-18;2/2023;1,2599;1,2349;0,2427;0,7516;1,9293;133;0
IPCA;2023-01-18;3/2023;0,8712;0,8624;0,1955;0,1926;1,4364;133;0
IPCA;2023-01-18;4/2023;1,3486;1,3459;0,2246;0,7482;2,1753;133;0
IPCA;2023-01-18;1/2024;1,2378;1,2098;0,2391;0,7317;1,7905;104;0
IPCA;2023-01-18;2/2024;0,8112;0,7807;0,2133;0,4105;1,5487;104;0
IPCA;2023-01-18;3/2024;0,605;0,5811;0,2463;-0,1422;1,4469;103;0
IPCA;2023-01-18;4/2024;1,1482;1,1144;0,2532;0,6109;1,9156;101;0
IPCA;2023-01-19;1/2023;1,8245;1,831;0,2695;1,1544;2,5199;49;1
IPCA;2023-01-19;2/2023;1,3073;1,3053;0,2538;0,7516;1,9293;48;1
IPCA;2023-01-19;3/2023;0,892;0,8674;0,1939;0,3249;1,4064;48;1
IPCA;2023-01-19;4/2023;1,316;1,3258;0,2234;0,8419;1,8108;48;1
IPCA;2023-01-19;1/2024;1,2564;1,2443;0,2242;0,7317;1,7297;36;1
IPCA;2023-01-19;2/2024;0,813;0,782;0,2054;0,4105;1,4367;36;1
IPCA;2023-01-19;3/2024;0,6583;0,6514;0,273;0,1652;1,4469;35;1
IPCA;2023-01-19;4/2024;1,1274;1,1138;0,2551;0,6109;1,6829;35;1
IPCA;2023-01-19;1/2023;1,8187;1,8107;0,2849;1,0532;2,5298;138;0
IPCA;2023-01-19;2/2023;1,2718;1,2449;0,2379;0,7516;1,9293;135;0
IPCA;2023-01-19;3/2023;0,8676;0,8524;0,1929;0,1926;1,4364;135;0
IPCA;2023-01-19;4/2023;1,3473;1,3383;0,224;0,7482;2,1753;135;0
IPCA;2023-01-19;1/2024;1,2453;1,2158;0,2344;0,7317;1,7905;105;0
IPCA;2023-01-19;2/2024;0,8123;0,7819;0,2127;0,4105;1,5487;105;0
IPCA;2023-01-19;3/2024;0,6084;0,5958;0,2473;-0,1422;1,4469;104;0
IPCA;2023-01-19;4/2024;1,1567;1,1301;0,2503;0,6109;1,9156;102;0
IPCA;2023-01-20;1/2023;1,8539;1,8157;0,2685;1,1544;2,5199;98;1
IPCA;2023-01-20;2/2023;1,2927;1,2753;0,2206;0,7516;2,0111;96;1
IPCA;2023-01-20;3/2023;0,8739;0,8524;0,1641;0,549;1,4064;96;1
IPCA;2023-01-20;4/2023;1,3568;1,3509;0,1951;0,9027;1,7824;96;1
IPCA;2023-01-20;1/2024;1,2545;1,2349;0,2359;0,7317;1,8511;77;1
IPCA;2023-01-20;2/2024;0,8282;0,802;0,2061;0,4105;1,4165;77;1
IPCA;2023-01-20;3/2024;0,6446;0,6464;0,2296;0,0938;1,4469;76;1
IPCA;2023-01-20;4/2024;1,1609;1,147;0,2521;0,6109;1,9156;76;1
IPCA;2023-01-20;1/2023;1,8429;1,8174;0,2788;1,1544;2,5298;140;0
IPCA;2023-01-20;2/2023;1,3002;1,2753;0,2418;0,7516;2,0111;138;0
IPCA;2023-01-20;3/2023;0,862;0,8524;0,1901;0,1926;1,4364;138;0
IPCA;2023-01-20;4/2023;1,3507;1,3458;0,2143;0,7482;2,1753;138;0
IPCA;2023-01-20;1/2024;1,2617;1,25;0,236;0,7317;1,8511;108;0
IPCA;2023-01-20;2/2024;0,8219;0,792;0,2118;0,4105;1,5487;108;0
IPCA;2023-01-20;3/2024;0,614;0,6012;0,2401;-0,1422;1,4469;107;0
IPCA;2023-01-20;4/2024;1,1693;1,1562;0,2452;0,6109;1,9156;106;0
IPCA;2023-01-23;1/2023;1,858;1,8207;0,2601;1,1855;2,5199;103;1
IPCA;2023-01-23;2/2023;1,3033;1,2852;0,2252;0,7516;2,0111;101;1
IPCA;2023-01-23;3/2023;0,8707;0,8524;0,1737;0,5108;1,4064;101;1
IPCA;2023-01-23;4/2023;1,3645;1,3671;0,1896;0,9223;1,7824;101;1
IPCA;2023-01-23;1/2024;1,2601;1,2365;0,2281;0,7317;1,8511;82;1
IPCA;2023-01-23;2/2024;0,8392;0,8021;0,2188;0,4105;1,5487;82;1
IPCA;2023-01-23;3/2024;0,6415;0,6413;0,2339;0,0938;1,4469;81;1
IPCA;2023-01-23;4/2024;1,1739;1,158;0,2407;0,7516;1,9156;81;1
IPCA;2023-01-23;1/2023;1,8511;1,8209;0,2657;1,1544;2,5199;136;0
IPCA;2023-01-23;2/2023;1,2932;1,2702;0,2374;0,7516;2,0111;134;0
IPCA;2023-01-23;3/2023;0,856;0,8424;0,1866;0,1926;1,4064;134;0
IPCA;2023-01-23;4/2023;1,3537;1,3458;0,2105;0,7482;2,1753;134;0
IPCA;2023-01-23;1/2024;1,2609;1,2448;0,2391;0,7317;1,8511;105;0
IPCA;2023-01-23;2/2024;0,8226;0,782;0,2139;0,4105;1,5487;105;0
IPCA;2023-01-23;3/2024;0,6186;0,6062;0,2397;-0,1422;1,4469;104;0
IPCA;2023-01-23;4/2024;1,167;1,158;0,2446;0,6109;1,9156;103;0
IPCA;2023-01-24;1/2023;1,8757;1,8481;0,2653;1,1855;2,5405;104;1
IPCA;2023-01-24;2/2023;1,3022;1,2803;0,2214;0,7516;2,0111;102;1
IPCA;2023-01-24;3/2023;0,8779;0,8524;0,1739;0,5108;1,4064;102;1
IPCA;2023-01-24;4/2023;1,3686;1,3673;0,1937;0,9223;1,7824;102;1
IPCA;2023-01-24;1/2024;1,2579;1,2349;0,2281;0,7317;1,8511;83;1
IPCA;2023-01-24;2/2024;0,8359;0,802;0,217;0,4105;1,5487;83;1
IPCA;2023-01-24;3/2024;0,6483;0,6414;0,2269;0,0938;1,4469;82;1
IPCA;2023-01-24;4/2024;1,1769;1,1784;0,2391;0,7516;1,9156;82;1
IPCA;2023-01-24;1/2023;1,8702;1,8605;0,2717;1,1544;2,5405;137;0
IPCA;2023-01-24;2/2023;1,2968;1,2752;0,238;0,7516;2,0111;135;0
IPCA;2023-01-24;3/2023;0,857;0,8424;0,1873;0,1926;1,4064;135;0
IPCA;2023-01-24;4/2023;1,3549;1,3459;0,2113;0,7482;2,1753;135;0
IPCA;2023-01-24;1/2024;1,2617;1,25;0,2381;0,7317;1,8511;106;0
IPCA;2023-01-24;2/2024;0,8223;0,787;0,2129;0,4105;1,5487;106;0
IPCA;2023-01-24;3/2024;0,6183;0,6012;0,2386;-0,1422;1,4469;105;0
IPCA;2023-01-24;4/2024;1,1672;1,1652;0,2434;0,6109;1,9156;104;0
IPCA;2023-01-25;1/2023;1,8907;1,8559;0,2711;1,1855;2,5506;106;1
IPCA;2023-01-25;2/2023;1,3043;1,2753;0,2285;0,7516;2,0111;105;1
IPCA;2023-01-25;3/2023;0,8773;0,8524;0,1771;0,5108;1,4064;105;1
IPCA;2023-01-25;4/2023;1,3796;1,3674;0,2065;0,9223;2,1753;105;1
IPCA;2023-01-25;1/2024;1,273;1,25;0,2257;0,7317;1,8511;84;1
IPCA;2023-01-25;2/2024;0,8377;0,8021;0,2165;0,4105;1,5487;84;1
IPCA;2023-01-25;3/2024;0,6483;0,6414;0,2272;0,0938;1,4469;83;1
IPCA;2023-01-25;4/2024;1,1828;1,1723;0,2403;0,7516;1,9156;83;1
IPCA;2023-01-25;1/2023;1,886;1,8714;0,281;1,1544;2,5506;139;0
IPCA;2023-01-25;2/2023;1,3023;1,2752;0,239;0,7516;2,0111;137;0
IPCA;2023-01-25;3/2023;0,8588;0,8424;0,1895;0,1926;1,4064;137;0
IPCA;2023-01-25;4/2023;1,3557;1,3459;0,2119;0,7482;2,1753;137;0
IPCA;2023-01-25;1/2024;1,27;1,2551;0,2373;0,7317;1,8511;107;0
IPCA;2023-01-25;2/2024;0,825;0,802;0,211;0,4105;1,5487;107;0
