Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA;2022-01-10;3/2023;0,5746;0,5564;0,2091;-0,16;1,2918;88;0
IPCA;2022-01-11;1/2022;1,6983;1,6788;0,248;1,1133;2,3365;54;1
IPCA;2022-01-11;2/2022;0,8692;0,8994;0,258;-0,0237;1,4466;53;1
IPCA;2022-01-11;3/2022;1,0948;1,0535;0,2211;0,6537;1,8487;53;1
IPCA;2022-01-11;4/2022;1,4257;1,4418;0,2664;0,8725;2,1449;52;1
IPCA;2022-01-11;1/2023;1,0606;1,0537;0,2182;0,5892;1,5877;43;1
IPCA;2022-01-11;2/2023;0,7772;0,7727;0,1736;0,4306;1,1846;42;1
IPCA;2022-01-11;3/2023;0,6008;0,5961;0,1952;0,2201;1,2918;42;1
IPCA;2022-01-11;4/2023;0,9963;0,9874;0,2217;0,5036;1,7298;42;1
IPCA;2022-01-11;1/2022;1,6782;1,6776;0,2457;1,0535;2,3365;117;0
IPCA;2022-01-11;2/2022;0,8663;0,8617;0,2539;-0,0237;1,4468;116;0
IPCA;2022-01-11;3/2022;1,1008;1,0672;0,2527;0,2638;2,1139;116;0
IPCA;2022-01-11;4/2022;1,3995;1,3661;0,2421;0,8724;2,1449;115;0
IPCA;2022-01-11;1/2023;1,1015;1,0922;0,2234;0,5892;1,6083;91;0
IPCA;2022-01-11;2/2023;0,7323;0,7217;0,1768;0,3751;1,1846;89;0
IPCA;2022-01-11;3/2023;0,5724;0,557;0,2114;-0,16;1,2918;89;0
IPCA;2022-01-11;4/2023;1,0136;0,9849;0,2456;0,5036;1,7535;86;0
IPCA;2022-01-12;1/2022;1,7138;1,7021;0,2511;1,1133;2,3365;55;1
IPCA;2022-01-12;2/2022;0,8617;0,8779;0,2662;-0,0237;1,4466;54;1
IPCA;2022-01-12;3/2022;1,0877;1,0486;0,2292;0,6537;1,8487;54;1
IPCA;2022-01-12;4/2022;1,4181;1,4367;0,2688;0,8725;2,1449;53;1
IPCA;2022-01-12;1/2023;1,0597;1,0587;0,2156;0,5892;1,5877;44;1
IPCA;2022-01-12;2/2023;0,7717;0,7619;0,1746;0,4306;1,1846;43;1
IPCA;2022-01-12;3/2023;0,5966;0,5911;0,1966;0,2201;1,2918;43;1
IPCA;2022-01-12;4/2023;1,0015;0,9904;0,2222;0,5036;1,7298;43;1
IPCA;2022-01-12;1/2022;1,6859;1,6791;0,2462;1,0535;2,3365;117;0
IPCA;2022-01-12;2/2022;0,8681;0,8617;0,2556;-0,0237;1,4468;116;0
IPCA;2022-01-12;3/2022;1,101;1,0672;0,2537;0,2638;2,1139;116;0
IPCA;2022-01-12;4/2022;1,3998;1,3661;0,2415;0,8724;2,1449;115;0
IPCA;2022-01-12;1/2023;1,1015;1,0922;0,2234;0,5892;1,6083;91;0
IPCA;2022-01-12;2/2023;0,7323;0,7217;0,1768;0,3751;1,1846;89;0
IPCA;2022-01-12;3/2023;0,5724;0,557;0,2114;-0,16;1,2918;89;0
IPCA;2022-01-12;4/2023;1,0136;0,9849;0,2456;0,5036;1,7535;86;0
IPCA;2022-01-13;1/2022;1,7394;1,7246;0,2467;1,1133;2,3365;60;1
IPCA;2022-01-13;2/2022;0,8457;0,8613;0,2583;-0,0237;1,4466;59;1
IPCA;2022-01-13;3/2022;1,0788;1,0535;0,2287;0,6537;1,8487;59;1
IPCA;2022-01-13;4/2022;1,4208;1,4467;0,2658;0,8725;2,1449;58;1
IPCA;2022-01-13;1/2023;1,0804;1,0738;0,227;0,5892;1,6083;49;1
IPCA;2022-01-13;2/2023;0,7511;0,7568;0,1778;0,4306;1,1846;48;1
IPCA;2022-01-13;3/2023;0,5939;0,5911;0,1942;0,2201;1,2918;48;1
IPCA;2022-01-13;4/2023;0,9841;0,9836;0,2116;0,5036;1,7298;48;1
IPCA;2022-01-13;1/2022;1,6969;1,7007;0,2402;1,0634;2,3365;118;0
IPCA;2022-01-13;2/2022;0,8585;0,8517;0,2549;-0,0237;1,4468;117;0
IPCA;2022-01-13;3/2022;1,0953;1,0737;0,2491;0,2638;2,1139;117;0
IPCA;2022-01-13;4/2022;1,4002;1,3661;0,242;0,8724;2,1449;116;0
IPCA;2022-01-13;1/2023;1,1037;1,109;0,225;0,5892;1,6083;92;0
IPCA;2022-01-13;2/2023;0,7293;0,7267;0,1785;0,3751;1,1846;90;0
IPCA;2022-01-13;3/2023;0,5701;0,5564;0,2076;-0,16;1,2918;90;0
IPCA;2022-01-13;4/2023;1,0183;0,9904;0,2422;0,5036;1,7535;87;0
IPCA;2022-01-14;1/2022;1,7221;1,7396;0,2143;1,1133;2,2574;53;1
IPCA;2022-01-14;2/2022;0,8386;0,842;0,288;-0,0237;1,4771;52;1
IPCA;2022-01-14;3/2022;1,0924;1,0838;0,223;0,6522;1,8487;52;1
IPCA;2022-01-14;4/2022;1,3949;1,3759;0,2638;0,8725;2,0639;51;1
IPCA;2022-01-14;1/2023;1,0553;1,0637;0,2275;0,5892;1,6083;43;1
IPCA;2022-01-14;2/2023;0,7245;0,7167;0,1665;0,4306;1,0838;42;1
IPCA;2022-01-14;3/2023;0,5948;0,5811;0,2083;0,2201;1,2918;42;1
IPCA;2022-01-14;4/2023;1,0249;0,9874;0,26;0,5036;1,7535;42;1
IPCA;2022-01-14;1/2022;1,7063;1,7246;0,2282;1,1133;2,3365;120;0
IPCA;2022-01-14;2/2022;0,8583;0,8509;0,256;-0,0237;1,4771;118;0
IPCA;2022-01-14;3/2022;1,1004;1,0797;0,2488;0,2638;2,1139;118;0
IPCA;2022-01-14;4/2022;1,4036;1,366;0,2454;0,8724;2,1449;117;0
IPCA;2022-01-14;1/2023;1,1082;1,1141;0,2216;0,5892;1,6083;93;0
IPCA;2022-01-14;2/2023;0,7319;0,7317;0,1772;0,3751;1,1846;91;0
IPCA;2022-01-14;3/2023;0,5679;0,5558;0,2074;-0,16;1,2918;91;0
IPCA;2022-01-14;4/2023;1,0173;0,9879;0,2411;0,5036;1,7535;88;0
IPCA;2022-01-17;1/2022;1,7551;1,7494;0,2148;1,2249;2,2574;61;1
IPCA;2022-01-17;2/2022;0,8364;0,8517;0,2748;-0,0237;1,4771;59;1
IPCA;2022-01-17;3/2022;1,0965;1,104;0,2449;0,4001;1,8487;59;1
IPCA;2022-01-17;4/2022;1,3781;1,3759;0,2598;0,8725;2,0639;59;1
IPCA;2022-01-17;1/2023;1,0722;1,0738;0,2106;0,6012;1,6083;49;1
IPCA;2022-01-17;2/2023;0,7145;0,7066;0,1614;0,4306;1,0838;48;1
IPCA;2022-01-17;3/2023;0,5751;0,5534;0,2096;0,2201;1,2918;48;1
IPCA;2022-01-17;4/2023;1,0077;0,9568;0,2549;0,5036;1,7535;48;1
IPCA;2022-01-17;1/2022;1,7114;1,7296;0,2303;1,1133;2,3365;119;0
IPCA;2022-01-17;2/2022;0,8532;0,8565;0,2564;-0,0237;1,4771;116;0
IPCA;2022-01-17;3/2022;1,1019;1,0839;0,2616;0,2638;2,1139;116;0
IPCA;2022-01-17;4/2022;1,4029;1,371;0,2425;0,8725;2,1449;116;0
IPCA;2022-01-17;1/2023;1,1066;1,1192;0,2236;0,5892;1,6083;90;0
IPCA;2022-01-17;2/2023;0,729;0,7267;0,1792;0,3751;1,1846;88;0
IPCA;2022-01-17;3/2023;0,5691;0,551;0,2151;-0,16;1,2918;88;0
IPCA;2022-01-17;4/2023;1,0141;0,9838;0,2483;0,5036;1,7535;86;0
IPCA;2022-01-18;1/2022;1,7289;1,7398;0,2396;1,1139;2,2574;62;1
IPCA;2022-01-18;2/2022;0,8246;0,8268;0,2812;0,0166;1,4771;60;1
IPCA;2022-01-18;3/2022;1,1245;1,114;0,2701;0,4001;1,9018;60;1
IPCA;2022-01-18;4/2022;1,3769;1,3508;0,2577;0,9026;1,9423;60;1
IPCA;2022-01-18;1/2023;1,0862;1,1094;0,2036;0,6614;1,6083;48;1
IPCA;2022-01-18;2/2023;0,7199;0,7167;0,1616;0,4306;1,0838;48;1
IPCA;2022-01-18;3/2023;0,6159;0,5711;0,2188;0,2601;1,2918;48;1
IPCA;2022-01-18;4/2023;1,0118;0,9836;0,2651;0,5036;1,7535;48;1
IPCA;2022-01-18;1/2022;1,7088;1,7195;0,2365;1,1133;2,3365;121;0
IPCA;2022-01-18;2/2022;0,8506;0,8519;0,2529;0,0166;1,4771;118;0
IPCA;2022-01-18;3/2022;1,1092;1,0939;0,269;0,2638;2,1139;118;0
IPCA;2022-01-18;4/2022;1,3956;1,3659;0,2452;0,8725;2,1449;118;0
IPCA;2022-01-18;1/2023;1,0977;1,1141;0,2249;0,5892;1,6083;91;0
IPCA;2022-01-18;2/2023;0,7301;0,7316;0,1783;0,3751;1,1846;89;0
IPCA;2022-01-18;3/2023;0,5802;0,551;0,2207;-0,16;1,2918;89;0
IPCA;2022-01-18;4/2023;1,0134;0,9832;0,2499;0,5036;1,7535;87;0
IPCA;2022-01-19;1/2022;1,7463;1,7495;0,2418;1,1139;2,2574;62;1
IPCA;2022-01-19;2/2022;0,8454;0,8469;0,2895;0,0166;1,558;60;1
IPCA;2022-01-19;3/2022;1,1395;1,1241;0,2781;0,4001;1,9018;60;1
IPCA;2022-01-19;4/2022;1,3786;1,3762;0,2569;0,9026;1,9423;60;1
IPCA;2022-01-19;1/2023;1,0864;1,1304;0,204;0,6614;1,6083;48;1
IPCA;2022-01-19;2/2023;0,7201;0,7167;0,1594;0,4306;1,0838;48;1
IPCA;2022-01-19;3/2023;0,6173;0,5671;0,2146;0,2601;1,2918;48;1
IPCA;2022-01-19;4/2023;1,0058;0,9807;0,2614;0,5036;1,7535;48;1
IPCA;2022-01-19;1/2022;1,7141;1,7247;0,2397;1,1133;2,3365;122;0
IPCA;2022-01-19;2/2022;0,8566;0,8521;0,26;0,0166;1,558;119;0
IPCA;2022-01-19;3/2022;1,1127;1,1039;0,2704;0,2638;2,1139;119;0
IPCA;2022-01-19;4/2022;1,395;1,3661;0,2456;0,8725;2,1449;119;0
IPCA;2022-01-19;1/2023;1,0967;1,1141;0,2239;0,5892;1,6083;92;0
IPCA;2022-01-19;2/2023;0,7299;0,7267;0,1773;0,3751;1,1846;90;0
IPCA;2022-01-19;3/2023;0,5797;0,551;0,2198;-0,16;1,2918;90;0
IPCA;2022-01-19;4/2023;1,0097;0,9807;0,2503;0,5036;1,7535;88;0
IPCA;2022-01-20;1/2022;1,7268;1,7497;0,2447;1,0297;2,2574;63;1
IPCA;2022-01-20;2/2022;0,859;0,8638;0,2915;0,0166;1,558;61;1
IPCA;2022-01-20;3/2022;1,1472;1,1241;0,2799;0,4001;1,9018;61;1
IPCA;2022-01-20;4/2022;1,3856;1,3863;0,2623;0,9026;1,9423;61;1
IPCA;2022-01-20;1/2023;1,0713;1,1094;0,1893;0,6413;1,4872;50;1
IPCA;2022-01-20;2/2023;0,7211;0,7116;0,1535;0,4306;1,0838;50;1
IPCA;2022-01-20;3/2023;0,5997;0,551;0,2097;0,2601;1,2918;50;1
IPCA;2022-01-20;4/2023;1,0134;0,963;0,2634;0,5036;1,7535;49;1
IPCA;2022-01-20;1/2022;1,716;1,7394;0,2421;1,0297;2,3365;123;0
IPCA;2022-01-20;2/2022;0,8625;0,858;0,2581;0,0166;1,558;120;0
IPCA;2022-01-20;3/2022;1,1165;1,0939;0,2723;0,2638;2,1139;120;0
IPCA;2022-01-20;4/2022;1,3957;1,371;0,2447;0,8725;2,1449;120;0
IPCA;2022-01-20;1/2023;1,0946;1,114;0,2216;0,5892;1,6083;93;0
IPCA;2022-01-20;2/2023;0,7279;0,7116;0,1765;0,3751;1,1846;91;0
IPCA;2022-01-20;3/2023;0,5795;0,551;0,2173;-0,16;1,2918;91;0
IPCA;2022-01-20;4/2023;1,0087;0,963;0,247;0,5036;1,7535;90;0
IPCA;2022-01-21;1/2022;1,7567;1,78;0,213;1,1139;2,2051;96;1
IPCA;2022-01-21;2/2022;0,8189;0,8119;0,2744;0,0166;1,558;95;1
IPCA;2022-01-21;3/2022;1,1616;1,1599;0,2699;0,4001;1,9931;94;1
IPCA;2022-01-21;4/2022;1,3886;1,4014;0,2844;0,7511;2,0234;94;1
IPCA;2022-01-21;1/2023;1,0785;1,0637;0,2005;0,5892;1,5899;78;1
IPCA;2022-01-21;2/2023;0,7373;0,7368;0,1693;0,3751;1,1485;76;1
IPCA;2022-01-21;3/2023;0,604;0,5671;0,2073;0,1991;1,2918;76;1
IPCA;2022-01-21;4/2023;1,0167;0,9904;0,2212;0,5036;1,6599;75;1
IPCA;2022-01-21;1/2022;1,7459;1,7399;0,2214;1,1139;2,2574;131;0
IPCA;2022-01-21;2/2022;0,8277;0,8199;0,2627;0,0166;1,558;130;0
IPCA;2022-01-21;3/2022;1,1352;1,1324;0,2638;0,4001;1,9931;129;0
IPCA;2022-01-21;4/2022;1,4025;1,4065;0,2729;0,7511;2,1449;129;0
IPCA;2022-01-21;1/2023;1,0956;1,0738;0,2125;0,5892;1,6083;101;0
IPCA;2022-01-21;2/2023;0,7355;0,7317;0,1774;0,3751;1,1846;99;0
IPCA;2022-01-21;3/2023;0,5842;0,561;0,2145;-0,16;1,2918;99;0
IPCA;2022-01-21;4/2023;1,0253;0,9918;0,2337;0,5036;1,7535;98;0
IPCA;2022-01-24;1/2022;1,7679;1,7801;0,2115;1,1139;2,2051;98;1
IPCA;2022-01-24;2/2022;0,8193;0,8085;0,3193;-0,2076;1,9579;98;1
IPCA;2022-01-24;3/2022;1,147;1,1343;0,2678;0,4734;1,9931;97;1
IPCA;2022-01-24;4/2022;1,3984;1,4065;0,2819;0,7511;2,0234;97;1
IPCA;2022-01-24;1/2023;1,0816;1,0738;0,2044;0,5892;1,5899;83;1
IPCA;2022-01-24;2/2023;0,7497;0,75;0,1704;0,3751;1,1485;81;1
IPCA;2022-01-24;3/2023;0,5971;0,5711;0,2019;0,1991;1,2918;81;1
IPCA;2022-01-24;4/2023;1,0165;0,9874;0,2181;0,5036;1,6599;80;1
IPCA;2022-01-24;1/2022;1,7461;1,7448;0,2209;1,1139;2,236;132;0
IPCA;2022-01-24;2/2022;0,8284;0,818;0,2975;-0,2076;1,9579;131;0
IPCA;2022-01-24;3/2022;1,1341;1,1253;0,263;0,4001;1,9931;130;0
IPCA;2022-01-24;4/2022;1,401;1,4115;0,2764;0,7511;2,1449;130;0
IPCA;2022-01-24;1/2023;1,0936;1,0738;0,2097;0,5892;1,6083;102;0
IPCA;2022-01-24;2/2023;0,7374;0,7317;0,1752;0,3751;1,1846;100;0
IPCA;2022-01-24;3/2023;0,5898;0,5671;0,2138;-0,16;1,2918;100;0
IPCA;2022-01-24;4/2023;1,0233;0,9843;0,2365;0,5036;1,7535;99;0
IPCA;2022-01-25;1/2022;1,78;1,7901;0,1998;1,1644;2,2051;93;1
IPCA;2022-01-25;2/2022;0,8209;0,8051;0,3201;-0,2076;1,9579;93;1
IPCA;2022-01-25;3/2022;1,1334;1,1294;0,2594;0,4734;1,9931;92;1
IPCA;2022-01-25;4/2022;1,4004;1,4115;0,2773;0,7511;2,0234;92;1
IPCA;2022-01-25;1/2023;1,0942;1,0738;0,2012;0,5892;1,5899;79;1
IPCA;2022-01-25;2/2023;0,7428;0,7317;0,1705;0,3751;1,1485;77;1
IPCA;2022-01-25;3/2023;0,5813;0,561;0,1924;0,1991;1,2918;77;1
IPCA;2022-01-25;4/2023;1,0329;0,9949;0,2084;0,6025;1,6599;76;1
IPCA;2022-01-25;1/2022;1,7461;1,7448;0,2209;1,1139;2,236;132;0
IPCA;2022-01-25;2/2022;0,8239;0,8119;0,3016;-0,2076;1,9579;131;0
IPCA;2022-01-25;3/2022;1,1339;1,1253;0,263;0,4001;1,9931;130;0
IPCA;2022-01-25;4/2022;1,4008;1,4115;0,2764;0,7511;2,1449;130;0
IPCA;2022-01-25;1/2023;1,0936;1,0738;0,2097;0,5892;1,6083;102;0
IPCA;2022-01-25;2/2023;0,7374;0,7317;0,1752;0,3751;1,1846;100;0
IPCA;2022-01-25;3/2023;0,5898;0,5671;0,2138;-0,16;1,2918;100;0
IPCA;2022-01-25;4/2023;1,0233;0,9843;0,2365;0,5036;1,7535;99;0
IPCA;2022-01-26;1/2022;1,7743;1,78;0,202;1,1644;2,2259;89;1
IPCA;2022-01-26;2/2022;0,8094;0,8013;0,317;-0,2076;1,9579;89;1
IPCA;2022-01-26;3/2022;1,1277;1,1253;0,2531;0,4734;1,9931;88;1
IPCA;2022-01-26;4/2022;1,4067;1,4209;0,2765;0,7511;2,0234;88;1
IPCA;2022-01-26;1/2023;1,0958;1,0839;0,2035;0,5892;1,5899;77;1
IPCA;2022-01-26;2/2023;0,7432;0,7317;0,1727;0,3751;1,1485;75;1
IPCA;2022-01-26;3/2023;0,5812;0,561;0,1945;0,1991;1,2918;75;1
IPCA;2022-01-26;4/2023;1,0377;0,9977;0,2081;0,6025;1,6599;74;1
IPCA;2022-01-26;1/2022;1,7465;1,7448;0,2217;1,1139;2,236;132;0
IPCA;2022-01-26;2/2022;0,8239;0,8119;0,3017;-0,2076;1,9579;131;0
IPCA;2022-01-26;3/2022;1,1339;1,1253;0,263;0,4001;1,9931;130;0
IPCA;2022-01-26;4/2022;1,4008;1,4115;0,2764;0,7511;2,1449;130;0
IPCA;2022-01-26;1/2023;1,0936;1,0738;0,2097;0,5892;1,6083;102;0
IPCA;2022-01-26;2/2023;0,7374;0,7317;0,1752;0,3751;1,1846;100;0
IPCA;2022-01-26;3/2023;0,5898;0,5671;0,2138;-0,16;1,2918;100;0
IPCA;2022-01-26;4/2023;1,0233;0,9843;0,2365;0,5036;1,7535;99;0
IPCA;2022-01-27;1/2022;1,8104;1,8054;0,2454;0,9489;2,5096;98;1
IPCA;2022-01-27;2/2022;0,837;0,8501;0,3116;-0,2076;1,9579;98;1
IPCA;2022-01-27;3/2022;1,1474;1,1536;0,2507;0,4734;2,1045;97;1
IPCA;2022-01-27;4/2022;1,4222;1,4467;0,2801;0,7511;2,1347;97;1
IPCA;2022-01-27;1/2023;1,1126;1,0939;0,2093;0,5892;1,6083;82;1
IPCA;2022-01-27;2/2023;0,7395;0,7317;0,1721;0,3751;1,1485;80;1
IPCA;2022-01-27;3/2023;0,5864;0,5711;0,1946;0,1991;1,2918;80;1
IPCA;2022-01-27;4/2023;1,0343;0,9977;0,2134;0,6025;1,6599;80;1
IPCA;2022-01-27;1/2022;1,7863;1,7905;0,2506;0,9489;2,5096;135;0
IPCA;2022-01-27;2/2022;0,8388;0,8322;0,3056;-0,2076;1,9579;134;0
IPCA;2022-01-27;3/2022;1,1427;1,1324;0,2655;0,4001;2,1045;133;0
IPCA;2022-01-27;4/2022;1,4116;1,4467;0,276;0,7511;2,1347;133;0
IPCA;2022-01-27;1/2023;1,1019;1,0939;0,2129;0,5892;1,6083;104;0
IPCA;2022-01-27;2/2023;0,7394;0,7367;0,1746;0,3751;1,1846;102;0
IPCA;2022-01-27;3/2023;0,5924;0,5711;0,2138;-0,16;1,2918;102;0
IPCA;2022-01-27;4/2023;1,029;0,9904;0,2392;0,5036;1,7535;101;0
IPCA;2022-01-28;1/2022;1,8999;1,9166;0,2244;0,9489;2,5096;108;1
IPCA;2022-01-28;2/2022;0,8382;0,8551;0,2959;-0,1874;1,9579;108;1
IPCA;2022-01-28;3/2022;1,1835;1,1796;0,2539;0,5908;2,0944;108;1
IPCA;2022-01-28;4/2022;1,4267;1,4209;0,2538;0,7818;2,1347;108;1
IPCA;2022-01-28;1/2023;1,1131;1,1039;0,2108;0,6012;1,6083;92;1
IPCA;2022-01-28;2/2023;0,759;0,751;0,1714;0,4002;1,1846;90;1
IPCA;2022-01-28;3/2023;0,591;0,5711;0,212;-0,16;1,2918;90;1
IPCA;2022-01-28;4/2023;1,0263;0,9831;0,2134;0,6025;1,7298;90;1
IPCA;2022-01-28;1/2022;1,8645;1,8913;0,2323;0,9489;2,5096;137;0
IPCA;2022-01-28;2/2022;0,8524;0,8565;0,3011;-0,1874;1,9579;136;0
IPCA;2022-01-28;3/2022;1,1541;1,149;0,2638;0,4001;2,0944;136;0
IPCA;2022-01-28;4/2022;1,4081;1,4115;0,2644;0,7818;2,1347;136;0
IPCA;2022-01-28;1/2023;1,1131;1,1039;0,2147;0,5892;1,6083;107;0
IPCA;2022-01-28;2/2023;0,7487;0,7417;0,178;0,3751;1,1846;105;0
IPCA;2022-01-28;3/2023;0,5992;0,5711;0,2214;-0,16;1,2918;105;0
IPCA;2022-01-28;4/2023;1,0304;0,9831;0,2333;0,5036;1,7535;104;0
IPCA;2022-01-31;1/2022;1,903;1,9215;0,2292;0,9288;2,5096;106;1
IPCA;2022-01-31;2/2022;0,8415;0,8592;0,2819;-0,1874;1,4368;106;1
IPCA;2022-01-31;3/2022;1,1963;1,1896;0,2478;0,5908;2,0944;106;1
IPCA;2022-01-31;4/2022;1,4332;1,4115;0,276;0,7818;2,6041;106;1
IPCA;2022-01-31;1/2023;1,1158;1,109;0,2177;0,6012;1,6387;88;1
IPCA;2022-01-31;2/2023;0,7615;0,7569;0,1756;0,4002;1,1846;86;1
IPCA;2022-01-31;3/2023;0,59;0,5711;0,2144;-0,16;1,2918;86;1
IPCA;2022-01-31;4/2023;1,0281;0,9868;0,211;0,6025;1,7298;86;1
IPCA;2022-01-31;1/2022;1,8711;1,8864;0,2277;0,9288;2,5096;136;0
IPCA;2022-01-31;2/2022;0,8607;0,8602;0,3024;-0,1874;1,9579;135;0
IPCA;2022-01-31;3/2022;1,1539;1,1443;0,2634;0,4001;2,0944;135;0
IPCA;2022-01-31;4/2022;1,4119;1,4065;0,2836;0,7818;2,6041;135;0
IPCA;2022-01-31;1/2023;1,115;1,1039;0,2166;0,5892;1,6387;107;0
IPCA;2022-01-31;2/2023;0,7489;0,7417;0,1788;0,3751;1,1846;105;0
IPCA;2022-01-31;3/2023;0,5992;0,5711;0,2214;-0,16;1,2918;105;0
IPCA;2022-01-31;4/2023;1,0297;0,9831;0,2323;0,5036;1,7535;104;0
IPCA;2022-02-01;1/2022;1,9023;1,9212;0,2281;0,9288;2,5096;107;1
IPCA;2022-02-01;2/2022;0,852;0,8602;0,3004;-0,1874;1,9579;107;1
IPCA;2022-02-01;3/2022;1,1942;1,1846;0,2475;0,5908;2,0944;107;1
IPCA;2022-02-01;4/2022;1,4275;1,4065;0,281;0,7818;2,6041;107;1
IPCA;2022-02-01;1/2023;1,1158;1,1039;0,2166;0,6012;1,6387;89;1
IPCA;2022-02-01;2/2023;0,7612;0,7519;0,1743;0,4002;1,1846;87;1
IPCA;2022-02-01;3/2023;0,5899;0,5711;0,2132;-0,16;1,2918;87;1
IPCA;2022-02-01;4/2023;1,0265;0,9904;0,2104;0,6025;1,7298;87;1
IPCA;2022-02-01;1/2022;1,8715;1,8864;0,2276;0,9288;2,5096;136;0
IPCA;2022-02-01;2/2022;0,8607;0,8602;0,3024;-0,1874;1,9579;135;0
IPCA;2022-02-01;3/2022;1,1539;1,1443;0,2634;0,4001;2,0944;135;0
IPCA;2022-02-01;4/2022;1,4119;1,4065;0,2836;0,7818;2,6041;135;0
IPCA;2022-02-01;1/2023;1,1153;1,1039;0,2167;0,5892;1,6387;107;0
IPCA;2022-02-01;2/2023;0,7492;0,7417;0,1785;0,3751;1,1846;105;0
IPCA;2022-02-01;3/2023;0,5995;0,5711;0,2213;-0,16;1,2918;105;0
IPCA;2022-02-01;4/2023;1,03;0,9868;0,2322;0,5036;1,7535;104;0
IPCA;2022-02-02;1/2022;1,8993;1,9119;0,2267;0,9288;2,5096;107;1
IPCA;2022-02-02;2/2022;0,8596;0,8619;0,2954;-0,1874;1,9579;107;1
IPCA;2022-02-02;3/2022;1,1883;1,1846;0,2568;0,4844;2,0944;107;1
IPCA;2022-02-02;4/2022;1,429;1,4065;0,2816;0,7818;2,6041;107;1
IPCA;2022-02-02;1/2023;1,1266;1,1141;0,2213;0,6012;1,6934;89;1
IPCA;2022-02-02;2/2023;0,7549;0,75;0,1772;0,4002;1,1846;87;1
IPCA;2022-02-02;3/2023;0,585;0,5711;0,2171;-0,16;1,2918;87;1
IPCA;2022-02-02;4/2023;1,035;0,9932;0,2202;0,6025;1,7298;87;1
IPCA;2022-02-02;1/2022;1,8721;1,8864;0,2281;0,9288;2,5096;136;0
IPCA;2022-02-02;2/2022;0,8609;0,8602;0,3026;-0,1874;1,9579;135;0
IPCA;2022-02-02;3/2022;1,1538;1,1443;0,2633;0,4001;2,0944;135;0
IPCA;2022-02-02;4/2022;1,4121;1,4065;0,2838;0,7818;2,6041;135;0
IPCA;2022-02-02;1/2023;1,1164;1,1039;0,219;0,5892;1,6934;107;0
IPCA;2022-02-02;2/2023;0,7495;0,7417;0,178;0,4002;1,1846;105;0
IPCA;2022-02-02;3/2023;0,5995;0,5711;0,2213;-0,16;1,2918;105;0
IPCA;2022-02-02;4/2023;1,0298;0,9868;0,2319;0,5036;1,7535;104;0
IPCA;2022-02-03;1/2022;1,9024;1,9169;0,2379;0,9288;2,5096;88;1
IPCA;2022-02-03;2/2022;0,8676;0,8611;0,3117;-0,1874;1,9579;88;1
IPCA;2022-02-03;3/2022;1,1792;1,1745;0,2692;0,4844;2,0944;88;1
IPCA;2022-02-03;4/2022;1,4358;1,4115;0,2755;0,7915;2,6041;88;1
IPCA;2022-02-03;1/2023;1,1322;1,1266;0,2191;0,6413;1,6934;77;1
IPCA;2022-02-03;2/2023;0,7607;0,7619;0,1841;0,4002;1,1846;77;1
IPCA;2022-02-03;3/2023;0,5911;0,5711;0,2215;-0,16;1,2918;77;1
IPCA;2022-02-03;4/2023;1,053;0,9949;0,2151;0,6413;1,7298;76;1
IPCA;2022-02-03;1/2022;1,8716;1,8913;0,2289;0,9288;2,5096;137;0
IPCA;2022-02-03;2/2022;0,8647;0,862;0,3026;-0,1874;1,9579;136;0
IPCA;2022-02-03;3/2022;1,1541;1,1443;0,263;0,4001;2,0944;136;0
IPCA;2022-02-03;4/2022;1,4139;1,4065;0,2835;0,7818;2,6041;136;0
IPCA;2022-02-03;1/2023;1,1203;1,1191;0,2198;0,5892;1,6934;108;0
IPCA;2022-02-03;2/2023;0,7539;0,7418;0,1789;0,4002;1,1846;106;0
IPCA;2022-02-03;3/2023;0,604;0,5911;0,2217;-0,16;1,2918;106;0
IPCA;2022-02-03;4/2023;1,0344;0,9904;0,2304;0,5036;1,7535;105;0
IPCA;2022-02-04;1/2022;1,8495;1,8713;0,2839;0,9288;2,5401;44;1
IPCA;2022-02-04;2/2022;0,947;0,993;0,3356;0,2667;1,9579;44;1
IPCA;2022-02-04;3/2022;1,168;1,1543;0,2824;0,4844;1,8487;44;1
IPCA;2022-02-04;4/2022;1,4165;1,416;0,3249;0,7915;2,6041;44;1
IPCA;2022-02-04;1/2023;1,1438;1,0839;0,2543;0,5892;1,6934;37;1
IPCA;2022-02-04;2/2023;0,7245;0,7317;0,1793;0,403;1,104;37;1
IPCA;2022-02-04;3/2023;0,6043;0,559;0,1948;0,2003;1,2918;37;1
IPCA;2022-02-04;4/2023;1,068;1,0313;0,234;0,6614;1,7298;36;1
IPCA;2022-02-04;1/2022;1,8867;1,9017;0,2175;0,9288;2,5401;137;0
IPCA;2022-02-04;2/2022;0,8629;0,8669;0,3003;-0,1874;1,9579;136;0
IPCA;2022-02-04;3/2022;1,1582;1,149;0,2591;0,4001;2,0944;136;0
IPCA;2022-02-04;4/2022;1,4113;1,4115;0,2827;0,7818;2,6041;136;0
IPCA;2022-02-04;1/2023;1,1237;1,1241;0,2235;0,5892;1,6934;109;0
IPCA;2022-02-04;2/2023;0,7546;0,75;0,1769;0,4002;1,1745;107;0
IPCA;2022-02-04;3/2023;0,6043;0,5911;0,2209;-0,16;1,2918;107;0
