Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA Serviços;2024-10-11;05/2025;0,1465;0,125;0,1319;-0,15;0,5;78;0
IPCA Bens industrializados;2024-10-11;05/2025;0,2755;0,27;0,0738;0,1;0,43;19;1
IPCA Bens industrializados;2024-10-11;05/2025;0,2841;0,28;0,0823;0,03;0,54;75;0
IPCA Alimentação no domicílio;2024-10-11;05/2025;0,1517;0,22;0,1677;-0,31;0,44;17;1
IPCA Alimentação no domicílio;2024-10-11;05/2025;0,203;0,2121;0,1936;-0,31;0,67;74;0
IPCA Administrados;2024-10-11;05/2025;0,4431;0,45;0,1387;0,27;0,94;21;1
IPCA Administrados;2024-10-11;05/2025;0,4451;0,45;0,1297;0,0997;0,94;85;0
IGP-M;2024-10-11;04/2025;0,2967;0,3;0,1279;0,0;0,6;29;1
IGP-M;2024-10-11;04/2025;0,301;0,3;0,1469;-0,33;0,7;67;0
IPCA;2024-10-11;04/2025;0,3756;0,3742;0,0779;0,21;0,624;54;1
IPCA;2024-10-11;04/2025;0,3728;0,37;0,0737;0,2;0,624;135;0
Câmbio;2024-10-11;04/2025;5,3455;5,35;0,1656;4,9;5,63;41;1
Câmbio;2024-10-11;04/2025;5,3516;5,35;0,1532;4,8;5,64;110;0
Taxa de desocupação;2024-10-11;04/2025;7,1535;7,2;0,4766;6,11;8,0;17;1
Taxa de desocupação;2024-10-11;04/2025;7,2421;7,2;0,4673;6,11;8,2;57;0
IPCA Livres;2024-10-11;04/2025;0,3611;0,36;0,0709;0,25;0,5;23;1
IPCA Livres;2024-10-11;04/2025;0,3507;0,34;0,0695;0,24;0,58;82;0
IPCA Serviços;2024-10-11;04/2025;0,2802;0,28;0,0843;0,0;0,44;22;1
IPCA Serviços;2024-10-11;04/2025;0,3024;0,3;0,1041;0,0;0,5978;78;0
IPCA Bens industrializados;2024-10-11;04/2025;0,2565;0,25;0,0827;0,11;0,46;19;1
IPCA Bens industrializados;2024-10-11;04/2025;0,2404;0,23;0,0789;0,08;0,46;75;0
IPCA Alimentação no domicílio;2024-10-11;04/2025;0,6542;0,57;0,3043;0,26;1,31;17;1
IPCA Alimentação no domicílio;2024-10-11;04/2025;0,6124;0,61;0,2546;0,2;1,33;74;0
IPCA Administrados;2024-10-11;04/2025;0,4295;0,44;0,1363;0,02;0,7;21;1
IPCA Administrados;2024-10-11;04/2025;0,4399;0,44;0,1541;0,02;0,8764;85;0
IGP-M;2024-10-11;03/2025;0,3617;0,35;0,1383;0,1131;0,85;29;1
IGP-M;2024-10-11;03/2025;0,3535;0,35;0,1271;0,1131;0,85;68;0
IPCA;2024-10-11;03/2025;0,3523;0,335;0,0685;0,2293;0,55;54;1
IPCA;2024-10-11;03/2025;0,3421;0,33;0,0749;0,11;0,55;135;0
Câmbio;2024-10-11;03/2025;5,3495;5,35;0,1644;4,88;5,62;41;1
Câmbio;2024-10-11;03/2025;5,3566;5,35;0,1484;4,88;5,64;111;0
Taxa de desocupação;2024-10-11;03/2025;7,2405;7,2;0,5184;6,13;8,3;17;1
Taxa de desocupação;2024-10-11;03/2025;7,3155;7,3;0,4925;6,13;8,3;57;0
IPCA Livres;2024-10-11;03/2025;0,3407;0,33;0,0784;0,1885;0,54;23;1
IPCA Livres;2024-10-11;03/2025;0,3199;0,31;0,0905;0,01;0,54;82;0
IPCA Serviços;2024-10-11;03/2025;0,2287;0,229;0,0788;0,01;0,43;22;1
IPCA Serviços;2024-10-11;03/2025;0,2423;0,23;0,1115;0,01;0,55;78;0
IPCA Bens industrializados;2024-10-11;03/2025;0,2302;0,24;0,0937;0,08;0,41;19;1
IPCA Bens industrializados;2024-10-11;03/2025;0,2272;0,24;0,09;-0,14;0,41;75;0
IPCA Alimentação no domicílio;2024-10-11;03/2025;0,7176;0,7;0,2978;0,2509;1,36;17;1
IPCA Alimentação no domicílio;2024-10-11;03/2025;0,6638;0,649;0,2789;-0,026;1,53;74;0
IPCA Administrados;2024-10-11;03/2025;0,3637;0,31;0,161;0,24;0,9;21;1
IPCA Administrados;2024-10-11;03/2025;0,3517;0,315;0,1826;-0,2;1,04;86;0
IGP-M;2024-10-11;02/2025;0,3163;0,33;0,1287;0,08;0,6;29;1
IGP-M;2024-10-11;02/2025;0,3329;0,33;0,1355;0,08;0,7201;68;0
IPCA;2024-10-11;02/2025;0,5748;0,5728;0,1067;0,35;0,9031;54;1
IPCA;2024-10-11;02/2025;0,556;0,53;0,1083;0,26;0,9031;135;0
Câmbio;2024-10-11;02/2025;5,3627;5,38;0,1505;5,0;5,61;41;1
Câmbio;2024-10-11;02/2025;5,3666;5,37;0,1422;4,9;5,64;111;0
Taxa de desocupação;2024-10-11;02/2025;7,0297;7,0;0,4394;6,18;8,3;17;1
Taxa de desocupação;2024-10-11;02/2025;7,112;7,0;0,4181;6,18;8,3;57;0
IPCA Livres;2024-10-11;02/2025;0,6491;0,66;0,1389;0,25;0,8779;23;1
IPCA Livres;2024-10-11;02/2025;0,6283;0,64;0,1316;0,25;0,8779;82;0
IPCA Serviços;2024-10-11;02/2025;0,9839;1,0267;0,2196;0,26;1,25;22;1
IPCA Serviços;2024-10-11;02/2025;0,9662;1,0;0,2039;0,26;1,281;79;0
IPCA Bens industrializados;2024-10-11;02/2025;0,2856;0,28;0,0913;0,07;0,42;19;1
IPCA Bens industrializados;2024-10-11;02/2025;0,2704;0,26;0,1073;0,0;0,56;76;0
IPCA Alimentação no domicílio;2024-10-11;02/2025;0,4323;0,35;0,2073;0,14;0,9;17;1
IPCA Alimentação no domicílio;2024-10-11;02/2025;0,4271;0,39;0,2632;-0,2743;1,17;75;0
IPCA Administrados;2024-10-11;02/2025;0,2568;0,31;0,1933;-0,25;0,57;21;1
IPCA Administrados;2024-10-11;02/2025;0,3058;0,31;0,1902;-0,25;1,1069;86;0
IGP-M;2024-10-11;01/2025;0,3851;0,38;0,0779;0,25;0,5896;29;1
IGP-M;2024-10-11;01/2025;0,3696;0,38;0,1269;-0,3;0,642;68;0
IPCA;2024-10-11;01/2025;0,4285;0,4238;0,0858;0,27;0,65;54;1
IPCA;2024-10-11;01/2025;0,411;0,41;0,0922;0,0826;0,65;135;0
Câmbio;2024-10-11;01/2025;5,3713;5,4;0,1523;5,0;5,6;41;1
Câmbio;2024-10-11;01/2025;5,3758;5,39;0,1364;5,0;5,64;111;0
Taxa de desocupação;2024-10-11;01/2025;6,7998;6,7;0,4209;6,22;8,2;17;1
Taxa de desocupação;2024-10-11;01/2025;6,8976;6,9;0,4047;6,22;8,2;57;0
IPCA Livres;2024-10-11;01/2025;0,4704;0,4681;0,0731;0,3;0,63;23;1
IPCA Livres;2024-10-11;01/2025;0,4434;0,4585;0,0995;0,21;0,71;82;0
IPCA Serviços;2024-10-11;01/2025;0,3499;0,36;0,1094;0,1;0,66;22;1
IPCA Serviços;2024-10-11;01/2025;0,3565;0,37;0,1323;0,02;0,69;79;0
IPCA Bens industrializados;2024-10-11;01/2025;0,2563;0,25;0,1025;0,06;0,5;19;1
IPCA Bens industrializados;2024-10-11;01/2025;0,2434;0,235;0,1097;0,03;0,5;76;0
IPCA Alimentação no domicílio;2024-10-11;01/2025;0,9431;0,94;0,3586;0,26;1,59;17;1
IPCA Alimentação no domicílio;2024-10-11;01/2025;0,9072;0,92;0,3384;0,2;1,86;75;0
IPCA Administrados;2024-10-11;01/2025;0,2127;0,3;0,209;-0,17;0,501;21;1
IPCA Administrados;2024-10-11;01/2025;0,2585;0,3208;0,202;-0,46;0,71;86;0
IGP-M;2024-10-11;12/2024;0,4006;0,4142;0,2206;-0,6527;0,71;30;1
IGP-M;2024-10-11;12/2024;0,4012;0,4;0,1958;-0,6527;0,9;73;0
IPCA;2024-10-11;12/2024;0,5301;0,4688;0,2301;0,12;1,3;57;1
IPCA;2024-10-11;12/2024;0,5256;0,47;0,2243;0,12;1,3;142;0
Câmbio;2024-10-11;12/2024;5,3992;5,4;0,1333;5,0;5,6;44;1
Câmbio;2024-10-11;12/2024;5,3962;5,4;0,1269;5,0;5,64;122;0
Taxa de desocupação;2024-10-11;12/2024;6,5117;6,4;0,4445;5,8;7,9;18;1
Taxa de desocupação;2024-10-11;12/2024;6,5996;6,5;0,4411;5,8;7,9;64;0
IPCA Livres;2024-10-11;12/2024;0,6454;0,66;0,1359;0,3;1,04;26;1
IPCA Livres;2024-10-11;12/2024;0,6375;0,65;0,1488;-0,1437;1,04;91;0
IPCA Serviços;2024-10-11;12/2024;0,6548;0,68;0,1772;0,27;1,0;25;1
IPCA Serviços;2024-10-11;12/2024;0,6749;0,7;0,1781;0,1;1,1292;88;0
IPCA Bens industrializados;2024-10-11;12/2024;0,5038;0,49;0,1679;0,2492;0,94;22;1
IPCA Bens industrializados;2024-10-11;12/2024;0,4851;0,49;0,1428;0,14;0,94;85;0
IPCA Alimentação no domicílio;2024-10-11;12/2024;0,8544;0,8103;0,3066;0,3;1,65;20;1
IPCA Alimentação no domicílio;2024-10-11;12/2024;0,8653;0,8253;0,3519;0,1681;2,8088;84;0
IPCA Administrados;2024-10-11;12/2024;0,2063;0,108;0,7123;-1,16;2,05;24;1
IPCA Administrados;2024-10-11;12/2024;0,1889;0,0257;0,8219;-1,2915;2,4381;95;0
IGP-M;2024-10-11;11/2024;0,4984;0,49;0,1238;0,19;0,85;30;1
IGP-M;2024-10-11;11/2024;0,4478;0,45;0,1457;0,1;0,87;73;0
IPCA;2024-10-11;11/2024;0,1608;0,2;0,1949;-0,4;0,5985;57;1
IPCA;2024-10-11;11/2024;0,1379;0,2;0,2253;-0,7;0,5985;142;0
Câmbio;2024-10-11;11/2024;5,4298;5,4115;0,1048;5,18;5,6;42;1
Câmbio;2024-10-11;11/2024;5,4244;5,4211;0,1094;5,0;5,64;113;0
Taxa de desocupação;2024-10-11;11/2024;6,5153;6,4;0,3496;6,0;7,7;17;1
Taxa de desocupação;2024-10-11;11/2024;6,6033;6,5;0,3695;6,0;7,7;58;0
IPCA Livres;2024-10-11;11/2024;0,3791;0,372;0,1229;0,14;0,72;26;1
IPCA Livres;2024-10-11;11/2024;0,3671;0,36;0,0994;0,14;0,72;91;0
IPCA Serviços;2024-10-11;11/2024;0,396;0,413;0,1229;0,14;0,77;25;1
IPCA Serviços;2024-10-11;11/2024;0,3974;0,4;0,1078;0,1281;0,77;88;0
IPCA Bens industrializados;2024-10-11;11/2024;0,1386;0,1015;0,1898;-0,14;0,69;22;1
IPCA Bens industrializados;2024-10-11;11/2024;0,1793;0,18;0,1938;-0,34;0,84;85;0
IPCA Alimentação no domicílio;2024-10-11;11/2024;0,6722;0,708;0,2889;0,05;1,35;20;1
IPCA Alimentação no domicílio;2024-10-11;11/2024;0,5808;0,57;0,2385;0,05;1,35;84;0
IPCA Administrados;2024-10-11;11/2024;-0,4954;-0,3026;0,8072;-2,45;0,4267;24;1
IPCA Administrados;2024-10-11;11/2024;-0,6002;-0,29;0,943;-3,22;0,72;95;0
IGP-M;2024-10-11;10/2024;0,7182;0,6164;0,348;0,35;1,56;30;1
IGP-M;2024-10-11;10/2024;0,5714;0,48;0,2801;0,04;1,56;73;0
IPCA;2024-10-11;10/2024;0,4583;0,4646;0,097;0,2095;0,65;57;1
IPCA;2024-10-11;10/2024;0,404;0,4;0,1169;0,06;0,79;142;0
Câmbio;2024-10-11;10/2024;5,4725;5,45;0,0802;5,3;5,6;42;1
Câmbio;2024-10-11;10/2024;5,4636;5,45;0,083;5,2;5,64;114;0
Taxa de desocupação;2024-10-11;10/2024;6,5765;6,5;0,2628;6,3;7,5;17;1
Taxa de desocupação;2024-10-11;10/2024;6,662;6,5782;0,3062;6,3;7,6;58;0
IPCA Livres;2024-10-11;10/2024;0,4212;0,4498;0,1031;0,2;0,6;26;1
IPCA Livres;2024-10-11;10/2024;0,3857;0,38;0,0942;0,2;0,67;91;0
IPCA Serviços;2024-10-11;10/2024;0,3497;0,36;0,1136;0,07;0,5666;25;1
IPCA Serviços;2024-10-11;10/2024;0,3332;0,3229;0,1103;0,07;0,59;88;0
IPCA Bens industrializados;2024-10-11;10/2024;0,3177;0,345;0,1089;0,12;0,53;22;1
IPCA Bens industrializados;2024-10-11;10/2024;0,341;0,33;0,136;0,12;1,118;85;0
IPCA Alimentação no domicílio;2024-10-11;10/2024;0,776;0,8604;0,2876;0,2;1,35;20;1
IPCA Alimentação no domicílio;2024-10-11;10/2024;0,5824;0,5275;0,2786;-0,03;1,35;84;0
IPCA Administrados;2024-10-11;10/2024;0,5994;0,645;0,2555;-0,05;1,0;24;1
IPCA Administrados;2024-10-11;10/2024;0,4025;0,4416;0,319;-0,55;1,13;95;0
Taxa de desocupação;2024-10-11;09/2024;6,6559;6,6;0,237;6,4;7,5;17;1
Taxa de desocupação;2024-10-11;09/2024;6,7276;6,64;0,2592;6,4;7,5;58;0
IPCA;2024-10-10;10/2026;0,3557;0,355;0,0504;0,27;0,4267;8;1
IPCA;2024-10-10;10/2026;0,3557;0,355;0,0504;0,27;0,4267;8;0
IPCA Livres;2024-10-10;10/2026;0,3561;0,36;0,102;0,2356;0,4947;5;1
IPCA Livres;2024-10-10;10/2026;0,3561;0,36;0,102;0,2356;0,4947;5;0
IPCA Serviços;2024-10-10;10/2026;0,3725;0,39;0,1722;0,13;0,5799;4;1
IPCA Serviços;2024-10-10;10/2026;0,3725;0,39;0,1722;0,13;0,5799;4;0
IPCA Bens industrializados;2024-10-10;10/2026;0,291;0,285;0,0462;0,234;0,36;4;1
IPCA Bens industrializados;2024-10-10;10/2026;0,291;0,285;0,0462;0,234;0,36;4;0
IPCA Alimentação no domicílio;2024-10-10;10/2026;0,3396;0,34;0,0834;0,2282;0,45;4;1
IPCA Alimentação no domicílio;2024-10-10;10/2026;0,3396;0,34;0,0834;0,2282;0,45;4;0
IPCA Administrados;2024-10-10;10/2026;0,2592;0,2562;0,0576;0,16;0,33;5;1
IPCA Administrados;2024-10-10;10/2026;0,2592;0,2562;0,0576;0,16;0,33;5;0
IPCA;2024-10-10;09/2026;0,2272;0,23;0,1066;-0,2657;0,39;31;1
IPCA;2024-10-10;09/2026;0,2458;0,24;0,091;-0,2657;0,5;87;0
Câmbio;2024-10-10;09/2026;5,4312;5,44;0,234;4,97;6,063;21;1
Câmbio;2024-10-10;09/2026;5,4312;5,44;0,234;4,97;6,063;21;0
IPCA Livres;2024-10-10;09/2026;0,2393;0,2428;0,0686;0,12;0,38;18;1
IPCA Livres;2024-10-10;09/2026;0,2259;0,22;0,0776;0,0414;0,4;55;0
IPCA Serviços;2024-10-10;09/2026;0,3229;0,319;0,1246;0,1;0,68;17;1
IPCA Serviços;2024-10-10;09/2026;0,3319;0,32;0,1134;0,1;0,68;52;0
IPCA Bens industrializados;2024-10-10;09/2026;0,2156;0,2338;0,0932;-0,01;0,38;15;1
IPCA Bens industrializados;2024-10-10;09/2026;0,1896;0,2;0,0904;-0,01;0,38;49;0
IPCA Alimentação no domicílio;2024-10-10;09/2026;0,0974;0,15;0,2216;-0,38;0,45;16;1
IPCA Alimentação no domicílio;2024-10-10;09/2026;0,0654;0,06;0,24;-0,5421;0,75;50;0
IPCA Administrados;2024-10-10;09/2026;0,2523;0,2625;0,1543;-0,33;0,42;18;1
IPCA Administrados;2024-10-10;09/2026;0,2651;0,25;0,1509;-0,33;0,93;55;0
IPCA;2024-10-10;08/2026;0,156;0,15;0,0954;-0,1407;0,3334;35;1
IPCA;2024-10-10;08/2026;0,1658;0,15;0,1003;-0,1407;0,5;98;0
Câmbio;2024-10-10;08/2026;5,3457;5,3;0,2377;4,9;6,0267;31;1
Câmbio;2024-10-10;08/2026;5,3513;5,35;0,2382;4,4;6,0267;80;0
IPCA Livres;2024-10-10;08/2026;0,1538;0,17;0,0685;0,03;0,25;18;1
IPCA Livres;2024-10-10;08/2026;0,1243;0,13;0,0841;-0,0754;0,33;57;0
IPCA Serviços;2024-10-10;08/2026;0,1979;0,16;0,0784;0,06;0,35;17;1
IPCA Serviços;2024-10-10;08/2026;0,182;0,17;0,0955;-0,0805;0,47;54;0
IPCA Bens industrializados;2024-10-10;08/2026;0,2269;0,2335;0,0439;0,15;0,31;15;1
IPCA Bens industrializados;2024-10-10;08/2026;0,2357;0,2335;0,0663;0,05;0,4094;51;0
IPCA Alimentação no domicílio;2024-10-10;08/2026;-0,0601;-0,1;0,2877;-0,66;0,49;16;1
IPCA Alimentação no domicílio;2024-10-10;08/2026;-0,1428;-0,15;0,2677;-0,73;0,49;52;0
IPCA Administrados;2024-10-10;08/2026;0,2909;0,2531;0,1616;0,05;0,82;18;1
IPCA Administrados;2024-10-10;08/2026;0,2564;0,25;0,1877;-0,26;1,13;60;0
IPCA;2024-10-10;07/2026;0,1796;0,19;0,0964;0,0;0,41;36;1
IPCA;2024-10-10;07/2026;0,2047;0,2;0,1011;0,0;0,49;100;0
Câmbio;2024-10-10;07/2026;5,3506;5,3;0,2531;4,9;5,9906;35;1
Câmbio;2024-10-10;07/2026;5,3674;5,35;0,2459;4,5;6,0;93;0
IPCA Livres;2024-10-10;07/2026;0,1984;0,17;0,1216;0,0;0,48;18;1
IPCA Livres;2024-10-10;07/2026;0,1849;0,16;0,1088;-0,05;0,49;58;0
IPCA Serviços;2024-10-10;07/2026;0,3898;0,34;0,1687;0,1;0,79;17;1
IPCA Serviços;2024-10-10;07/2026;0,3934;0,3892;0,1488;0,1;0,81;54;0
IPCA Bens industrializados;2024-10-10;07/2026;0,1208;0,09;0,141;-0,11;0,53;16;1
IPCA Bens industrializados;2024-10-10;07/2026;0,098;0,0968;0,1224;-0,11;0,53;52;0
IPCA Alimentação no domicílio;2024-10-10;07/2026;-0,067;-0,06;0,2154;-0,39;0,26;16;1
IPCA Alimentação no domicílio;2024-10-10;07/2026;-0,1245;-0,1;0,3022;-1,51;0,28;52;0
IPCA Administrados;2024-10-10;07/2026;0,2826;0,3;0,1821;-0,32;0,5;18;1
IPCA Administrados;2024-10-10;07/2026;0,311;0,3;0,223;-0,41;1,08;61;0
IPCA;2024-10-10;06/2026;0,1977;0,2;0,0953;0,0;0,48;38;1
IPCA;2024-10-10;06/2026;0,2111;0,2;0,0911;0,0;0,5044;102;0
Câmbio;2024-10-10;06/2026;5,3619;5,34;0,2438;4,85;5,9546;35;1
Câmbio;2024-10-10;06/2026;5,3703;5,35;0,2326;4,7;6,0;94;0
IPCA Livres;2024-10-10;06/2026;0,2227;0,2378;0,0608;0,1;0,33;18;1
IPCA Livres;2024-10-10;06/2026;0,1957;0,2;0,0835;-0,0539;0,4;58;0
IPCA Serviços;2024-10-10;06/2026;0,3001;0,29;0,1047;0,19;0,57;17;1
IPCA Serviços;2024-10-10;06/2026;0,3027;0,3;0,1069;-0,0634;0,57;54;0
IPCA Bens industrializados;2024-10-10;06/2026;0,1777;0,165;0,0685;0,07;0,33;16;1
IPCA Bens industrializados;2024-10-10;06/2026;0,1372;0,15;0,0919;-0,08;0,33;52;0
IPCA Alimentação no domicílio;2024-10-10;06/2026;0,1074;0,14;0,1963;-0,3;0,45;16;1
IPCA Alimentação no domicílio;2024-10-10;06/2026;0,0426;0,07;0,2475;-0,44;0,65;52;0
IPCA Administrados;2024-10-10;06/2026;0,317;0,2631;0,207;0,08;1,06;18;1
IPCA Administrados;2024-10-10;06/2026;0,2676;0,26;0,1366;0,035;1,06;61;0
IPCA;2024-10-10;05/2026;0,2772;0,29;0,0717;0,15;0,4859;39;1
IPCA;2024-10-10;05/2026;0,2697;0,2691;0,091;-0,04;0,555;104;0
Câmbio;2024-10-10;05/2026;5,3422;5,33;0,2587;4,76;5,9185;35;1
Câmbio;2024-10-10;05/2026;5,3608;5,33;0,2331;4,7;6,0;95;0
IPCA Livres;2024-10-10;05/2026;0,2448;0,2426;0,1463;-0,04;0,63;18;1
IPCA Livres;2024-10-10;05/2026;0,2138;0,2;0,1207;-0,04;0,63;59;0
IPCA Serviços;2024-10-10;05/2026;0,1745;0,18;0,1259;-0,02;0,44;17;1
IPCA Serviços;2024-10-10;05/2026;0,1609;0,18;0,1456;-0,24;0,5368;55;0
IPCA Bens industrializados;2024-10-10;05/2026;0,2339;0,25;0,0958;0,0;0,38;16;1
IPCA Bens industrializados;2024-10-10;05/2026;0,2409;0,24;0,0983;0,0;0,5328;53;0
IPCA Alimentação no domicílio;2024-10-10;05/2026;0,1974;0,2391;0,2138;-0,41;0,5;16;1
IPCA Alimentação no domicílio;2024-10-10;05/2026;0,2056;0,2282;0,1964;-0,41;0,67;53;0
IPCA Administrados;2024-10-10;05/2026;0,4266;0,4;0,2022;0,13;1,11;18;1
IPCA Administrados;2024-10-10;05/2026;0,4199;0,4;0,159;-0,04;1,11;62;0
IPCA;2024-10-10;04/2026;0,3243;0,32;0,0731;0,17;0,49;39;1
IPCA;2024-10-10;04/2026;0,3427;0,33;0,0777;0,17;0,6;104;0
Câmbio;2024-10-10;04/2026;5,3468;5,33;0,2383;4,88;5,9;35;1
Câmbio;2024-10-10;04/2026;5,3524;5,3313;0,2239;4,7;6,0;96;0
IPCA Livres;2024-10-10;04/2026;0,3218;0,3;0,0674;0,22;0,49;18;1
IPCA Livres;2024-10-10;04/2026;0,3252;0,31;0,0714;0,2;0,5532;60;0
IPCA Serviços;2024-10-10;04/2026;0,229;0,25;0,0953;0,0;0,39;17;1
IPCA Serviços;2024-10-10;04/2026;0,2574;0,255;0,1066;-0,01;0,4672;56;0
IPCA Bens industrializados;2024-10-10;04/2026;0,2251;0,225;0,0619;0,08;0,32;16;1
IPCA Bens industrializados;2024-10-10;04/2026;0,2238;0,215;0,0737;0,08;0,4;54;0
IPCA Alimentação no domicílio;2024-10-10;04/2026;0,5068;0,53;0,2028;0,2282;1,09;16;1
IPCA Alimentação no domicílio;2024-10-10;04/2026;0,5449;0,53;0,2331;0,15;1,1241;54;0
IPCA Administrados;2024-10-10;04/2026;0,3515;0,365;0,187;-0,08;0,67;18;1
IPCA Administrados;2024-10-10;04/2026;0,4068;0,37;0,1765;-0,08;1,04;63;0
IGP-M;2024-10-10;03/2026;0,3691;0,35;0,1492;0,1131;0,82;19;1
IGP-M;2024-10-10;03/2026;0,3544;0,33;0,1403;0,1131;0,82;23;0
IPCA;2024-10-10;03/2026;0,309;0,3;0,0707;0,19;0,4749;39;1
IPCA;2024-10-10;03/2026;0,3234;0,3;0,1064;0,14;0,8304;105;0
Câmbio;2024-10-10;03/2026;5,3379;5,32;0,2352;4,77;5,8103;35;1
Câmbio;2024-10-10;03/2026;5,3547;5,3334;0,2185;4,7;6,0;96;0
IPCA Livres;2024-10-10;03/2026;0,2658;0,26;0,0826;0,07;0,45;18;1
IPCA Livres;2024-10-10;03/2026;0,2817;0,28;0,0885;0,07;0,5651;60;0
IPCA Serviços;2024-10-10;03/2026;0,1879;0,2;0,0892;0,01;0,3;17;1
IPCA Serviços;2024-10-10;03/2026;0,2147;0,2;0,1216;0,01;0,6852;56;0
IPCA Bens industrializados;2024-10-10;03/2026;0,2394;0,2448;0,0836;0,07;0,38;16;1
IPCA Bens industrializados;2024-10-10;03/2026;0,2147;0,22;0,1026;-0,14;0,38;55;0
IPCA Alimentação no domicílio;2024-10-10;03/2026;0,5411;0,54;0,2661;0,14;1,32;16;1
IPCA Alimentação no domicílio;2024-10-10;03/2026;0,5688;0,575;0,2326;0,11;1,32;54;0
IPCA Administrados;2024-10-10;03/2026;0,3609;0,325;0,1419;0,2;0,79;18;1
IPCA Administrados;2024-10-10;03/2026;0,3386;0,31;0,1376;0,12;0,8;63;0
IGP-M;2024-10-10;02/2026;0,3289;0,34;0,1887;-0,19;0,74;22;1
IGP-M;2024-10-10;02/2026;0,3275;0,325;0,1431;-0,19;0,74;50;0
IPCA;2024-10-10;02/2026;0,5132;0,51;0,148;0,2;0,8585;39;1
IPCA;2024-10-10;02/2026;0,514;0,5;0,1278;0,2;0,8585;105;0
Câmbio;2024-10-10;02/2026;5,3447;5,3;0,2131;4,9;5,8;35;1
Câmbio;2024-10-10;02/2026;5,355;5,334;0,2094;4,7;6,0;96;0
Taxa de desocupação;2024-10-10;02/2026;7,285;7,4;0,5456;6,04;8,12;12;1
Taxa de desocupação;2024-10-10;02/2026;7,3692;7,45;0,5179;6,04;8,14;20;0
IPCA Livres;2024-10-10;02/2026;0,5431;0,55;0,1991;0,1;0,9127;18;1
IPCA Livres;2024-10-10;02/2026;0,55;0,555;0,1461;0,1;0,9127;60;0
IPCA Serviços;2024-10-10;02/2026;0,8612;0,9;0,2078;0,3;1,1;17;1
IPCA Serviços;2024-10-10;02/2026;0,8616;0,87;0,1749;0,3;1,17;56;0
IPCA Bens industrializados;2024-10-10;02/2026;0,2499;0,25;0,0871;0,1;0,47;16;1
IPCA Bens industrializados;2024-10-10;02/2026;0,2549;0,25;0,1046;0,0;0,5;55;0
IPCA Alimentação no domicílio;2024-10-10;02/2026;0,3518;0,335;0,2326;0,02;0,99;16;1
IPCA Alimentação no domicílio;2024-10-10;02/2026;0,401;0,38;0,2305;0,0;1,12;54;0
IPCA Administrados;2024-10-10;02/2026;0,3665;0,31;0,1437;0,21;0,87;18;1
IPCA Administrados;2024-10-10;02/2026;0,3456;0,3;0,1768;-0,14;0,931;63;0
IGP-M;2024-10-10;01/2026;0,3686;0,355;0,0921;0,27;0,68;24;1
IGP-M;2024-10-10;01/2026;0,3654;0,36;0,1088;0,03;0,7;55;0
IPCA;2024-10-10;01/2026;0,3806;0,388;0,0928;0,2;0,6;39;1
IPCA;2024-10-10;01/2026;0,3839;0,39;0,1002;0,0656;0,6836;105;0
Câmbio;2024-10-10;01/2026;5,3453;5,35;0,2011;4,9;5,7382;35;1
Câmbio;2024-10-10;01/2026;5,3567;5,35;0,2004;4,7;6,0;96;0
Taxa de desocupação;2024-10-10;01/2026;7,0787;7,1;0,5235;6,04;8,0;15;1
Taxa de desocupação;2024-10-10;01/2026;7,2051;7,2;0,4853;6,04;8,2;42;0
IPCA Livres;2024-10-10;01/2026;0,4288;0,41;0,1163;0,2315;0,7;18;1
IPCA Livres;2024-10-10;01/2026;0,3967;0,4;0,0997;0,2;0,7;60;0
IPCA Serviços;2024-10-10;01/2026;0,3397;0,34;0,11;0,15;0,52;17;1
IPCA Serviços;2024-10-10;01/2026;0,324;0,32;0,1222;0,02;0,62;56;0
IPCA Bens industrializados;2024-10-10;01/2026;0,2578;0,25;0,0809;0,14;0,46;16;1
IPCA Bens industrializados;2024-10-10;01/2026;0,2331;0,25;0,1009;-0,0239;0,46;54;0
IPCA Alimentação no domicílio;2024-10-10;01/2026;0,7249;0,74;0,3533;0,22;1,64;16;1
IPCA Alimentação no domicílio;2024-10-10;01/2026;0,7636;0,77;0,3417;0,0;1,81;55;0
IPCA Administrados;2024-10-10;01/2026;0,3045;0,3475;0,1369;-0,05;0,47;18;1
IPCA Administrados;2024-10-10;01/2026;0,3229;0,34;0,1719;-0,27;0,68;63;0
IGP-M;2024-10-10;12/2025;0,3387;0,35;0,1989;-0,2533;0,7913;28;1
IGP-M;2024-10-10;12/2025;0,3622;0,35;0,1813;-0,2533;0,98;66;0
IPCA;2024-10-10;12/2025;0,4415;0,4742;0,2608;-1,2005;0,6732;51;1
IPCA;2024-10-10;12/2025;0,4577;0,47;0,1871;-1,2005;0,8373;133;0
Câmbio;2024-10-10;12/2025;5,355;5,39;0,1777;4,94;5,7;43;1
Câmbio;2024-10-10;12/2025;5,3694;5,39;0,1897;4,7;6,0;121;0
Taxa de desocupação;2024-10-10;12/2025;6,922;6,9;0,6934;5,7;8,3;20;1
Taxa de desocupação;2024-10-10;12/2025;7,0698;7,0;0,6333;5,7;8,9;63;0
IPCA Livres;2024-10-10;12/2025;0,5228;0,5432;0,1526;0,2286;0,77;24;1
