Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA Serviços;2024-10-04;10/2025;0,3773;0,35;0,1143;0,1;0,71;78;0
IPCA Bens industrializados;2024-10-04;10/2025;0,3078;0,31;0,0655;0,2;0,452;17;1
IPCA Bens industrializados;2024-10-04;10/2025;0,3147;0,31;0,104;0,02;0,59;75;0
IPCA Alimentação no domicílio;2024-10-04;10/2025;0,4613;0,46;0,1785;0,2;0,93;17;1
IPCA Alimentação no domicílio;2024-10-04;10/2025;0,4709;0,46;0,1765;0,0;0,94;74;0
IPCA Administrados;2024-10-04;10/2025;0,2132;0,23;0,1115;-0,17;0,37;18;1
IPCA Administrados;2024-10-04;10/2025;0,2406;0,25;0,1616;-0,5;1,0;85;0
IGP-M;2024-10-04;09/2025;0,4085;0,37;0,1201;0,2;0,69;17;1
IGP-M;2024-10-04;09/2025;0,3973;0,35;0,1615;0,1311;1,28;65;0
IPCA;2024-10-04;09/2025;0,2508;0,25;0,0954;-0,2216;0,4734;40;1
IPCA;2024-10-04;09/2025;0,2617;0,25;0,0817;-0,2216;0,5;137;0
Câmbio;2024-10-04;09/2025;5,3536;5,35;0,1442;5,0;5,6016;27;1
Câmbio;2024-10-04;09/2025;5,3534;5,35;0,175;4,7;5,8;113;0
Taxa de desocupação;2024-10-04;09/2025;6,9796;7,0935;0,5536;6,1;8,0;15;1
Taxa de desocupação;2024-10-04;09/2025;7,1482;7,1;0,4934;6,1;8,5;58;0
IPCA Livres;2024-10-04;09/2025;0,2493;0,255;0,07;0,12;0,39;18;1
IPCA Livres;2024-10-04;09/2025;0,2615;0,25;0,0766;0,11;0,55;81;0
IPCA Serviços;2024-10-04;09/2025;0,3505;0,37;0,1124;0,1;0,62;17;1
IPCA Serviços;2024-10-04;09/2025;0,364;0,3697;0,1001;0,0388;0,68;78;0
IPCA Bens industrializados;2024-10-04;09/2025;0,1963;0,2;0,0797;0,04;0,35;17;1
IPCA Bens industrializados;2024-10-04;09/2025;0,1844;0,1837;0,0707;0,0;0,35;75;0
IPCA Alimentação no domicílio;2024-10-04;09/2025;0,067;0,13;0,2206;-0,4412;0,32;17;1
IPCA Alimentação no domicílio;2024-10-04;09/2025;0,0942;0,075;0,2507;-0,4412;1,21;74;0
IPCA Administrados;2024-10-04;09/2025;0,2507;0,2561;0,1189;-0,17;0,42;18;1
IPCA Administrados;2024-10-04;09/2025;0,2794;0,25;0,1608;-0,17;0,98;85;0
IGP-M;2024-10-04;08/2025;0,2519;0,23;0,0877;-0,01;0,35;17;1
IGP-M;2024-10-04;08/2025;0,2523;0,2581;0,1081;-0,01;0,56;66;0
IPCA;2024-10-04;08/2025;0,1768;0,18;0,0987;-0,1184;0,45;40;1
IPCA;2024-10-04;08/2025;0,1749;0,16;0,0923;-0,1184;0,51;137;0
Câmbio;2024-10-04;08/2025;5,3482;5,35;0,1384;5,0;5,5681;27;1
Câmbio;2024-10-04;08/2025;5,3496;5,35;0,1692;4,75;5,8;113;0
Taxa de desocupação;2024-10-04;08/2025;6,9748;7,2;0,5724;6,1;8,0;15;1
Taxa de desocupação;2024-10-04;08/2025;7,1585;7,2;0,4785;6,1;8,4;58;0
IPCA Livres;2024-10-04;08/2025;0,1302;0,145;0,0976;-0,1383;0,3;18;1
IPCA Livres;2024-10-04;08/2025;0,1312;0,13;0,0807;-0,1383;0,31;81;0
IPCA Serviços;2024-10-04;08/2025;0,164;0,19;0,15;-0,3964;0,28;17;1
IPCA Serviços;2024-10-04;08/2025;0,2003;0,19;0,122;-0,3964;0,5;78;0
IPCA Bens industrializados;2024-10-04;08/2025;0,2222;0,23;0,063;0,1;0,3574;17;1
IPCA Bens industrializados;2024-10-04;08/2025;0,2215;0,21;0,0699;0,06;0,44;75;0
IPCA Alimentação no domicílio;2024-10-04;08/2025;-0,0897;-0,09;0,2582;-0,62;0,29;17;1
IPCA Alimentação no domicílio;2024-10-04;08/2025;-0,1363;-0,125;0,2643;-0,77;0,74;74;0
IPCA Administrados;2024-10-04;08/2025;0,2582;0,249;0,0934;0,07;0,57;18;1
IPCA Administrados;2024-10-04;08/2025;0,2567;0,23;0,1724;-0,12;1,07;85;0
IGP-M;2024-10-04;07/2025;0,1987;0,22;0,1218;-0,1;0,35;17;1
IGP-M;2024-10-04;07/2025;0,2134;0,2228;0,1153;-0,1;0,61;66;0
IPCA;2024-10-04;07/2025;0,2221;0,2118;0,0888;-0,1;0,38;40;1
IPCA;2024-10-04;07/2025;0,2242;0,21;0,0846;-0,1;0,53;137;0
Câmbio;2024-10-04;07/2025;5,3473;5,34;0,1242;5,1;5,54;27;1
Câmbio;2024-10-04;07/2025;5,3454;5,34;0,1664;4,75;5,8;113;0
Taxa de desocupação;2024-10-04;07/2025;6,9937;7,1;0,5713;6,1;8,0;15;1
Taxa de desocupação;2024-10-04;07/2025;7,1482;7,2;0,4511;6,1;8,2;58;0
IPCA Livres;2024-10-04;07/2025;0,1961;0,185;0,091;0,01;0,44;18;1
IPCA Livres;2024-10-04;07/2025;0,184;0,18;0,0827;0,0;0,45;81;0
IPCA Serviços;2024-10-04;07/2025;0,3888;0,39;0,1253;0,1;0,68;17;1
IPCA Serviços;2024-10-04;07/2025;0,4115;0,4;0,1106;0,1;0,75;78;0
IPCA Bens industrializados;2024-10-04;07/2025;0,0944;0,08;0,1166;-0,1;0,29;17;1
IPCA Bens industrializados;2024-10-04;07/2025;0,0795;0,07;0,1016;-0,16;0,31;75;0
IPCA Alimentação no domicílio;2024-10-04;07/2025;-0,0866;-0,08;0,2181;-0,58;0,26;17;1
IPCA Alimentação no domicílio;2024-10-04;07/2025;-0,1282;-0,105;0,2941;-1,51;0,33;74;0
IPCA Administrados;2024-10-04;07/2025;0,3512;0,3236;0,1706;0,05;0,78;18;1
IPCA Administrados;2024-10-04;07/2025;0,3419;0,33;0,1838;-0,38;1,08;85;0
IGP-M;2024-10-04;06/2025;0,2747;0,27;0,1458;-0,1;0,54;17;1
IGP-M;2024-10-04;06/2025;0,2603;0,25;0,1537;-0,5;0,69;67;0
IPCA;2024-10-04;06/2025;0,2257;0,235;0,0979;-0,0901;0,46;40;1
IPCA;2024-10-04;06/2025;0,2278;0,22;0,0863;-0,0901;0,5208;137;0
Câmbio;2024-10-04;06/2025;5,3467;5,35;0,1231;5,1;5,53;27;1
Câmbio;2024-10-04;06/2025;5,3461;5,35;0,1588;4,8;5,75;113;0
Taxa de desocupação;2024-10-04;06/2025;6,9991;7,1;0,5869;6,1;8,0;15;1
Taxa de desocupação;2024-10-04;06/2025;7,1404;7,2;0,4566;6,1;8,1;58;0
IPCA Livres;2024-10-04;06/2025;0,2205;0,24;0,1262;-0,1809;0,38;18;1
IPCA Livres;2024-10-04;06/2025;0,2036;0,2;0,0883;-0,1809;0,39;81;0
IPCA Serviços;2024-10-04;06/2025;0,3192;0,36;0,1824;-0,2276;0,6;17;1
IPCA Serviços;2024-10-04;06/2025;0,346;0,355;0,1241;-0,2276;0,63;78;0
IPCA Bens industrializados;2024-10-04;06/2025;0,1654;0,17;0,1379;-0,13;0,4;17;1
IPCA Bens industrializados;2024-10-04;06/2025;0,14;0,1407;0,0938;-0,13;0,4;75;0
IPCA Alimentação no domicílio;2024-10-04;06/2025;0,0912;0,15;0,2231;-0,44;0,5;17;1
IPCA Alimentação no domicílio;2024-10-04;06/2025;0,0277;0,1;0,2464;-0,61;0,5;74;0
IPCA Administrados;2024-10-04;06/2025;0,2902;0,3;0,0924;0,06;0,44;18;1
IPCA Administrados;2024-10-04;06/2025;0,2866;0,2972;0,1342;-0,2712;0,73;85;0
IGP-M;2024-10-04;05/2025;0,2533;0,27;0,1188;-0,0198;0,41;17;1
IGP-M;2024-10-04;05/2025;0,2466;0,27;0,1838;-0,8;0,7797;67;0
IPCA;2024-10-04;05/2025;0,2632;0,25;0,0699;0,1;0,4465;40;1
IPCA;2024-10-04;05/2025;0,271;0,25;0,0839;0,04;0,5716;138;0
Câmbio;2024-10-04;05/2025;5,3478;5,35;0,1166;5,15;5,52;27;1
Câmbio;2024-10-04;05/2025;5,3476;5,34;0,1555;4,8;5,7;113;0
Taxa de desocupação;2024-10-04;05/2025;7,1029;7,2;0,6014;6,17;8,0;15;1
Taxa de desocupação;2024-10-04;05/2025;7,1921;7,2;0,4644;6,17;8,2;58;0
IPCA Livres;2024-10-04;05/2025;0,1854;0,205;0,0791;-0,01;0,3;18;1
IPCA Livres;2024-10-04;05/2025;0,2049;0,2;0,0909;-0,02;0,4965;81;0
IPCA Serviços;2024-10-04;05/2025;0,1337;0,12;0,1394;-0,07;0,5;17;1
IPCA Serviços;2024-10-04;05/2025;0,148;0,135;0,1334;-0,19;0,5;78;0
IPCA Bens industrializados;2024-10-04;05/2025;0,2858;0,28;0,0524;0,2;0,43;17;1
IPCA Bens industrializados;2024-10-04;05/2025;0,2831;0,28;0,0826;0,03;0,54;75;0
IPCA Alimentação no domicílio;2024-10-04;05/2025;0,1588;0,2;0,1755;-0,32;0,44;17;1
IPCA Alimentação no domicílio;2024-10-04;05/2025;0,2002;0,2;0,1946;-0,32;0,67;74;0
IPCA Administrados;2024-10-04;05/2025;0,481;0,465;0,16;0,23;0,94;18;1
IPCA Administrados;2024-10-04;05/2025;0,4435;0,4472;0,1306;0,0997;0,94;85;0
IGP-M;2024-10-04;04/2025;0,3042;0,3;0,1292;0,0;0,53;17;1
IGP-M;2024-10-04;04/2025;0,3026;0,3;0,145;-0,33;0,7;67;0
IPCA;2024-10-04;04/2025;0,3651;0,35;0,0896;0,2;0,5789;40;1
IPCA;2024-10-04;04/2025;0,3698;0,366;0,0732;0,2;0,61;138;0
Câmbio;2024-10-04;04/2025;5,341;5,35;0,1156;5,105;5,51;27;1
Câmbio;2024-10-04;04/2025;5,3477;5,35;0,1543;4,8;5,65;113;0
Taxa de desocupação;2024-10-04;04/2025;7,2018;7,2;0,5907;6,14;8,0;15;1
Taxa de desocupação;2024-10-04;04/2025;7,2624;7,2;0,4555;6,14;8,2;58;0
IPCA Livres;2024-10-04;04/2025;0,3667;0,355;0,0845;0,25;0,5371;18;1
IPCA Livres;2024-10-04;04/2025;0,3512;0,34;0,0695;0,24;0,58;81;0
IPCA Serviços;2024-10-04;04/2025;0,3166;0,33;0,1021;0,1;0,5978;17;1
IPCA Serviços;2024-10-04;04/2025;0,3051;0,3;0,1024;0,0;0,5978;78;0
IPCA Bens industrializados;2024-10-04;04/2025;0,2695;0,26;0,0959;0,08;0,46;17;1
IPCA Bens industrializados;2024-10-04;04/2025;0,2395;0,23;0,0784;0,08;0,46;75;0
IPCA Alimentação no domicílio;2024-10-04;04/2025;0,6319;0,59;0,3132;0,2;1,31;17;1
IPCA Alimentação no domicílio;2024-10-04;04/2025;0,6107;0,6;0,2557;0,2;1,33;74;0
IPCA Administrados;2024-10-04;04/2025;0,4083;0,4163;0,139;0,19;0,66;18;1
IPCA Administrados;2024-10-04;04/2025;0,4382;0,44;0,1539;0,02;0,8764;85;0
IGP-M;2024-10-04;03/2025;0,4181;0,43;0,1419;0,1715;0,83;17;1
IGP-M;2024-10-04;03/2025;0,3576;0,35;0,1215;0,16;0,83;68;0
IPCA;2024-10-04;03/2025;0,3499;0,335;0,0761;0,14;0,5773;40;1
IPCA;2024-10-04;03/2025;0,3428;0,34;0,0767;0,11;0,5773;138;0
Câmbio;2024-10-04;03/2025;5,3459;5,35;0,1147;5,12;5,53;27;1
Câmbio;2024-10-04;03/2025;5,3526;5,35;0,1468;4,88;5,64;114;0
Taxa de desocupação;2024-10-04;03/2025;7,2701;7,3;0,5808;6,12;8,1;15;1
Taxa de desocupação;2024-10-04;03/2025;7,3278;7,3;0,4841;6,12;8,3;58;0
IPCA Livres;2024-10-04;03/2025;0,3339;0,31;0,0816;0,22;0,51;18;1
IPCA Livres;2024-10-04;03/2025;0,3205;0,31;0,0877;0,01;0,51;81;0
IPCA Serviços;2024-10-04;03/2025;0,2662;0,26;0,1278;0,09;0,54;17;1
IPCA Serviços;2024-10-04;03/2025;0,2432;0,2315;0,1075;0,01;0,55;78;0
IPCA Bens industrializados;2024-10-04;03/2025;0,2378;0,24;0,086;0,1;0,4;17;1
IPCA Bens industrializados;2024-10-04;03/2025;0,2288;0,24;0,0904;-0,14;0,4;75;0
IPCA Alimentação no domicílio;2024-10-04;03/2025;0,6742;0,63;0,3658;-0,026;1,5;17;1
IPCA Alimentação no domicílio;2024-10-04;03/2025;0,6643;0,64;0,284;-0,026;1,53;74;0
IPCA Administrados;2024-10-04;03/2025;0,3588;0,3311;0,2747;-0,2;1,04;18;1
IPCA Administrados;2024-10-04;03/2025;0,3512;0,315;0,1825;-0,2;1,04;86;0
IGP-M;2024-10-04;02/2025;0,3296;0,33;0,1471;0,0934;0,6;17;1
IGP-M;2024-10-04;02/2025;0,3349;0,33;0,1329;0,08;0,7201;68;0
IPCA;2024-10-04;02/2025;0,5577;0,54;0,1118;0,35;0,8856;40;1
IPCA;2024-10-04;02/2025;0,5572;0,5445;0,108;0,26;0,8856;138;0
Câmbio;2024-10-04;02/2025;5,3477;5,35;0,1112;5,1;5,5;27;1
Câmbio;2024-10-04;02/2025;5,3608;5,3775;0,1391;4,9;5,64;114;0
Taxa de desocupação;2024-10-04;02/2025;7,1027;7,0;0,4847;6,17;8,0;15;1
Taxa de desocupação;2024-10-04;02/2025;7,1295;7,04;0,4139;6,17;8,3;58;0
IPCA Livres;2024-10-04;02/2025;0,6013;0,63;0,1501;0,25;0,8;18;1
IPCA Livres;2024-10-04;02/2025;0,6234;0,64;0,1295;0,25;0,863;81;0
IPCA Serviços;2024-10-04;02/2025;0,9068;1,03;0,2628;0,26;1,2;17;1
IPCA Serviços;2024-10-04;02/2025;0,9655;1,0;0,2059;0,26;1,281;79;0
IPCA Bens industrializados;2024-10-04;02/2025;0,2988;0,28;0,1154;0,1;0,56;17;1
IPCA Bens industrializados;2024-10-04;02/2025;0,2675;0,255;0,1065;0,0;0,56;76;0
IPCA Alimentação no domicílio;2024-10-04;02/2025;0,4175;0,39;0,2012;-0,013;0,82;17;1
IPCA Alimentação no domicílio;2024-10-04;02/2025;0,426;0,39;0,266;-0,2743;1,17;75;0
IPCA Administrados;2024-10-04;02/2025;0,254;0,295;0,1619;-0,29;0,44;18;1
IPCA Administrados;2024-10-04;02/2025;0,3123;0,31;0,182;-0,29;1,1069;86;0
IGP-M;2024-10-04;01/2025;0,3764;0,38;0,0491;0,28;0,5;17;1
IGP-M;2024-10-04;01/2025;0,3672;0,38;0,1251;-0,3;0,642;68;0
IPCA;2024-10-04;01/2025;0,4134;0,415;0,0936;0,19;0,57;40;1
IPCA;2024-10-04;01/2025;0,4143;0,42;0,0902;0,0826;0,6;138;0
Câmbio;2024-10-04;01/2025;5,3427;5,35;0,1192;5,0;5,5;27;1
Câmbio;2024-10-04;01/2025;5,3687;5,385;0,1324;5,0;5,64;114;0
Taxa de desocupação;2024-10-04;01/2025;6,895;6,9;0,4359;6,22;8,0;15;1
Taxa de desocupação;2024-10-04;01/2025;6,9139;6,9;0,4;6,22;8,2;58;0
IPCA Livres;2024-10-04;01/2025;0,4458;0,47;0,108;0,24;0,65;18;1
IPCA Livres;2024-10-04;01/2025;0,4444;0,46;0,1013;0,21;0,71;81;0
IPCA Serviços;2024-10-04;01/2025;0,3921;0,39;0,109;0,15;0,66;17;1
IPCA Serviços;2024-10-04;01/2025;0,3607;0,37;0,1331;0,02;0,69;79;0
IPCA Bens industrializados;2024-10-04;01/2025;0,2237;0,23;0,091;0,07;0,41;17;1
IPCA Bens industrializados;2024-10-04;01/2025;0,2468;0,2422;0,1076;0,03;0,5;76;0
IPCA Alimentação no domicílio;2024-10-04;01/2025;0,8546;0,89;0,375;0,2;1,59;17;1
IPCA Alimentação no domicílio;2024-10-04;01/2025;0,9035;0,9;0,3324;0,2;1,86;75;0
IPCA Administrados;2024-10-04;01/2025;0,2474;0,333;0,1892;-0,25;0,45;18;1
IPCA Administrados;2024-10-04;01/2025;0,2659;0,315;0,1945;-0,46;0,71;86;0
IGP-M;2024-10-04;12/2024;0,348;0,4276;0,2776;-0,6527;0,7339;20;1
IGP-M;2024-10-04;12/2024;0,4068;0,41;0,1991;-0,6527;0,9;73;0
IPCA;2024-10-04;12/2024;0,5096;0,455;0,2269;0,2;1,24;42;1
IPCA;2024-10-04;12/2024;0,5088;0,467;0,2136;0,07;1,24;145;0
Câmbio;2024-10-04;12/2024;5,3631;5,4;0,125;5,0;5,54;32;1
Câmbio;2024-10-04;12/2024;5,388;5,4;0,1271;5,0;5,75;125;0
Taxa de desocupação;2024-10-04;12/2024;6,599;6,55;0,3495;6,1;7,5;18;1
Taxa de desocupação;2024-10-04;12/2024;6,6179;6,5;0,4425;5,8;7,9;65;0
IPCA Livres;2024-10-04;12/2024;0,5878;0,64;0,2013;-0,1137;0,95;23;1
IPCA Livres;2024-10-04;12/2024;0,6208;0,65;0,1384;-0,1137;0,95;90;0
IPCA Serviços;2024-10-04;12/2024;0,6366;0,65;0,176;0,2954;0,98;22;1
IPCA Serviços;2024-10-04;12/2024;0,6528;0,6724;0,1596;0,1;0,98;88;0
IPCA Bens industrializados;2024-10-04;12/2024;0,5274;0,55;0,1803;0,14;0,94;22;1
IPCA Bens industrializados;2024-10-04;12/2024;0,4655;0,46;0,1381;0,14;0,94;85;0
IPCA Alimentação no domicílio;2024-10-04;12/2024;0,9519;0,87;0,5251;0,2629;2,9214;22;1
IPCA Alimentação no domicílio;2024-10-04;12/2024;0,8693;0,8248;0,3481;0,2629;2,9214;84;0
IPCA Administrados;2024-10-04;12/2024;0,122;0,051;0,7819;-1,2329;2,07;23;1
IPCA Administrados;2024-10-04;12/2024;0,202;0,051;0,8235;-1,2329;2,38;95;0
IGP-M;2024-10-04;11/2024;0,4598;0,465;0,1363;0,1;0,68;20;1
IGP-M;2024-10-04;11/2024;0,424;0,43;0,1353;0,1;0,87;73;0
IPCA;2024-10-04;11/2024;0,1153;0,1953;0,2132;-0,55;0,4;42;1
IPCA;2024-10-04;11/2024;0,1426;0,2;0,2224;-0,7;0,5985;145;0
Câmbio;2024-10-04;11/2024;5,3975;5,42;0,0933;5,2;5,55;29;1
Câmbio;2024-10-04;11/2024;5,4165;5,4131;0,1078;5,0;5,7;116;0
Taxa de desocupação;2024-10-04;11/2024;6,6025;6,5;0,3159;6,2;7,5;16;1
Taxa de desocupação;2024-10-04;11/2024;6,6247;6,5;0,3711;6,0;7,7;59;0
IPCA Livres;2024-10-04;11/2024;0,3424;0,35;0,1371;0,11;0,72;23;1
IPCA Livres;2024-10-04;11/2024;0,3557;0,35;0,0993;0,11;0,72;90;0
IPCA Serviços;2024-10-04;11/2024;0,3976;0,415;0,1307;0,12;0,77;22;1
IPCA Serviços;2024-10-04;11/2024;0,3986;0,399;0,105;0,12;0,77;88;0
IPCA Bens industrializados;2024-10-04;11/2024;0,1829;0,1478;0,2228;-0,15;0,84;22;1
IPCA Bens industrializados;2024-10-04;11/2024;0,18;0,18;0,1932;-0,34;0,84;85;0
IPCA Alimentação no domicílio;2024-10-04;11/2024;0,5437;0,595;0,3069;-0,05;1,07;22;1
IPCA Alimentação no domicílio;2024-10-04;11/2024;0,5465;0,553;0,2336;-0,05;1,07;84;0
IPCA Administrados;2024-10-04;11/2024;-0,6484;-0,4;0,9185;-2,78;0,72;23;1
IPCA Administrados;2024-10-04;11/2024;-0,595;-0,29;0,9424;-3,22;0,72;95;0
IGP-M;2024-10-04;10/2024;0,5908;0,5693;0,1882;0,34;1,05;20;1
IGP-M;2024-10-04;10/2024;0,4794;0,45;0,1721;0,04;1,05;73;0
IPCA;2024-10-04;10/2024;0,4307;0,4;0,1086;0,25;0,79;42;1
IPCA;2024-10-04;10/2024;0,3662;0,35;0,1111;0,06;0,79;145;0
Câmbio;2024-10-04;10/2024;5,4342;5,445;0,0712;5,2333;5,61;30;1
Câmbio;2024-10-04;10/2024;5,4517;5,45;0,0833;5,2;5,7;117;0
Taxa de desocupação;2024-10-04;10/2024;6,6504;6,5782;0,2798;6,4;7,5;16;1
Taxa de desocupação;2024-10-04;10/2024;6,6835;6,6;0,3097;6,3;7,6;59;0
IPCA Livres;2024-10-04;10/2024;0,4034;0,42;0,1106;0,22;0,67;23;1
IPCA Livres;2024-10-04;10/2024;0,3748;0,37;0,0901;0,22;0,67;90;0
IPCA Serviços;2024-10-04;10/2024;0,343;0,334;0,1197;0,15;0,59;22;1
IPCA Serviços;2024-10-04;10/2024;0,3296;0,3213;0,1141;0,15;0,68;88;0
IPCA Bens industrializados;2024-10-04;10/2024;0,3922;0,395;0,2049;0,12;1,118;22;1
IPCA Bens industrializados;2024-10-04;10/2024;0,3449;0,33;0,1371;0,12;1,118;85;0
IPCA Alimentação no domicílio;2024-10-04;10/2024;0,5498;0,53;0,284;0,0;1,04;22;1
IPCA Alimentação no domicílio;2024-10-04;10/2024;0,5266;0,495;0,2536;-0,03;1,04;84;0
IPCA Administrados;2024-10-04;10/2024;0,595;0,5999;0,2615;0,1;1,13;23;1
IPCA Administrados;2024-10-04;10/2024;0,3537;0,3;0,3174;-0,55;1,13;95;0
IPCA;2024-10-04;09/2024;0,4464;0,45;0,0603;0,25;0,65;42;1
IPCA;2024-10-04;09/2024;0,4735;0,47;0,0964;0,0701;0,75;145;0
Taxa de desocupação;2024-10-04;09/2024;6,7068;6,6;0,2514;6,5;7,5;16;1
Taxa de desocupação;2024-10-04;09/2024;6,7471;6,66;0,2611;6,4;7,5;59;0
IPCA Livres;2024-10-04;09/2024;0,2487;0,26;0,0716;0,1;0,39;23;1
IPCA Livres;2024-10-04;09/2024;0,332;0,33;0,0973;0,05;0,5;90;0
IPCA Serviços;2024-10-04;09/2024;0,2403;0,2148;0,0875;0,14;0,44;22;1
IPCA Serviços;2024-10-04;09/2024;0,351;0,39;0,125;-0,03;0,558;88;0
IPCA Bens industrializados;2024-10-04;09/2024;0,2482;0,26;0,0865;0,03;0,45;22;1
IPCA Bens industrializados;2024-10-04;09/2024;0,2822;0,28;0,0921;0,03;0,55;85;0
IPCA Alimentação no domicílio;2024-10-04;09/2024;0,3246;0,42;0,2605;-0,51;0,64;22;1
IPCA Alimentação no domicílio;2024-10-04;09/2024;0,3877;0,4412;0,2607;-0,51;1,01;84;0
IPCA Administrados;2024-10-04;09/2024;0,8701;0,95;0,2452;0,14;1,1;23;1
IPCA Administrados;2024-10-04;09/2024;0,8976;0,95;0,189;0,14;1,13;95;0
IPCA;2024-10-03;09/2026;0,2231;0,235;0,1082;-0,2663;0,37;32;1
IPCA;2024-10-03;09/2026;0,2451;0,24;0,0913;-0,2663;0,5;83;0
Câmbio;2024-10-03;09/2026;5,485;5,485;0,135;5,35;5,62;2;1
Câmbio;2024-10-03;09/2026;5,485;5,485;0,135;5,35;5,62;2;0
IPCA Livres;2024-10-03;09/2026;0,2343;0,24;0,0714;0,0499;0,34;14;1
IPCA Livres;2024-10-03;09/2026;0,2287;0,23;0,0761;0,0414;0,4;52;0
IPCA Serviços;2024-10-03;09/2026;0,377;0,33;0,1276;0,2136;0,67;12;1
IPCA Serviços;2024-10-03;09/2026;0,3386;0,33;0,113;0,1;0,67;50;0
IPCA Bens industrializados;2024-10-03;09/2026;0,1997;0,2435;0,1138;-0,01;0,32;12;1
IPCA Bens industrializados;2024-10-03;09/2026;0,1899;0,2;0,0885;-0,01;0,32;48;0
IPCA Alimentação no domicílio;2024-10-03;09/2026;-0,0043;0,08;0,2381;-0,5421;0,32;13;1
IPCA Alimentação no domicílio;2024-10-03;09/2026;0,0616;0,065;0,238;-0,5421;0,75;48;0
IPCA Administrados;2024-10-03;09/2026;0,2261;0,2466;0,1781;-0,33;0,49;15;1
IPCA Administrados;2024-10-03;09/2026;0,2626;0,25;0,1539;-0,33;0,93;52;0
IPCA;2024-10-03;08/2026;0,1419;0,15;0,0954;-0,1409;0,35;36;1
IPCA;2024-10-03;08/2026;0,1653;0,15;0,0991;-0,1409;0,5;100;0
Câmbio;2024-10-03;08/2026;5,338;5,314;0,1617;5,0;5,73;24;1
Câmbio;2024-10-03;08/2026;5,3527;5,35;0,2392;4,4;6,0267;80;0
IPCA Livres;2024-10-03;08/2026;0,1253;0,135;0,0855;-0,0754;0,25;14;1
IPCA Livres;2024-10-03;08/2026;0,1252;0,13;0,0858;-0,0754;0,33;55;0
IPCA Serviços;2024-10-03;08/2026;0,1874;0,205;0,0925;-0,0805;0,27;12;1
IPCA Serviços;2024-10-03;08/2026;0,1854;0,17;0,0954;-0,0805;0,47;53;0
IPCA Bens industrializados;2024-10-03;08/2026;0,2613;0,27;0,0486;0,17;0,3414;12;1
IPCA Bens industrializados;2024-10-03;08/2026;0,2387;0,2323;0,0707;0,05;0,43;51;0
IPCA Alimentação no domicílio;2024-10-03;08/2026;-0,2038;-0,18;0,2864;-0,6765;0,2466;13;1
IPCA Alimentação no domicílio;2024-10-03;08/2026;-0,1471;-0,15;0,2634;-0,73;0,41;51;0
IPCA Administrados;2024-10-03;08/2026;0,2155;0,24;0,1544;-0,26;0,4;15;1
IPCA Administrados;2024-10-03;08/2026;0,2531;0,25;0,1893;-0,26;1,13;59;0
IPCA;2024-10-03;07/2026;0,1864;0,2;0,0856;0,0;0,37;36;1
IPCA;2024-10-03;07/2026;0,2067;0,2;0,1007;0,0;0,49;103;0
Câmbio;2024-10-03;07/2026;5,3604;5,3313;0,1929;5,0;5,72;28;1
Câmbio;2024-10-03;07/2026;5,3713;5,35;0,2464;4,5;6,0;95;0
IPCA Livres;2024-10-03;07/2026;0,199;0,2;0,1285;-0,05;0,42;14;1
IPCA Livres;2024-10-03;07/2026;0,1866;0,17;0,1123;-0,05;0,55;57;0
IPCA Serviços;2024-10-03;07/2026;0,3916;0,305;0,1578;0,23;0,7;12;1
IPCA Serviços;2024-10-03;07/2026;0,3958;0,3892;0,1465;0,1;0,81;54;0
IPCA Bens industrializados;2024-10-03;07/2026;0,1264;0,1061;0,164;-0,11;0,53;12;1
IPCA Bens industrializados;2024-10-03;07/2026;0,1034;0,1;0,1274;-0,11;0,53;52;0
IPCA Alimentação no domicílio;2024-10-03;07/2026;-0,1511;-0,18;0,2704;-0,73;0,26;13;1
IPCA Alimentação no domicílio;2024-10-03;07/2026;-0,1155;-0,1;0,3061;-1,51;0,33;52;0
IPCA Administrados;2024-10-03;07/2026;0,2767;0,3;0,2069;-0,41;0,5;15;1
IPCA Administrados;2024-10-03;07/2026;0,3059;0,3;0,2265;-0,41;1,08;61;0
IPCA;2024-10-03;06/2026;0,1929;0,2;0,0955;0,0;0,48;37;1
IPCA;2024-10-03;06/2026;0,2159;0,2;0,0934;0,0;0,5044;105;0
Câmbio;2024-10-03;06/2026;5,3822;5,345;0,18;5,0;5,71;28;1
Câmbio;2024-10-03;06/2026;5,3743;5,35;0,2337;4,7;6,0;96;0
IPCA Livres;2024-10-03;06/2026;0,1976;0,235;0,1029;-0,0539;0,32;14;1
IPCA Livres;2024-10-03;06/2026;0,1989;0,2;0,0856;-0,0539;0,4;57;0
IPCA Serviços;2024-10-03;06/2026;0,332;0,325;0,1696;-0,0634;0,58;12;1
IPCA Serviços;2024-10-03;06/2026;0,3095;0,315;0,1069;-0,0634;0,58;54;0
IPCA Bens industrializados;2024-10-03;06/2026;0,1502;0,1448;0,1088;-0,08;0,33;12;1
IPCA Bens industrializados;2024-10-03;06/2026;0,1397;0,15;0,0948;-0,08;0,34;52;0
IPCA Alimentação no domicílio;2024-10-03;06/2026;0,034;0,12;0,258;-0,44;0,4;13;1
IPCA Alimentação no domicílio;2024-10-03;06/2026;0,051;0,095;0,2531;-0,44;0,65;52;0
IPCA Administrados;2024-10-03;06/2026;0,307;0,29;0,2132;0,1;1,06;15;1
