;Unnamed: 0;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais
703;703;2023-07-01;MasterCard;Débito;Outros;493113;236989;4609593;219460923,89;1126;2353510,02
704;704;2017-04-01;MasterCard;Crédito;Premium;880299;685211;42878401;8218369048,42;2542239;991002584,35
705;705;2024-04-01;MasterCard;Crédito;Premium;7613857;5548653;403107150;78851738439,2;8002251;4165316613,17
706;706;2022-07-01;VISA;Pré-Pago;Básico Internacional;19987103;8017180;80893109;4250328407,8;1245168;226759923,94
707;707;2017-07-01;Elo;Crédito;Básico Internacional;797406;265910;3547835;399156539,68;17743;6654559,82
708;708;2016-07-01;Elo;Crédito;Outros;240202;158734;1403952;98578282,71;0;0,0
709;709;2012-07-01;American Express;Crédito;Platinum;654837;444516;10235951;1546545921,04;923444;398935058,52
710;710;2011-01-01;American Express;Crédito;Corporativo;173308;84894;1560187;805168843,61;179481;108205666,62
711;711;2016-10-01;VISA;Crédito;Platinum;5308050;3847055;162059757;20796571567,12;4138184;902152406,17
712;712;2015-04-01;American Express;Crédito;Corporativo;157439;87719;2385172;1445174200,27;241570;207156770,27
713;713;2022-10-01;American Express;Crédito;Premium;218;201;12811;13916127,9;901;3655586,74
714;714;2011-01-01;MasterCard;Débito;Platinum;836015;295259;4788985;344461579,76;10812;2512212,62
715;715;2016-01-01;American Express;Crédito;Outros;16;0;420;15541,23;0;0,0
716;716;2012-10-01;MasterCard;Crédito;Básico Internacional;13373796;7823729;121810651;12359852703,04;2530827;282349582,74
717;717;2018-01-01;VISA;Pré-Pago;Platinum;155527;6280;339;63455,93;202730;44076252,3
718;718;2017-01-01;MasterCard;Débito;Básico Internacional;108829539;37423096;752156657;44846641776,21;123336;28124470,37
719;719;2015-07-01;Elo;Crédito;Empresarial;174237;70708;463817;327847003,29;0;0,0
720;720;2016-04-01;MasterCard;Crédito;Empresarial;872079;466801;7915926;1857009556,47;243380;108455923,81
721;721;2011-10-01;Elo;Débito;Básico Nacional;54081;1;79554;4679330,04;0;0,0
722;722;2019-04-01;Hipercard;Crédito;Básico Nacional;4161295;3061403;58191619;7675018393,38;0;0,0
723;723;2016-10-01;Elo;Débito;Básico Nacional;7585380;3822302;47451424;2972331364,1;0;0,0
724;724;2021-04-01;MasterCard;Crédito;Premium;2323200;1871886;112713542;23152449227,78;1386284;698581575,56
725;725;2020-04-01;Elo;Débito;Básico Internacional;1221;339;3340;210270,78;0;0,0
726;726;2018-07-01;MasterCard;Pré-Pago;Platinum;149571;4386;0;0,0;177414;34750978,4
727;727;2020-01-01;MasterCard;Débito;Intermediário;44280030;29744254;542489906;31661249431,58;56527;12371359,15
728;728;2018-10-01;VISA;Crédito;Platinum;4971760;3702242;189443683;24286917064,09;3260005;995963411,08
729;729;2012-07-01;MasterCard;Crédito;Corporativo;53397;24820;727936;287415647,44;36662;21165026,78
730;730;2012-07-01;MasterCard;Débito;Básico Nacional;2586057;777969;10021657;561017624,05;92;16897,9
731;731;2022-10-01;Elo;Pré-Pago;Intermediário;10713590;214957;795191;36932018,52;0;0,0
732;732;2013-04-01;Elo;Débito;Básico Nacional;3608025;732765;6810055;344631289,53;0;0,0
733;733;2012-04-01;MasterCard;Débito;Básico Nacional;2055370;772836;9587108;528941454,42;113;17405,69
734;734;2020-07-01;MasterCard;Débito;Premium;294536;128261;1584327;187325368,83;136;47173,16
735;735;2018-10-01;MasterCard;Débito;Premium;210265;117196;2125020;216035783,23;4677;2092130,01
736;736;2018-04-01;VISA;Débito;Premium;346531;196382;5118333;508900870,2;359;97698,48
737;737;2015-07-01;VISA;Débito;Básico Internacional;117716892;33354268;544134165;33643028703,64;140637;21125172,39
738;738;2020-10-01;MasterCard;Pré-Pago;Premium;8;1;2;35,9;0;0,0
739;739;2016-04-01;Cheque Eletrônico;Débito;Outros;353652;146871;1450;759755,0;0;0,0
740;740;2020-01-01;Outras;Crédito;Intermediário;28008;7221;88369;12520428,88;185;58999,59
741;741;2013-07-01;Diners Club;Crédito;Empresarial;824;287;5387;1266886,01;238;149760,79
742;742;2015-07-01;MasterCard;Débito;Platinum;1038408;493933;8985845;689043030,68;10196;3467746,48
743;743;2020-10-01;VISA;Débito;Platinum;1783390;1079491;36851247;3708434141,83;201;52874,51
744;744;2019-01-01;MasterCard;Débito;Platinum;804957;460790;10611195;838558514,15;4927;1609079,15
745;745;2013-04-01;Elo;Crédito;Empresarial;246;1;3;285,62;0;0,0
746;746;2016-04-01;VISA;Débito;Básico Internacional;107817641;33084634;529419144;33857342902,63;118918;16741948,7
747;747;2020-10-01;MasterCard;Pré-Pago;Intermediário;13985370;7525777;186753158;8164410723,1;1;0,01
748;748;2020-07-01;VISA;Crédito;Básico Internacional;22930536;12994900;202064557;19995104172,95;642390;92868602,81
749;749;2017-10-01;Elo;Pré-Pago;Outros;1155808;810681;6857684;286369037,57;0;0,0
750;750;2014-01-01;Outras;Crédito;Básico Nacional;1043644;291372;88259;57453677,74;0;0,0
751;751;2019-07-01;American Express;Crédito;Corporativo;121264;109045;2439788;1146516840,31;249398;215769436,22
752;752;2022-04-01;VISA;Débito;Básico Internacional;134393740;48601038;1028529141;68644534586,2;20009;3741618,24
753;753;2018-10-01;Outras;Débito;Outros;3298985;1640680;41865013;3567631046,36;0;0,0
754;754;2017-07-01;Outras;Crédito;Outros;1226843;348053;2487311;352904746,59;5;1350,55
755;755;2014-04-01;MasterCard;Débito;Platinum;1050924;487944;8060532;609384388,94;14725;4674896,51
756;756;2019-01-01;Outras;Débito;Outros;3421823;1729346;39880159;3288262066,21;0;0,0
757;757;2014-04-01;MasterCard;Crédito;Empresarial;1036807;466118;8200916;1846795597,16;331072;112948330,63
758;758;2015-10-01;Elo;Débito;Outros;37736759;11509711;129895431;7861125714,34;0;0,0
759;759;2015-10-01;Elo;Crédito;Outros;297962;180948;1388226;101235881,45;0;0,0
760;760;2013-07-01;American Express;Crédito;Empresarial;129768;35698;861881;175808126,24;35550;17988067,71
761;761;2012-07-01;Cheque Eletrônico;Débito;Outros;2241389;660319;29096;4847488,75;0;0,0
762;762;2024-04-01;Elo;Pré-Pago;Outros;4038981;2902364;13490667;547169173,57;0;0,0
763;763;2011-04-01;VISA;Crédito;Básico Internacional;19332429;10452391;134366812;11604560153,47;3550996;394553549,86
764;764;2011-10-01;VISA;Crédito;Outros;2257896;1040155;7423198;692636597,36;33527;7780321,14
765;765;2023-10-01;American Express;Crédito;Platinum;18470;16137;404672;55060608,07;2168;808089,65
766;766;2021-07-01;Elo;Débito;Empresarial;944685;380497;8581457;1217638095,37;0;0,0
767;767;2011-07-01;MasterCard;Débito;Básico Nacional;2017456;748440;8979955;469497339,91;192;34599,66
768;768;2023-10-01;American Express;Crédito;Premium;575631;468662;17160990;4678689953,19;419572;402128447,7
769;769;2020-01-01;VISA;Crédito;Outros;4725055;708098;10541866;1326355882,71;63916;39619619,36
770;770;2023-10-01;MasterCard;Crédito;Platinum;20276828;14426574;547441854;70420990648,99;3852700;907454247,67
771;771;2014-04-01;VISA;Débito;Básico Nacional;8406655;3752620;55088331;3364520568,28;0;0,0
772;772;2021-04-01;Elo;Pré-Pago;Básico Internacional;4961793;3252835;23618438;1064713127,17;254;35395,08
773;773;2023-10-01;VISA;Pré-Pago;Intermediário;2078;8;16;232,71;0;0,0
774;774;2020-07-01;American Express;Crédito;Básico Nacional;76581;44575;754889;100714295,01;4092;995980,68
775;775;2019-01-01;VISA;Pré-Pago;Básico Nacional;1740385;193634;930895;626628773,5;24;204,0
776;776;2013-01-01;MasterCard;Débito;Premium;176677;85895;884398;84078582,09;11989;4233370,34
777;777;2022-07-01;MasterCard;Débito;Empresarial;1831816;664072;13832508;974592369,02;93;58206,03
778;778;2019-01-01;American Express;Crédito;Intermediário;933716;818311;14402558;2155918309,72;292791;111690180,55
779;779;2018-07-01;VISA;Pré-Pago;Básico Internacional;448344;416745;243154;73829410,57;758611;240972235,91
780;780;2019-01-01;Elo;Pré-Pago;Outros;1973661;1512969;11473124;451480906,02;47;1770,84
781;781;2023-04-01;Bandeira própria;Crédito;Intermediário;122724;32668;2272862;615555038,77;0;0,0
782;782;2023-04-01;Elo;Crédito;Outros;328699;259929;13966898;2761243514,24;44332;26545867,62
783;783;2022-04-01;VISA;Débito;Básico Nacional;12903318;7107017;188031511;12775789659,36;1348;225095,39
784;784;2024-04-01;VISA;Débito;Platinum;1948655;1132993;45730362;3877775064,31;884;176112,32
785;785;2022-01-01;VISA;Pré-Pago;Básico Internacional;17710410;7154292;73644589;3715689760,72;680972;123555240,22
786;786;2019-07-01;VISA;Crédito;Básico Nacional;32819131;11982766;179286969;14252184831,3;245844;22972251,78
787;787;2022-10-01;VISA;Crédito;Outros;12228124;3242282;45800630;5177637674,0;131025;68528744,16
788;788;2016-10-01;VISA;Crédito;Outros;3085554;491826;7142421;873933913,92;48233;5744748,79
789;789;2017-04-01;Elo;Crédito;Empresarial;459618;168806;2375813;501333704,25;0;0,0
790;790;2023-01-01;MasterCard;Pré-Pago;Outros;19531475;2069836;14791764;775385065,59;86227;16040976,96
791;791;2011-01-01;VISA;Crédito;Básico Nacional;36395366;17801062;137817373;9992456316,55;52572;4652284,69
792;792;2024-04-01;Elo;Débito;Empresarial;1007410;403496;9128410;1170000000,0;0;0,0
793;793;2017-10-01;VISA;Pré-Pago;Básico Nacional;1327128;133474;243646;408255686,05;0;0,0
794;794;2013-01-01;MasterCard;Débito;Básico Internacional;117658304;34183326;453329125;25770221022,66;223970;51494944,27
795;795;2024-01-01;MasterCard;Pré-Pago;Platinum;8806445;4058554;127085236;5931169665,41;0;0,0
796;796;2015-10-01;MasterCard;Crédito;Outros;9322890;3870395;43724218;4662272745,41;12980;1876970,33
797;797;2023-01-01;VISA;Pré-Pago;Básico Internacional;21678999;8173800;91046654;4630602357,34;1373778;250212856,83
798;798;2011-10-01;VISA;Crédito;Premium;371609;256233;15377311;2473028511,18;862362;309434786,11
799;799;2021-01-01;Outras;Débito;Outros;3479656;1833511;39151327;3613175238,08;0;0,0
800;800;2012-10-01;Elo;Débito;Outros;6123576;1757121;11551983;665822611,18;0;0,0
801;801;2011-01-01;MasterCard;Débito;Premium;114243;42703;496250;41309285,48;6542;1662361,28
802;802;2012-07-01;Outras;Débito;Outros;2983402;1207837;25380488;1559663028,7;0;0,0
803;803;2011-10-01;American Express;Crédito;Outros;12865;5782;142898;13528214,04;6113;1315942,18
804;804;2023-04-01;Bandeira própria;Débito;Outros;24722;10603;13819;2407071,76;0;0,0
805;805;2016-10-01;VISA;Débito;Platinum;1663002;1056297;34414505;2921680299,57;1951;354269,43
806;806;2014-04-01;VISA;Crédito;Platinum;4674954;3129292;129366366;15443655597,06;5104446;1057073713,21
807;807;2023-04-01;Elo;Pré-Pago;Básico Internacional;39896546;4690925;16304022;761834908,81;2536;648668,55
808;808;2022-10-01;Elo;Pré-Pago;Básico Internacional;4329496;2758199;18651037;1185354817,79;1541;365339,22
809;809;2016-07-01;VISA;Crédito;Empresarial;1641259;824494;13459266;3443423929,95;348832;165629153,71
810;810;2013-07-01;Elo;Débito;Empresarial;22304;221;1680;220618,37;0;0,0
811;811;2014-10-01;MasterCard;Crédito;Corporativo;70554;25788;894495;394126486,92;53071;31390524,57
812;812;2017-07-01;Diners Club;Crédito;Premium;1;1;21;3125,5;6;14004,29
813;813;2017-10-01;Elo;Débito;Básico Nacional;9244444;4133293;74670941;4649443546,78;0;0,0
814;814;2021-04-01;Elo;Débito;Básico Nacional;197925610;79987298;930360168;57782932342,59;0;0,0
815;815;2021-10-01;VISA;Débito;Intermediário;5111402;2897847;77041191;5929834237,46;946;183441,59
816;816;2018-01-01;MasterCard;Débito;Intermediário;375296;249445;6521218;497421000,97;1413;338577,2
817;817;2011-07-01;VISA;Débito;Básico Nacional;8555083;3685533;43090716;2344784938,61;13;1431,21
818;818;2014-10-01;MasterCard;Débito;Platinum;1016082;477248;9190095;740547367,58;16914;5919569,58
819;819;2018-04-01;VISA;Pré-Pago;Platinum;160340;6897;217;53071,47;181376;37787423,75
820;820;2021-10-01;American Express;Crédito;Platinum;120;120;120;9426,77;0;0,0
821;821;2024-01-01;MasterCard;Crédito;Empresarial;7061884;3156986;56154029;16033531277,27;894292;528067137,2
822;822;2019-04-01;VISA;Crédito;Básico Internacional;21025903;13278149;244105028;21396801450,28;1677835;276199190,83
823;823;2016-07-01;Elo;Crédito;Empresarial;428142;142385;1806789;492928624,56;0;0,0
824;824;2023-07-01;MasterCard;Crédito;Corporativo;3400898;967632;22324092;3777413941,23;326845;316187499,38
825;825;2013-01-01;VISA;Débito;Básico Nacional;8976877;3548599;47864366;2825146782,26;0;0,0
826;826;2021-01-01;MasterCard;Pré-Pago;Básico Internacional;952;693;290;38762,66;0;0,0
827;827;2019-04-01;MasterCard;Débito;Corporativo;4596;905;31857;2296248,07;0;0,0
828;828;2017-07-01;Elo;Crédito;Corporativo;20854;12877;8818;141806618,95;34;22338,41
829;829;2019-10-01;MasterCard;Débito;Corporativo;4479;1052;32851;2380973,15;0;0,0
830;830;2013-07-01;Elo;Débito;Básico Internacional;6947714;1201620;20562945;987409526,0;0;0,0
831;831;2011-04-01;American Express;Crédito;Empresarial;22270;24;77;13662,29;1;677,66
832;832;2020-01-01;MasterCard;Pré-Pago;Intermediário;7453316;2951173;49693221;2035795599,63;1;0,01
833;833;2017-01-01;MasterCard;Crédito;Platinum;5118225;3882789;130230295;17590404523,38;3633498;734467941,54
834;834;2013-01-01;MasterCard;Crédito;Outros;7978113;3097803;30983605;2775739914,01;21817;1763590,52
835;835;2012-10-01;MasterCard;Crédito;Corporativo;64648;28482;778124;333673784,23;43561;27948756,16
836;836;2024-01-01;VISA;Crédito;Empresarial;2954424;1731511;45030631;13545709013,86;484285;408402195,51
837;837;2011-01-01;MasterCard;Crédito;Premium;197214;125782;4644165;790195753,19;385904;149084105,31
838;838;2012-04-01;MasterCard;Crédito;Outros;6222933;3202120;30482219;2747699358,2;8685;921904,13
839;839;2020-04-01;Elo;Pré-Pago;Básico Nacional;994851;112051;204630;13131374,82;37;3387,62
840;840;2022-10-01;VISA;Débito;Básico Nacional;13886573;7884716;223352428;14928208715,6;1715;250910,45
841;841;2020-01-01;Bandeira própria;Débito;Outros;1412380;392403;4395939;293172072,71;0;0,0
842;842;2022-07-01;Elo;Crédito;Básico Nacional;2926890;1915529;61953614;7160065842,35;45099;19257102,96
843;843;2019-10-01;Bandeira própria;Débito;Outros;1448812;395181;5043827;346913117,24;0;0,0
844;844;2017-04-01;VISA;Pré-Pago;Platinum;139342;5492;0;0,0;177549;31696503,52
845;845;2011-01-01;Outras;Crédito;Outros;2430969;439185;1141524;160517283,56;11;2847,83
846;846;2017-10-01;Bandeira própria;Crédito;Outros;637051;195648;2148587;215547130,11;0;0,0
847;847;2021-04-01;MasterCard;Débito;Empresarial;1286173;395165;9989411;739930315,09;56;36420,7
848;848;2018-07-01;MasterCard;Crédito;Corporativo;113584;78255;2530898;911023976,32;206895;121909559,39
849;849;2019-10-01;Elo;Débito;Básico Nacional;13404696;5661569;117595382;7603452669,96;0;0,0
850;850;2017-04-01;Elo;Pré-Pago;Outros;827279;232718;3179173;133799779,85;0;0,0
851;851;2011-04-01;Elo;Débito;Básico Nacional;7965;1056;275;10942,25;0;0,0
852;852;2021-10-01;American Express;Crédito;Empresarial;21520;16309;507642;323168909,18;19173;26486821,51
853;853;2018-01-01;VISA;Crédito;Platinum;4704043;3493949;160562267;20244328550,84;3565835;1012490122,89
854;854;2015-07-01;Outras;Débito;Outros;3360252;1346551;26002767;2189521336,47;0;0,0
855;855;2011-10-01;VISA;Crédito;Básico Internacional;19427665;9898542;136889045;11584674051,27;2441810;334673262,29
856;856;2020-10-01;MasterCard;Crédito;Intermediário;51569065;41260352;798988403;82912984539,73;2323384;306498532,51
857;857;2023-10-01;American Express;Crédito;Básico Nacional;39126;30585;722271;99822055,17;3394;1176580,66
858;858;2022-01-01;VISA;Crédito;Premium;3157364;2414157;133208814;27162494337,58;1887883;1256938287,89
859;859;2023-10-01;Elo;Pré-Pago;Básico Internacional;43018202;6216259;21201850;1177542639,73;4354;1043943,06
860;860;2022-04-01;Elo;Pré-Pago;Intermediário;8201332;163089;615060;33037344,17;0;0,0
861;861;2015-04-01;Diners Club;Crédito;Intermediário;298398;254663;4211021;685617659,33;72136;28533705,85
862;862;2019-04-01;VISA;Pré-Pago;Corporativo;579464;145685;1598182;143950396,74;1702780;243923088,23
863;863;2014-04-01;VISA;Crédito;Empresarial;2020379;913519;13282362;4623363053,11;595808;199625957,43
864;864;2023-01-01;American Express;Crédito;Intermediário;433549;335542;9107357;1617984610,42;76424;41466368,94
865;865;2021-04-01;VISA;Débito;Outros;534;339;5758;343565,14;0;0,0
866;866;2016-01-01;Outras;Débito;Outros;3278573;1369658;27709133;2284343903,35;0;0,0
867;867;2019-10-01;VISA;Crédito;Corporativo;591922;316843;5666855;1670819183,35;435534;233253815,93
868;868;2024-04-01;VISA;Pré-Pago;Intermediário;11326;259;1893;84607,27;0;0,0
869;869;2022-07-01;MasterCard;Pré-Pago;Empresarial;1326421;452900;19051729;1150498383,35;0;0,0
870;870;2015-10-01;MasterCard;Débito;Básico Internacional;110139985;36310132;684214776;42635626745,68;104572;26474200,14
871;871;2023-10-01;MasterCard;Pré-Pago;Corporativo;3955375;1537702;33096372;1751329385,47;86762;1926987,51
872;872;2020-07-01;Elo;Crédito;Platinum;45451;40528;1040197;170096326,06;915;213720,96
873;873;2023-01-01;Elo;Débito;Outros;81868;67226;248676;34859051,0;0;0,0
874;874;2015-01-01;Elo;Crédito;Corporativo;9274;4511;4363;87539701,92;0;0,0
875;875;2021-10-01;VISA;Pré-Pago;Básico Nacional;6357255;1354021;13068084;1834193558,77;58;13864,31
876;876;2022-01-01;Elo;Pré-Pago;Outros;26117724;1599009;3494827;152371922,42;0;0,0
877;877;2012-07-01;American Express;Crédito;Corporativo;181843;87514;2183991;1203272280,21;196469;132657571,55
878;878;2018-10-01;Hipercard;Crédito;Básico Nacional;4446257;3330961;62094291;8619473335,43;0;0,0
879;879;2020-04-01;VISA;Débito;Básico Nacional;8389226;4609968;82011195;5720552144,49;337;57483,59
880;880;2016-04-01;Elo;Crédito;Básico Nacional;5417841;2023379;22416204;1515454778,91;163;17122,14
881;881;2023-07-01;MasterCard;Débito;Intermediário;81637684;57502803;1016756822;50225504132,01;41532;8760832,95
882;882;2017-01-01;MasterCard;Pré-Pago;Básico Nacional;7194;3180;98308;4256638,32;0;0,0
883;883;2024-04-01;VISA;Débito;Básico Nacional;14230390;7877477;221061893;14010551805,71;4869;538877,1
884;884;2019-01-01;Elo;Débito;Empresarial;506238;221868;4804487;580171127,18;0;0,0
885;885;2020-07-01;MasterCard;Pré-Pago;Corporativo;9855;1625;139843;9855211,52;683;620506,69
886;886;2014-10-01;VISA;Débito;Básico Internacional;128060724;37706414;588832291;37742063515,21;152328;20577776,83
887;887;2016-07-01;MasterCard;Débito;Básico Nacional;1625085;656208;12038171;757961592,26;25;5967,47
888;888;2024-01-01;Outras;Crédito;Outros;1004105;183709;888598;61066746,26;0;0,0
889;889;2020-10-01;MasterCard;Crédito;Empresarial;2478305;1655527;22526069;6011373149,12;309808;222116027,05
890;890;2023-01-01;MasterCard;Débito;Corporativo;258;163;93750;9125281,5;8;1696,84
891;891;2016-01-01;VISA;Débito;Platinum;1656652;1024820;28304172;2347354011,7;2895;561882,29
892;892;2019-07-01;MasterCard;Débito;Premium;216544;115163;2105205;200626749,4;3888;1679800,29
893;893;2021-10-01;VISA;Crédito;Básico Internacional;29351971;15433911;275430264;28789280881,4;699938;138742955,35
894;894;2022-07-01;VISA;Crédito;Outros;11622126;3117982;40913517;4527693600,5;132425;80380165,77
895;895;2016-10-01;VISA;Débito;Empresarial;1046254;527552;11757506;1498626860,09;85;20157,5
896;896;2011-10-01;VISA;Crédito;Platinum;3831287;2455290;82331539;9662748951,6;3043271;817747429,38
897;897;2024-04-01;MasterCard;Pré-Pago;Platinum;9587399;4330983;143992667;6623843360,11;0;0,0
898;898;2018-10-01;VISA;Crédito;Básico Nacional;26233862;12082905;167912240;14169748928,96;204418;16933631,18
899;899;2014-07-01;American Express;Crédito;Intermediário;1750148;971740;21532415;2039414002,03;800551;188915942,4
900;900;2017-01-01;VISA;Débito;Intermediário;1186837;748862;20394039;1577853657,02;597;89292,06
901;901;2013-07-01;MasterCard;Crédito;Premium;372233;258019;13004564;2418353863,9;900293;399423838,53
902;902;2018-07-01;MasterCard;Crédito;Básico Internacional;17643736;11569320;215535870;20611231129,4;1548668;252507346,25
903;903;2021-01-01;MasterCard;Débito;Básico Nacional;2981393;1426987;9891584;1051872351,23;6;7496,27
904;904;2018-01-01;Bandeira própria;Crédito;Outros;645743;193502;2016816;193162546,69;0;0,0
905;905;2021-07-01;VISA;Débito;Empresarial;1595215;651353;21125349;2760059540,76;1686;538302,17
906;906;2024-04-01;Bandeira própria;Crédito;Outros;16387717;4339621;17130774;1635496579,37;0;0,0
907;907;2020-10-01;American Express;Crédito;Básico Nacional;73856;46492;831753;114690224,39;3757;1232266,99
908;908;2020-01-01;American Express;Crédito;Platinum;466359;349194;11899109;2847010171,46;622335;481222525,58
909;909;2019-10-01;MasterCard;Débito;Básico Nacional;952855;490000;13099190;895963721,33;43;13370,71
910;910;2014-01-01;Hipercard;Crédito;Básico Nacional;7664995;4580396;50197862;6042060290,77;0;0,0
911;911;2021-07-01;MasterCard;Pré-Pago;Platinum;3710318;2140982;49109754;2423674242,24;0;0,0
912;912;2021-04-01;Elo;Crédito;Básico Nacional;4086820;2365122;60428277;6056348884,3;18494;5591575,13
913;913;2020-01-01;VISA;Pré-Pago;Platinum;17000;259;0;0,0;4629;1664394,35
914;914;2020-04-01;Hipercard;Crédito;Intermediário;3058865;2844010;38280186;5759117575,19;34;3746,23
915;915;2018-10-01;Elo;Débito;Básico Nacional;11249524;5082505;107817447;6730965794,14;0;0,0
916;916;2013-01-01;VISA;Débito;Intermediário;1435616;794504;15291110;1101061800,08;3;457,3
917;917;2013-01-01;VISA;Crédito;Intermediário;7934378;5247861;106879675;13368450749,71;3824567;775345573,37
918;918;2023-07-01;MasterCard;Pré-Pago;Básico Internacional;6752550;671984;5021903;313546908,1;54373;2749926,29
919;919;2018-07-01;VISA;Crédito;Corporativo;520119;270667;4868185;1269931660,83;345515;194514883,67
920;920;2021-10-01;Elo;Pré-Pago;Intermediário;5273377;214250;515026;61135176,12;0;0,0
921;921;2022-07-01;Elo;Pré-Pago;Intermediário;9397312;142045;703964;32737249,4;0;0,0
922;922;2023-10-01;MasterCard;Débito;Básico Internacional;40760833;12899883;525559221;35135490932,4;63179;15711000,59
923;923;2013-07-01;Diners Club;Crédito;Intermediário;366768;324566;4139440;696790212,13;85485;32486693,34
924;924;2021-07-01;Elo;Crédito;Básico Internacional;5943704;2902551;47616979;6922401369,36;31296;13460458,64
925;925;2013-01-01;Cheque Eletrônico;Débito;Outros;2602730;651462;13482;2358868,41;0;0,0
926;926;2013-10-01;American Express;Crédito;Corporativo;167171;87916;2338148;1452268157,35;239994;162485995,2
927;927;2015-04-01;VISA;Débito;Empresarial;1492469;661258;11590359;1410126623,56;173;20383,79
928;928;2023-04-01;Elo;Pré-Pago;Intermediário;13553667;212438;1136631;48856372,65;0;0,0
929;929;2011-10-01;MasterCard;Débito;Básico Nacional;2096562;754436;10386258;583961401,15;226;44290,44
930;930;2014-04-01;VISA;Crédito;Básico Internacional;20246467;10354234;164812924;14000767822,44;4447215;388139395,0
931;931;2020-10-01;MasterCard;Crédito;Básico Internacional;25753014;10081517;164840993;16545050496,92;531617;112485308,91
932;932;2021-10-01;MasterCard;Débito;Platinum;833704;352618;10479294;946109822,97;4556;2869441,33
933;933;2013-07-01;VISA;Crédito;Básico Nacional;30809566;16111928;170159607;13504087440,79;228847;11177544,64
934;934;2022-01-01;MasterCard;Pré-Pago;Outros;17748452;2936209;30640290;1657495726,37;144075;27498651,3
935;935;2021-04-01;MasterCard;Pré-Pago;Intermediário;20019327;11552438;305537992;11658628737,27;0;0,0
936;936;2020-01-01;Elo;Crédito;Platinum;51089;41479;1262343;174345683,68;3733;943326,41
937;937;2015-01-01;MasterCard;Débito;Intermediário;739724;311154;6390672;476045672,65;2724;714379,43
938;938;2017-07-01;Outras;Débito;Outros;3244314;1481530;32846318;2766729510,37;0;0,0
939;939;2012-10-01;VISA;Crédito;Corporativo;510174;236598;4028757;1453853708,88;219432;110187155,13
940;940;2023-04-01;MasterCard;Crédito;Básico Nacional;29318460;5034255;82554841;9281068625,39;85422;5704586,11
941;941;2016-01-01;MasterCard;Crédito;Empresarial;906404;468357;7564176;1785828717,85;230494;116541292,0
942;942;2013-01-01;MasterCard;Crédito;Premium;338101;226550;10415617;1920163463,11;796129;356614501,68
943;943;2013-10-01;Hipercard;Crédito;Básico Nacional;7598124;4800193;56048838;6888009452,85;0;0,0
944;944;2018-01-01;MasterCard;Crédito;Básico Nacional;31344107;12585450;170770602;17000798818,17;30647;1630893,74
945;945;2012-01-01;MasterCard;Débito;Intermediário;884980;402796;6483831;430409502,43;4065;872719,03
946;946;2022-01-01;MasterCard;Pré-Pago;Empresarial;886509;330717;11932510;729179122,73;0;0,0
947;947;2015-10-01;VISA;Débito;Básico Nacional;7446984;3537596;66984964;4403298097,95;0;0,0
948;948;2020-04-01;MasterCard;Débito;Intermediário;45827913;30303695;415645991;25853062912,71;9590;1968352,24
949;949;2021-01-01;MasterCard;Crédito;Empresarial;2786419;1776917;23048797;5961030830,71;323763;210920820,29
950;950;2021-04-01;Elo;Crédito;Básico Internacional;5452488;2792508;43230972;5996802494,04;27720;12089025,99
951;951;2018-04-01;Elo;Débito;Empresarial;406569;168222;3506654;428582314,84;0;0,0
952;952;2014-04-01;American Express;Crédito;Platinum;624794;376415;12102625;1937326825,88;992869;450032958,76
953;953;2014-04-01;MasterCard;Débito;Empresarial;479412;115226;1717770;223074138,06;480;196673,57
954;954;2011-10-01;Elo;Crédito;Básico Nacional;344654;69781;388099;22306989,25;0;0,0
955;955;2024-04-01;Elo;Crédito;Empresarial;525980;341125;7914035;3031770281,37;16144;10293631,67
956;956;2014-10-01;Diners Club;Crédito;Intermediário;318471;272987;4341463;747278301,45;93821;38216369,78
957;957;2019-04-01;Bandeira própria;Crédito;Outros;7383984;4645071;10746204;1675567121,59;12;227,16
958;958;2015-10-01;MasterCard;Crédito;Básico Internacional;15888449;10169565;155130643;15914719506,04;1616284;166671040,4
959;959;2012-04-01;VISA;Débito;Básico Internacional;136250391;36073234;439793206;24369927452,54;212886;24745535,29
960;960;2019-04-01;VISA;Pré-Pago;Básico Nacional;1769505;218917;999929;687789800,26;16;1638,75
961;961;2021-10-01;MasterCard;Pré-Pago;Básico Internacional;1102;734;559;24249,36;0;0,0
962;962;2017-07-01;Hipercard;Crédito;Básico Nacional;5227050;3603381;55739118;7082686584,65;0;0,0
963;963;2020-04-01;VISA;Débito;Outros;208;87;1846;92245,21;0;0,0
964;964;2014-01-01;Bandeira própria;Crédito;Outros;714394;174377;1182699;109769407,89;0;0,0
965;965;2013-04-01;Elo;Crédito;Básico Nacional;2797700;715980;6001379;301085418,02;0;0,0
966;966;2015-07-01;MasterCard;Débito;Básico Internacional;109779649;36318229;603615112;35498072957,49;127999;31715130,04
967;967;2022-07-01;Elo;Crédito;Intermediário;4238510;1446637;22069680;2601998906,01;5602;793537,68
968;968;2011-07-01;Elo;Débito;Básico Nacional;27771;0;20726;1013803,77;0;0,0
969;969;2016-01-01;VISA;Crédito;Empresarial;1707601;863849;12870870;3795996269,92;453714;192834739,34
