;Unnamed: 0;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais
0;0;2011-04-01;Diners Club;Crédito;Intermediário;434351;309953;4218564;671770266,1;156925;41586955,37
1;1;2017-04-01;MasterCard;Débito;Premium;196991;116111;1869601;181622759,48;3204;1593307,54
2;2;2012-04-01;MasterCard;Débito;Premium;146656;74267;658477;57929494,87;7305;2316676,64
3;3;2021-01-01;MasterCard;Débito;Básico Internacional;83088117;21554284;567370086;39064611985,99;27511;9502222,14
4;4;2021-01-01;MasterCard;Crédito;Premium;2197074;1785104;107175156;21107092218,04;1234605;631224037,1
5;5;2015-10-01;Elo;Crédito;Empresarial;306071;98958;991979;476517461,49;0;0,0
6;6;2014-01-01;Elo;Crédito;Empresarial;10564;4076;16922;19078899,3;0;0,0
7;7;2021-07-01;MasterCard;Débito;Platinum;864416;385714;9028660;816062254,61;1730;761974,94
8;8;2016-01-01;Elo;Débito;Outros;39676261;13569281;133566608;7527158555,6;0;0,0
9;9;2023-07-01;Elo;Débito;Empresarial;989166;394867;9191895;1227528692,45;0;0,0
10;10;2019-01-01;MasterCard;Débito;Premium;211226;115589;1931664;186615895,98;5099;2129487,09
11;11;2018-04-01;MasterCard;Débito;Premium;204756;116143;1947513;188355502,86;4302;1817118,7
12;12;2020-04-01;MasterCard;Crédito;Empresarial;2012146;1461916;15100296;3788427501,75;264777;172009818,53
13;13;2024-01-01;Elo;Pré-Pago;Premium;6726;0;978;81617,26;0;0,0
14;14;2021-10-01;Bandeira própria;Pré-Pago;Outros;591217;246442;502900338;895538643,09;0;0,0
15;15;2021-04-01;MasterCard;Crédito;Outros;17649299;5982166;72472050;7428326531,97;103424;14094559,49
16;16;2015-10-01;VISA;Crédito;Premium;660876;492751;33837057;5769788455,58;1138548;451666380,99
17;17;2019-01-01;VISA;Crédito;Platinum;5152635;3788951;179935751;22879997226,87;3331944;1024731079,43
18;18;2014-10-01;Outras;Crédito;Básico Nacional;1305116;304883;118144;82424785,57;0;0,0
19;19;2014-07-01;MasterCard;Débito;Básico Internacional;121501342;38426735;568540737;33444199947,53;175796;40356844,38
20;20;2013-10-01;Elo;Crédito;Básico Nacional;3698272;1150141;9230085;499945030,55;50;1509,13
21;21;2012-07-01;Outras;Crédito;Outros;2159468;164928;489033;70278893,95;5;372,41
22;22;2011-04-01;Outras;Crédito;Outros;2779349;534015;1840032;177824734,4;1420;87745,16
23;23;2022-07-01;MasterCard;Crédito;Corporativo;166240;103685;4327659;2231853629,57;242147;253636834,65
24;24;2015-07-01;American Express;Crédito;Empresarial;97065;29729;924110;219464164,78;34038;24572981,4
25;25;2020-01-01;VISA;Pré-Pago;Empresarial;1418;1082;18586;1585466,24;0;0,0
26;26;2011-10-01;VISA;Crédito;Corporativo;491084;238525;3254579;1431979785,64;171919;85837615,1
27;27;2023-10-01;MasterCard;Débito;Empresarial;1840152;431006;15493534;1033834993,12;26;22958,43
28;28;2024-01-01;Outras;Crédito;Básico Internacional;85387;72412;29448;14139619,5;0;0,0
29;29;2023-01-01;American Express;Crédito;Corporativo;68432;49995;1165487;1023587778,22;83905;134122134,34
30;30;2020-04-01;Elo;Débito;Empresarial;711850;301075;4930991;643004234,76;0;0,0
31;31;2023-04-01;VISA;Crédito;Intermediário;30269172;18566843;417828581;48914061616,01;1274354;285108014,16
32;32;2021-01-01;MasterCard;Crédito;Platinum;10973927;9053834;289236263;35818913397,89;1736575;417692086,75
33;33;2013-04-01;MasterCard;Débito;Premium;185099;90598;989807;91465183,4;12225;4299406,61
34;34;2018-04-01;Elo;Crédito;Básico Internacional;1292390;503812;8362809;902664510,76;38851;15463712,78
35;35;2016-10-01;VISA;Pré-Pago;Outros;84262;84262;22805;1606826,0;5154;15162,9
36;36;2018-07-01;VISA;Débito;Básico Internacional;112491221;29984098;571613876;37191883186,49;115938;11592033,7
37;37;2015-10-01;VISA;Débito;Premium;306890;172913;4293769;462183645,41;468;118853,55
38;38;2013-10-01;VISA;Crédito;Básico Internacional;18649001;9387310;159228178;14947405873,13;4359396;412498802,21
39;39;2020-07-01;Outras;Débito;Outros;3483227;1879278;37663683;3514335509,79;0;0,0
40;40;2011-04-01;VISA;Débito;Platinum;1192263;717039;14354232;1168897035,94;11;480,51
41;41;2019-04-01;VISA;Débito;Intermediário;1365888;844588;26055528;1870863762,38;408;59558,68
42;42;2020-04-01;Elo;Débito;Corporativo;1889;1;1;170,5;0;0,0
43;43;2016-01-01;VISA;Crédito;Básico Nacional;29002039;15105110;158829599;13664890774,69;264055;12668478,71
44;44;2018-01-01;Elo;Pré-Pago;Outros;1337875;947924;7257605;331935381,64;0;0,0
45;45;2016-04-01;Outras;Crédito;Outros;792712;214935;2776191;452822477,96;0;0,0
46;46;2020-07-01;MasterCard;Crédito;Básico Internacional;20760226;9960896;136653105;13406797809,86;510394;99819832,99
47;47;2022-10-01;MasterCard;Crédito;Empresarial;5278900;2576262;38238177;11525331705,83;540610;364269515,25
48;48;2023-04-01;MasterCard;Débito;Básico Nacional;9474150;3352841;76682580;5459519111,92;44;13061,04
49;49;2023-07-01;Elo;Pré-Pago;Básico Internacional;43568008;5724418;24653259;1336943463,28;3240;657549,79
50;50;2014-10-01;MasterCard;Crédito;Premium;505405;352026;18725155;3652446305,09;1241811;560191975,5
51;51;2018-07-01;Bandeira própria;Pré-Pago;Outros;222334;43415;55164;1658675,48;39613;1256954,03
52;52;2021-07-01;MasterCard;Crédito;Intermediário;81083744;53017861;984423832;96736955755,98;3629464;478066054,7
53;53;2013-10-01;American Express;Crédito;Intermediário;1857287;1102284;20618242;2001819722,8;844494;207305877,07
54;54;2013-04-01;MasterCard;Crédito;Intermediário;8558139;5121329;92139727;11454963039,7;3078994;533954533,23
55;55;2023-04-01;MasterCard;Débito;Empresarial;1734814;428364;14619835;974851189,78;37;28001,68
56;56;2018-10-01;Bandeira própria;Crédito;Outros;4370634;2414199;5848505;688647217,3;5;380,64
57;57;2011-01-01;Hipercard;Crédito;Básico Nacional;9311270;5234955;49117684;4968425481,61;0;0,0
58;58;2014-10-01;VISA;Débito;Básico Nacional;8071498;3699012;67270450;4344401799,45;0;0,0
59;59;2022-07-01;MasterCard;Crédito;Intermediário;104214886;66217870;1249278675;120347163284,55;5165492;737499221,32
60;60;2014-07-01;Cheque Eletrônico;Débito;Outros;576993;422077;2348;1230492,44;0;0,0
61;61;2023-04-01;VISA;Crédito;Platinum;9867175;7132484;305986202;45717181800,7;2521436;929165394,54
62;62;2011-04-01;American Express;Crédito;Outros;15716;6166;144455;13189906,88;6155;1319431,53
63;63;2012-10-01;VISA;Crédito;Platinum;4418743;2964156;106849930;13960570902,65;4048139;986245985,44
64;64;2011-07-01;American Express;Crédito;Empresarial;92572;4431;52101;9098858,45;2382;1041040,25
65;65;2019-07-01;Elo;Débito;Outros;63499660;28883411;417426430;23130709579,62;0;0,0
66;66;2016-10-01;Elo;Débito;Outros;49267749;16533921;187513730;11232998174,82;0;0,0
67;67;2022-01-01;VISA;Débito;Platinum;1811479;1070345;38507949;3587414332,41;528;110605,25
68;68;2022-10-01;MasterCard;Crédito;Premium;4211446;3491300;239911239;49301853908,72;4858925;2703401003,77
69;69;2022-04-01;VISA;Débito;Outros;937;132;10398;609159,38;0;0,0
70;70;2018-07-01;Elo;Crédito;Corporativo;23629;14353;21198;123991479,49;186;96491,14
71;71;2023-04-01;Bandeira própria;Crédito;Outros;13219439;3129080;9045979;1406358605,8;0;0,0
72;72;2021-10-01;MasterCard;Débito;Corporativo;3449;2273;90696;8357473,59;2;18,1
73;73;2021-10-01;MasterCard;Crédito;Empresarial;4395443;2400889;36611562;9321778754,22;420432;283326868,6
74;74;2018-10-01;VISA;Crédito;Intermediário;6989009;5198613;167408848;20421902707,59;2139072;574363239,83
75;75;2012-10-01;Hipercard;Crédito;Básico Nacional;7934944;4930552;52519930;6067276624,78;0;0,0
76;76;2011-07-01;Hipercard;Crédito;Básico Nacional;8637264;5214912;51822202;5461543282,79;0;0,0
77;77;2022-04-01;MasterCard;Crédito;Básico Internacional;69606309;23731876;265637394;25232099520,54;762415;164828553,47
78;78;2015-10-01;Elo;Crédito;Corporativo;14845;8503;6344;112877244,32;0;0,0
79;79;2015-01-01;VISA;Débito;Intermediário;1430668;816015;18591954;1414386591,96;4;1072,31
80;80;2019-10-01;MasterCard;Débito;Platinum;773058;414752;10817455;890985189,96;3479;1172795,63
81;81;2011-07-01;VISA;Débito;Básico Internacional;132862441;44673160;417822821;22453493304,84;210175;21746073,96
82;82;2018-10-01;Elo;Pré-Pago;Outros;1845218;1406027;9870831;524253252,96;85;1242,07
83;83;2019-07-01;VISA;Débito;Intermediário;1506131;883473;28879088;2089414396,42;488;65649,81
84;84;2020-07-01;Elo;Crédito;Intermediário;2986762;1655127;26125677;2762616367,02;15949;1998199,18
85;85;2017-04-01;MasterCard;Crédito;Básico Internacional;15514432;10367372;168935297;16002923888,77;2071643;211296646,78
86;86;2013-04-01;VISA;Crédito;Intermediário;8006272;5244716;116849332;14425948113,73;4154991;819557485,0
87;87;2019-04-01;VISA;Crédito;Intermediário;7135206;5194476;167612859;19379053809,34;2099537;560593693,93
88;88;2021-07-01;Bandeira própria;Débito;Outros;1177660;504518;4951051;361757453,37;0;0,0
89;89;2023-04-01;VISA;Débito;Básico Internacional;79081987;21886403;590318200;38906543177,25;23938;4956276,28
90;90;2020-01-01;VISA;Débito;Básico Nacional;8995690;4317923;101426025;6416265835,13;1374;179708,52
91;91;2016-10-01;MasterCard;Crédito;Intermediário;11121397;7478416;166732262;19639552533,03;2785001;491009671,3
92;92;2017-01-01;VISA;Crédito;Básico Nacional;25663276;13338027;150079970;13020464056,96;343481;15018336,25
93;93;2017-04-01;Diners Club;Crédito;Intermediário;197589;179847;3383983;543217943,55;46943;16093829,13
94;94;2022-07-01;VISA;Crédito;Intermediário;31279964;21301976;432348150;50514296811,67;1351818;315422675,04
95;95;2015-01-01;VISA;Crédito;Corporativo;547772;252662;3461026;1159032411,38;244349;134634810,26
96;96;2018-04-01;MasterCard;Crédito;Básico Nacional;31387297;12365676;175964530;17655364949,63;24505;1647353,64
97;97;2012-10-01;Elo;Débito;Básico Nacional;1847721;231772;1627092;85252338,34;0;0,0
98;98;2012-04-01;MasterCard;Crédito;Empresarial;867163;335027;5105088;1273167143,29;190861;86468442,41
99;99;2015-01-01;VISA;Crédito;Básico Nacional;26006370;13343578;161277296;13460079324,9;265001;12359625,06
100;100;2014-04-01;MasterCard;Débito;Básico Nacional;2277841;760185;11777630;712123275,83;79;21057,86
101;101;2021-04-01;Hipercard;Crédito;Intermediário;5872;2111;23978;2112291,57;1;0,01
102;102;2021-07-01;Elo;Pré-Pago;Básico Internacional;5363945;3442802;25606086;1136461652,18;373;78017,62
103;103;2015-07-01;MasterCard;Débito;Intermediário;738371;310528;6558197;479235474,33;2265;581300,19
104;104;2021-04-01;Elo;Débito;Empresarial;903058;371062;7897364;1091779471,58;0;0,0
105;105;2020-01-01;Hipercard;Crédito;Intermediário;3801973;3590838;52866044;7357021813,02;14;487,33
106;106;2013-10-01;MasterCard;Crédito;Corporativo;59484;30186;1033877;414285308,83;60574;35943413,9
107;107;2011-07-01;VISA;Crédito;Platinum;3580092;2246116;77953331;9767486503,73;3534358;728222543,25
108;108;2013-01-01;MasterCard;Débito;Básico Nacional;2644140;741147;9888731;572513691,92;62;15291,1
109;109;2015-01-01;Outras;Débito;Outros;3436013;1350517;29529821;2080448750,61;0;0,0
110;110;2020-10-01;MasterCard;Débito;Básico Nacional;708846;419067;11533560;925802913,94;5;5855,61
111;111;2017-07-01;MasterCard;Crédito;Corporativo;89672;53810;1805167;663351567,19;120050;59277299,93
112;112;2022-07-01;MasterCard;Pré-Pago;Outros;19545879;2746560;33798298;1931888910,9;157943;34497864,03
113;113;2014-07-01;MasterCard;Débito;Intermediário;781897;342312;6591501;472634626,0;3462;940375,16
114;114;2013-07-01;VISA;Crédito;Corporativo;517313;243624;4095940;1494229450,05;227349;116754035,53
115;115;2014-04-01;Hipercard;Crédito;Básico Nacional;7724238;4614490;53329059;6369494028,37;0;0,0
116;116;2021-10-01;Elo;Crédito;Premium;55627;48417;1855029;380397598,82;3488;2165094,26
117;117;2020-07-01;VISA;Pré-Pago;Corporativo;668034;130895;2205680;188057717,3;536527;100501072,23
118;118;2022-01-01;VISA;Débito;Básico Nacional;12308499;6658638;171524153;11533429361,03;1272;175816,0
119;119;2016-10-01;MasterCard;Crédito;Outros;8809395;3641636;46948297;4609905909,09;29261;3662142,93
120;120;2024-01-01;VISA;Pré-Pago;Básico Internacional;38737541;14646677;170359011;7533159116,17;1492931;260100187,67
121;121;2022-04-01;Elo;Crédito;Outros;4331414;2047821;41280337;5727056511,64;58237;32386751,14
122;122;2012-10-01;MasterCard;Crédito;Empresarial;872988;394929;5583366;1491024900,96;213956;89331892,39
123;123;2014-07-01;American Express;Crédito;Platinum;626116;375383;12782637;1977287008,34;1016634;454898189,51
124;124;2018-01-01;VISA;Débito;Empresarial;972468;472389;10458649;1308959934,26;86;21479,46
125;125;2023-07-01;MasterCard;Crédito;Básico Internacional;96321835;29883768;323688703;32109537878,42;712230;109379911,32
126;126;2023-07-01;Elo;Crédito;Outros;320018;252300;13752387;3009042146,44;37596;21020737,73
127;127;2017-01-01;VISA;Crédito;Corporativo;438091;247285;3744176;1044517291,25;221802;120205258,27
128;128;2019-07-01;MasterCard;Pré-Pago;Platinum;396140;126531;1618904;86701091,95;169374;31349758,64
129;129;2021-01-01;VISA;Pré-Pago;Corporativo;792538;114591;2696424;251703294,49;117899;28573484,48
130;130;2022-04-01;MasterCard;Crédito;Básico Nacional;22619563;5141985;66117755;6502278082,28;12047;1293342,62
131;131;2022-10-01;VISA;Pré-Pago;Outros;27502758;8186257;131600855;6237689825,17;122923;23863031,8
132;132;2015-07-01;Elo;Crédito;Básico Nacional;5193037;1876078;14939721;899147900,83;5;5537,05
133;133;2017-10-01;MasterCard;Crédito;Empresarial;1190993;831943;11202660;2464631821,04;331314;143344860,53
134;134;2014-07-01;VISA;Débito;Básico Nacional;8488012;3846352;58033906;3559748761,89;0;0,0
135;135;2015-07-01;MasterCard;Débito;Básico Nacional;1972697;721894;12074794;740938026,71;44;9195,17
136;136;2013-07-01;VISA;Débito;Intermediário;1395395;809347;17388302;1234399492,83;0;0,0
137;137;2018-04-01;VISA;Débito;Básico Internacional;114375455;30084932;555342124;35190660474,23;123377;11298305,77
138;138;2017-10-01;Elo;Crédito;Empresarial;439567;168646;2777611;599267425,93;0;0,0
139;139;2020-04-01;American Express;Crédito;Empresarial;22514;17118;354436;152942559,26;1429;1381116,84
140;140;2015-07-01;MasterCard;Débito;Premium;223827;116420;1598236;156951620,98;9137;4223888,61
141;141;2020-04-01;VISA;Pré-Pago;Platinum;17407;220;0;0,0;3203;1204275,01
142;142;2016-07-01;American Express;Crédito;Outros;16;0;328;10245,35;0;0,0
143;143;2019-10-01;VISA;Débito;Premium;498513;267186;7974180;797202241,32;442;110867,77
144;144;2018-10-01;VISA;Débito;Platinum;1724154;1134094;43080218;3628520205,82;1518;268203,63
145;145;2022-04-01;American Express;Crédito;Empresarial;22356;16630;541499;375699756,32;26112;36940853,85
146;146;2021-01-01;MasterCard;Pré-Pago;Empresarial;207001;89690;2131752;139957666,27;0;0,0
147;147;2017-01-01;MasterCard;Débito;Empresarial;284731;87061;1528116;196005036,72;329;219435,96
148;148;2021-10-01;VISA;Débito;Empresarial;1498017;565451;22049316;2933822128,09;1841;550268,05
149;149;2015-04-01;Outras;Débito;Outros;3397104;1358393;27099931;2726617023,58;0;0,0
150;150;2015-04-01;VISA;Crédito;Platinum;5417648;3759459;134520687;17689453603,06;4235656;1027956305,48
151;151;2018-10-01;MasterCard;Pré-Pago;Intermediário;1367;717;6103;275101,91;0;0,0
152;152;2018-04-01;MasterCard;Crédito;Básico Internacional;17230931;11216105;205888912;19378591043,04;1578344;249917915,64
153;153;2011-07-01;Diners Club;Crédito;Empresarial;1166;761;12494;3367547,42;577;291323,35
154;154;2024-04-01;MasterCard;Crédito;Intermediário;136396502;71611177;1359884386;130114699989,98;6366050;837423221,98
155;155;2024-01-01;VISA;Pré-Pago;Intermediário;4833;84;501;19699,31;0;0,0
156;156;2023-07-01;VISA;Débito;Básico Internacional;149774209;39204787;966211748;62164619277,38;27422;5488295,19
157;157;2011-07-01;MasterCard;Débito;Empresarial;483206;131067;1529569;172689459,26;891;334243,34
158;158;2018-01-01;MasterCard;Crédito;Básico Internacional;16614675;10775152;191274816;18264958032,31;1695844;241623366,0
159;159;2013-07-01;VISA;Débito;Premium;239074;133361;2662931;257277763,75;3;294,87
160;160;2013-04-01;MasterCard;Débito;Intermediário;862092;373399;6563195;447935900,07;4278;1087290,63
161;161;2013-10-01;Bandeira própria;Débito;Outros;1548973;352785;2159684;147338111,9;0;0,0
162;162;2017-01-01;VISA;Pré-Pago;Básico Nacional;1218566;136098;199472;263006002,41;0;0,0
163;163;2011-04-01;MasterCard;Crédito;Intermediário;5380852;3520001;59293565;7238967130,15;2157546;391242550,78
164;164;2013-01-01;MasterCard;Crédito;Intermediário;8210866;4948958;83097696;10432838097,05;2736932;490009224,16
165;165;2022-04-01;Hipercard;Crédito;Empresarial;1576;965;6457;2975184,62;1;0,01
166;166;2023-10-01;MasterCard;Crédito;Premium;6316326;4656019;369271968;73488763442,06;7024773;3659413290,21
167;167;2020-04-01;American Express;Crédito;Premium;418694;259285;7428240;1764406457,41;32278;27559695,49
168;168;2016-04-01;VISA;Débito;Outros;87096;87096;99003;6985004,45;3;250,38
169;169;2018-01-01;MasterCard;Pré-Pago;Corporativo;3543;1775;40936;3548366,32;10894;1752576,48
170;170;2012-04-01;MasterCard;Crédito;Platinum;3398343;2028302;51477924;6996354684,1;2354621;570457051,74
171;171;2021-10-01;MasterCard;Crédito;Premium;2845637;2332933;152873088;32736527026,97;2478042;1444520853,36
172;172;2022-04-01;Bandeira própria;Débito;Básico Nacional;28189;1611;39617;5789783,22;0;0,0
173;173;2011-01-01;VISA;Débito;Básico Nacional;10560174;3567630;40887172;2255105714,59;0;0,0
174;174;2013-07-01;Bandeira própria;Débito;Outros;1524754;345261;1803273;111236205,3;0;0,0
175;175;2015-07-01;Elo;Débito;Básico Nacional;5473224;1578729;14884118;822505041,01;0;0,0
176;176;2016-04-01;MasterCard;Crédito;Premium;628484;472702;27217038;5277632395,35;1341869;582733077,9
177;177;2018-07-01;Elo;Débito;Corporativo;1074;2;2;15,0;0;0,0
178;178;2021-10-01;Hipercard;Crédito;Empresarial;1672;1037;8996;4142592,28;1;0,01
179;179;2018-07-01;American Express;Crédito;Platinum;499776;405012;3819761;729947728,73;168902;99042805,36
180;180;2016-07-01;VISA;Crédito;Intermediário;7770186;4816220;130206163;15659795174,44;2834164;548560203,54
181;181;2024-01-01;Elo;Crédito;Premium;251548;181777;8472346;1722477227,12;26838;12507225,19
182;182;2017-10-01;MasterCard;Crédito;Básico Internacional;16180917;10604613;191410011;18811489870,55;2428959;247630221,97
183;183;2018-01-01;VISA;Crédito;Básico Nacional;22306347;10713804;142083386;11584977324,04;232826;14560801,6
184;184;2021-10-01;MasterCard;Pré-Pago;Básico Nacional;306053;199118;1059240;138683534,16;6874;708635,99
185;185;2016-01-01;MasterCard;Débito;Básico Internacional;111250572;36281091;646177707;38974131333,87;97621;24240787,51
186;186;2012-01-01;MasterCard;Crédito;Empresarial;840447;325778;4684611;1130671687,65;167770;70651935,77
187;187;2018-07-01;Elo;Crédito;Básico Internacional;1432198;599648;10197908;1123483845,04;48604;17249261,76
188;188;2021-04-01;Hipercard;Crédito;Platinum;2613837;2452330;39150115;6181184729,1;1;0,01
189;189;2020-01-01;VISA;Pré-Pago;Corporativo;564877;156470;1975306;150422308,76;1241992;201407360,63
190;190;2014-01-01;MasterCard;Débito;Básico Internacional;117480733;35644597;534208324;31506610672,79;169422;41638805,95
191;191;2019-04-01;VISA;Crédito;Platinum;5134612;3766765;189599589;23317204460,12;3326860;1013933532,49
192;192;2018-07-01;Bandeira própria;Débito;Outros;1316719;384708;3963288;535713935,68;0;0,0
193;193;2018-04-01;Elo;Crédito;Básico Nacional;4925746;2262128;40251412;3133370171,47;33761;9918786,5
194;194;2023-01-01;Bandeira própria;Crédito;Intermediário;120007;34582;2515721;706837041,9;0;0,0
195;195;2018-04-01;MasterCard;Débito;Básico Internacional;108277544;39148325;858274189;49909794805,22;130786;28340603,62
196;196;2017-10-01;VISA;Crédito;Corporativo;512408;262246;4849601;1227969871,64;383157;195551777,09
197;197;2017-07-01;Elo;Débito;Básico Internacional;22015354;5916707;130418844;6903165902,38;0;0,0
198;198;2022-01-01;Elo;Crédito;Empresarial;498299;271923;5747007;1542230049,57;8005;5537453,72
199;199;2016-07-01;VISA;Crédito;Corporativo;467394;254954;4239196;1243754164,53;253119;136654486,75
200;200;2021-04-01;Outras;Crédito;Outros;187406;126360;85987;22968564,9;0;0,0
201;201;2018-10-01;VISA;Débito;Básico Internacional;110678141;29854237;612026373;41642143938,19;102801;11360998,68
202;202;2012-10-01;Bandeira própria;Crédito;Outros;619629;193900;1082019;97103678,95;0;0,0
203;203;2020-01-01;VISA;Débito;Premium;524164;281010;7300175;719876458,38;366;72611,7
204;204;2023-07-01;Elo;Crédito;Platinum;170595;116852;3318766;507000497,68;4784;1096979,06
205;205;2023-10-01;VISA;Pré-Pago;Básico Internacional;37052681;13412291;173114901;7919930410,03;1431313;252153702,97
206;206;2013-07-01;MasterCard;Débito;Empresarial;442882;119088;1677755;202648481,9;570;201614,12
207;207;2013-07-01;American Express;Crédito;Corporativo;160344;86951;2248788;1382676179,91;216560;152025490,03
208;208;2011-10-01;Outras;Crédito;Básico Nacional;424265;154827;33307;15392689,88;0;0,0
209;209;2014-07-01;VISA;Crédito;Corporativo;499675;254714;3760419;1360750542,34;239412;111658115,79
210;210;2021-10-01;American Express;Crédito;Básico Nacional;55548;41603;910289;127548634,54;3604;1159431,58
211;211;2016-10-01;VISA;Crédito;Básico Internacional;15429034;10809926;182946506;17023534191,0;2273341;250332073,75
212;212;2012-10-01;Elo;Crédito;Empresarial;2;1;2;3,5;0;0,0
213;213;2021-01-01;MasterCard;Crédito;Básico Nacional;23859443;6342333;62067867;5751198772,06;33770;2576747,94
214;214;2021-10-01;VISA;Débito;Básico Nacional;12108576;6065784;179932430;12475537831,91;1562;209981,07
215;215;2020-01-01;Elo;Pré-Pago;Básico Nacional;929765;108222;219089;14473083,97;114;6650,04
216;216;2020-01-01;VISA;Pré-Pago;Básico Internacional;9340161;3496091;3958521;335762983,21;2202751;273644610,37
217;217;2023-07-01;American Express;Crédito;Intermediário;346312;263935;8129971;1403697265,67;70120;36829136,78
218;218;2013-04-01;Elo;Débito;Outros;9621606;2888168;17396473;1006091417,95;0;0,0
219;219;2021-04-01;MasterCard;Pré-Pago;Básico Internacional;952;693;52;12988,12;0;0,0
220;220;2024-04-01;VISA;Débito;Outros;91891;91670;1000569;183667956,69;0;0,0
221;221;2018-10-01;Outras;Débito;Básico Nacional;6;6;3880;225100,7;0;0,0
222;222;2013-01-01;MasterCard;Crédito;Platinum;3775651;2229160;56935692;7881525521,9;2608566;607128274,39
223;223;2023-01-01;Elo;Crédito;Empresarial;521515;312278;6710143;1932384873,04;8855;7721703,19
224;224;2014-04-01;Diners Club;Crédito;Empresarial;785;429;4545;973173,56;232;129321,78
225;225;2020-07-01;VISA;Débito;Intermediário;2976940;2081749;43653392;3753722572,02;258;60890,24
226;226;2020-04-01;Bandeira própria;Débito;Outros;1037567;394237;3759586;280297980,54;0;0,0
227;227;2020-07-01;VISA;Pré-Pago;Básico Internacional;13155807;3544187;5158430;421914765,6;914775;129055362,75
228;228;2017-07-01;Diners Club;Crédito;Intermediário;190829;173957;3666781;589247135,94;48200;16561579,48
229;229;2024-04-01;Bandeira própria;Pré-Pago;Outros;2979132;2956291;1141272574;2131642937,44;0;0,0
230;230;2022-10-01;MasterCard;Crédito;Outros;21676336;6013148;89203209;10170582715,16;97485;16971159,33
231;231;2022-07-01;MasterCard;Crédito;Básico Internacional;76968789;24718257;273612238;26221806357,16;794167;173372153,32
232;232;2016-07-01;MasterCard;Crédito;Básico Nacional;32459630;14051716;164035890;15810824051,06;46520;1323183,45
233;233;2014-01-01;MasterCard;Crédito;Platinum;3874250;2322883;75190530;9821421503,52;3080830;698121646,89
234;234;2022-10-01;VISA;Pré-Pago;Básico Nacional;12101551;2927448;45843527;3306680156,24;1234;409942,47
235;235;2012-04-01;MasterCard;Crédito;Básico Nacional;35670703;15609905;144201376;12777276471,23;34251;1482513,19
236;236;2014-10-01;MasterCard;Crédito;Outros;8969488;3863808;41414510;4533410685,7;25286;2334505,51
237;237;2011-04-01;Elo;Crédito;Básico Nacional;73534;26289;39492;2494647,05;0;0,0
238;238;2024-04-01;VISA;Pré-Pago;Corporativo;1806222;172732;4719529;673402600,93;456644;118513904,88
239;239;2016-10-01;MasterCard;Débito;Premium;207121;111251;1862531;194186359,5;4369;2663760,81
240;240;2019-04-01;MasterCard;Pré-Pago;Outros;13436616;3163553;32415058;2360704744,91;323513;48016917,94
241;241;2013-07-01;VISA;Crédito;Premium;520599;366217;23599027;3861798874,17;1225046;449805920,18
242;242;2024-01-01;Bandeira própria;Crédito;Intermediário;141059;31522;2247112;592953727,11;0;0,0
243;243;2022-07-01;Elo;Pré-Pago;Básico Nacional;4400044;14265;74856;2795278,11;0;0,0
244;244;2024-04-01;Bandeira própria;Crédito;Básico Nacional;7417152;1606660;7351407;1127589664,6;0;0,0
245;245;2014-04-01;Outras;Crédito;Outros;1080453;324842;2938147;375169463,84;4;222,0
246;246;2023-01-01;Outras;Débito;Outros;3406135;1743385;41928992;3925126074,23;0;0,0
247;247;2015-10-01;American Express;Crédito;Platinum;577320;357389;13557742;2172582874,45;827472;385303320,82
248;248;2019-07-01;VISA;Pré-Pago;Básico Nacional;1799739;239132;1391552;871599785,72;81;21859,33
249;249;2011-10-01;VISA;Débito;Básico Nacional;8843018;3672252;48279946;2795329607,32;0;0,0
250;250;2018-04-01;VISA;Pré-Pago;Corporativo;158302;149917;468412;108261368,68;318178;155462886,61
251;251;2013-04-01;VISA;Débito;Intermediário;1432766;810656;16447754;1151863840,31;0;0,0
252;252;2017-10-01;VISA;Débito;Básico Nacional;5242699;2885436;65361203;4369715421,22;150;18670,9
253;253;2013-10-01;Cheque Eletrônico;Débito;Básico Nacional;78061;78061;12586;1141105,12;0;0,0
254;254;2023-10-01;Elo;Pré-Pago;Básico Nacional;4428826;3752;24277;1263795,77;12;1006,62
255;255;2024-01-01;Outras;Débito;Empresarial;707;14;1359;244606,43;0;0,0
256;256;2022-04-01;VISA;Crédito;Corporativo;539525;313696;5263018;2293266998,97;255585;254486966,35
257;257;2018-07-01;Outras;Crédito;Outros;517281;246163;749355;101626773,94;49;5766,78
258;258;2023-01-01;MasterCard;Pré-Pago;Platinum;6147142;3115249;87490891;4150543309,16;0;0,0
259;259;2013-07-01;MasterCard;Débito;Intermediário;845594;368103;6804497;470623125,02;3989;1017267,1
260;260;2016-04-01;MasterCard;Débito;Básico Nacional;1769084;671325;11861529;739008505,34;16;4530,61
261;261;2015-01-01;VISA;Débito;Básico Nacional;7926442;3749740;60221350;3808038199,18;0;0,0
262;262;2015-07-01;MasterCard;Débito;Empresarial;402597;116038;1782557;233691704,11;386;182933,51
263;263;2015-10-01;American Express;Crédito;Intermediário;1293222;791740;20725549;2050268307,98;525986;140269283,99
264;264;2023-10-01;MasterCard;Débito;Premium;547015;312007;8039604;599690771,11;1384;578042,54
