Indicador;IndicadorDetalhe;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
Balança comercial;Exportações;2009-01-21;2012;218,09;222,37;29,32;161,0;265,0;;0
Balança comercial;Exportações;2009-01-21;2013;221,69;223,5;36,09;166,0;290,0;;0
Balança comercial;Exportações;2009-01-22;2009;175,89;173,5;17,1;147,5;217,9;;0
Balança comercial;Exportações;2009-01-22;2010;190,91;188,15;20,37;150,4;240,53;;0
Balança comercial;Exportações;2009-01-22;2011;205,41;203,3;25,29;160,9;265,0;;0
Balança comercial;Exportações;2009-01-22;2012;216,34;214,9;28,33;161,0;265,0;;0
Balança comercial;Exportações;2009-01-22;2013;221,79;222,75;34,24;166,0;290,0;;0
Balança comercial;Exportações;2009-01-23;2009;175,16;174,0;17,06;147,5;217,9;;0
Balança comercial;Exportações;2009-01-23;2010;190,89;188,3;20,07;150,4;240,53;;0
Balança comercial;Exportações;2009-01-23;2011;205,41;203,3;25,29;160,9;265,0;;0
Balança comercial;Exportações;2009-01-23;2012;216,34;214,9;28,33;161,0;265,0;;0
Balança comercial;Exportações;2009-01-23;2013;221,79;222,75;34,24;166,0;290,0;;0
Balança comercial;Exportações;2009-01-26;2009;175,16;174,5;16,89;147,5;217,9;;0
Balança comercial;Exportações;2009-01-26;2010;190,86;188,4;19,78;150,4;240,53;;0
Balança comercial;Exportações;2009-01-26;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-01-26;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-01-26;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-01-27;2009;175,2;175,0;16,95;147,5;217,9;;0
Balança comercial;Exportações;2009-01-27;2010;190,86;188,4;19,78;150,4;240,53;;0
Balança comercial;Exportações;2009-01-27;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-01-27;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-01-27;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-01-28;2009;174,75;174,0;17,04;147,5;217,9;;0
Balança comercial;Exportações;2009-01-28;2010;190,86;188,4;19,78;150,4;240,53;;0
Balança comercial;Exportações;2009-01-28;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-01-28;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-01-28;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-01-29;2009;174,75;174,0;17,04;147,5;217,9;;0
Balança comercial;Exportações;2009-01-29;2010;190,86;188,4;19,78;150,4;240,53;;0
Balança comercial;Exportações;2009-01-29;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-01-29;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-01-29;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-01-30;2009;174,31;174,0;16,0;147,5;217,9;;0
Balança comercial;Exportações;2009-01-30;2010;190,44;188,4;19,19;150,4;240,53;;0
Balança comercial;Exportações;2009-01-30;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-01-30;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-01-30;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-02-02;2009;174,2;173,75;16,13;147,5;217,9;;0
Balança comercial;Exportações;2009-02-02;2010;190,46;188,3;19,47;150,4;240,53;;0
Balança comercial;Exportações;2009-02-02;2011;205,39;205,0;24,65;160,9;265,0;;0
Balança comercial;Exportações;2009-02-02;2012;216,27;215,0;27,53;161,0;265,0;;0
Balança comercial;Exportações;2009-02-02;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-02-03;2009;174,02;173,5;16,06;147,5;217,9;;0
Balança comercial;Exportações;2009-02-03;2010;190,07;188,4;19,74;150,4;240,53;;0
Balança comercial;Exportações;2009-02-03;2011;206,26;205,4;24,41;160,9;265,0;;0
Balança comercial;Exportações;2009-02-03;2012;217,83;215,0;27,7;161,0;265,0;;0
Balança comercial;Exportações;2009-02-03;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-02-04;2009;173,92;173,5;15,94;147,5;217,9;;0
Balança comercial;Exportações;2009-02-04;2010;190,07;188,4;19,74;150,4;240,53;;0
Balança comercial;Exportações;2009-02-04;2011;206,26;205,4;24,41;160,9;265,0;;0
Balança comercial;Exportações;2009-02-04;2012;217,83;215,0;27,7;161,0;265,0;;0
Balança comercial;Exportações;2009-02-04;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-02-05;2009;173,57;173,25;15,92;147,5;217,9;;0
Balança comercial;Exportações;2009-02-05;2010;189,64;188,15;19,8;150,4;240,53;;0
Balança comercial;Exportações;2009-02-05;2011;206,26;205,4;24,41;160,9;265,0;;0
Balança comercial;Exportações;2009-02-05;2012;217,83;215,0;27,7;161,0;265,0;;0
Balança comercial;Exportações;2009-02-05;2013;221,97;223,38;32,65;166,0;290,0;;0
Balança comercial;Exportações;2009-02-06;2009;172,91;173,0;15,54;147,5;217,9;;0
Balança comercial;Exportações;2009-02-06;2010;189,22;188,15;19,4;150,4;240,53;;0
Balança comercial;Exportações;2009-02-06;2011;205,72;205,4;24,08;160,9;265,0;;0
Balança comercial;Exportações;2009-02-06;2012;217,33;215,0;27,4;161,0;265,0;;0
Balança comercial;Exportações;2009-02-06;2013;221,14;223,38;31,99;166,0;290,0;;0
Balança comercial;Exportações;2009-02-09;2009;172,78;173,0;15,75;142,5;217,9;;0
Balança comercial;Exportações;2009-02-09;2010;187,65;188,0;16,88;145,4;232,0;;0
Balança comercial;Exportações;2009-02-09;2011;206,96;206,54;22,6;155,5;265,0;;0
Balança comercial;Exportações;2009-02-09;2012;221,13;221,5;25,43;166,3;270,0;;0
Balança comercial;Exportações;2009-02-09;2013;230,08;225,5;32,44;177,9;300,0;;0
Balança comercial;Exportações;2009-02-10;2009;171,12;170,0;16,55;141,4;217,9;;0
Balança comercial;Exportações;2009-02-10;2010;184,49;185,35;18,16;145,4;232,0;;0
Balança comercial;Exportações;2009-02-10;2011;205,67;206,54;23,74;155,5;265,0;;0
Balança comercial;Exportações;2009-02-10;2012;219,62;221,5;26,69;166,3;270,0;;0
Balança comercial;Exportações;2009-02-10;2013;227,39;223,38;33,78;177,9;300,0;;0
Balança comercial;Exportações;2009-02-11;2009;170,42;170,0;16,77;141,4;217,9;;0
Balança comercial;Exportações;2009-02-11;2010;183,9;185,0;18,29;145,4;232,0;;0
Balança comercial;Exportações;2009-02-11;2011;203,92;205,8;24,67;155,5;265,0;;0
Balança comercial;Exportações;2009-02-11;2012;216,75;215,0;29,16;159,2;270,0;;0
Balança comercial;Exportações;2009-02-11;2013;222,49;222,75;36,85;163,7;300,0;;0
Balança comercial;Exportações;2009-02-12;2009;167,55;166,55;18,07;114,8;217,9;;0
Balança comercial;Exportações;2009-02-12;2010;183,86;182,5;20,11;145,4;240,53;;0
Balança comercial;Exportações;2009-02-12;2011;202,52;205,0;25,29;155,5;265,0;;0
Balança comercial;Exportações;2009-02-12;2012;214,23;215,0;29,45;159,2;270,0;;0
Balança comercial;Exportações;2009-02-12;2013;222,49;222,75;36,85;163,7;300,0;;0
Balança comercial;Exportações;2009-02-13;2009;166,37;165,44;16,48;114,8;212,0;;0
Balança comercial;Exportações;2009-02-13;2010;183,28;182,5;19,84;145,4;240,53;;0
Balança comercial;Exportações;2009-02-13;2011;202,98;205,0;25,02;155,5;265,0;;0
Balança comercial;Exportações;2009-02-13;2012;216,06;217,5;29,65;159,2;270,0;;0
Balança comercial;Exportações;2009-02-13;2013;225,49;224,0;35,07;163,7;300,0;;0
Balança comercial;Exportações;2009-02-16;2009;164,76;165,0;14,92;114,8;198,0;;0
Balança comercial;Exportações;2009-02-16;2010;183,33;183,35;20,14;145,4;240,53;;0
Balança comercial;Exportações;2009-02-16;2011;202,03;205,0;25,22;155,5;265,0;;0
Balança comercial;Exportações;2009-02-16;2012;215,01;215,0;30,08;159,2;270,0;;0
Balança comercial;Exportações;2009-02-16;2013;223,81;223,38;35,77;163,7;300,0;;0
Balança comercial;Exportações;2009-02-17;2009;165,12;165,89;14,79;114,8;198,0;;0
Balança comercial;Exportações;2009-02-17;2010;183,39;183,35;19,67;145,4;240,53;;0
Balança comercial;Exportações;2009-02-17;2011;202,5;205,0;24,4;155,5;265,0;;0
Balança comercial;Exportações;2009-02-17;2012;216,17;215,0;29,05;159,2;270,0;;0
Balança comercial;Exportações;2009-02-17;2013;223,04;223,38;33,98;163,7;300,0;;0
Balança comercial;Exportações;2009-02-18;2009;165,01;165,89;14,88;114,8;198,0;;0
Balança comercial;Exportações;2009-02-18;2010;183,22;183,35;19,8;145,4;240,53;;0
Balança comercial;Exportações;2009-02-18;2011;202,5;205,0;24,4;155,5;265,0;;0
Balança comercial;Exportações;2009-02-18;2012;216,17;215,0;29,05;159,2;270,0;;0
Balança comercial;Exportações;2009-02-18;2013;223,04;223,38;33,98;163,7;300,0;;0
Balança comercial;Exportações;2009-02-19;2009;165,03;165,89;14,84;114,8;198,0;;0
Balança comercial;Exportações;2009-02-19;2010;183,22;183,35;19,8;145,4;240,53;;0
Balança comercial;Exportações;2009-02-19;2011;202,5;205,0;24,4;155,5;265,0;;0
Balança comercial;Exportações;2009-02-19;2012;216,17;215,0;29,05;159,2;270,0;;0
Balança comercial;Exportações;2009-02-19;2013;223,04;223,38;33,98;163,7;300,0;;0
Balança comercial;Exportações;2009-02-20;2009;163,06;164,25;13,92;114,8;188,9;;0
Balança comercial;Exportações;2009-02-20;2010;180,96;180,3;18,17;145,4;240,53;;0
Balança comercial;Exportações;2009-02-20;2011;198,11;195,8;20,57;155,5;235,0;;0
Balança comercial;Exportações;2009-02-20;2012;213,79;214,65;28,5;159,2;270,0;;0
Balança comercial;Exportações;2009-02-20;2013;223,2;224,65;33,99;163,7;300,0;;0
Balança comercial;Exportações;2009-02-25;2009;163,04;164,25;13,91;114,8;188,9;;0
Balança comercial;Exportações;2009-02-25;2010;180,96;180,3;18,17;145,4;240,53;;0
Balança comercial;Exportações;2009-02-25;2011;198,11;195,8;20,57;155,5;235,0;;0
Balança comercial;Exportações;2009-02-25;2012;213,79;214,65;28,5;159,2;270,0;;0
Balança comercial;Exportações;2009-02-25;2013;223,2;224,65;33,99;163,7;300,0;;0
Balança comercial;Exportações;2009-02-26;2009;162,81;163,5;13,94;114,8;188,9;;0
Balança comercial;Exportações;2009-02-26;2010;180,96;180,3;18,17;145,4;240,53;;0
Balança comercial;Exportações;2009-02-26;2011;198,11;195,8;20,57;155,5;235,0;;0
Balança comercial;Exportações;2009-02-26;2012;213,79;214,65;28,5;159,2;270,0;;0
Balança comercial;Exportações;2009-02-26;2013;223,2;224,65;33,99;163,7;300,0;;0
Balança comercial;Exportações;2009-02-27;2009;162,07;162,65;13,65;114,8;185,0;;0
Balança comercial;Exportações;2009-02-27;2010;180,99;180,3;18,19;145,4;240,53;;0
Balança comercial;Exportações;2009-02-27;2011;198,11;195,8;20,57;155,5;235,0;;0
Balança comercial;Exportações;2009-02-27;2012;213,79;214,65;28,5;159,2;270,0;;0
Balança comercial;Exportações;2009-02-27;2013;223,2;224,65;33,99;163,7;300,0;;0
Balança comercial;Exportações;2009-03-02;2009;161,14;161,1;13,64;114,8;185,0;;0
Balança comercial;Exportações;2009-03-02;2010;179,82;180,0;18,11;145,4;240,53;;0
Balança comercial;Exportações;2009-03-02;2011;196,29;195,6;19,75;155,5;227,0;;0
Balança comercial;Exportações;2009-03-02;2012;212,16;214,65;28,66;159,9;270,0;;0
Balança comercial;Exportações;2009-03-02;2013;223,28;224,65;33,85;164,9;300,0;;0
Balança comercial;Exportações;2009-03-03;2009;160,91;161,05;13,59;114,8;185,0;;0
Balança comercial;Exportações;2009-03-03;2010;179,82;180,0;18,11;145,4;240,53;;0
Balança comercial;Exportações;2009-03-03;2011;196,29;195,6;19,75;155,5;227,0;;0
Balança comercial;Exportações;2009-03-03;2012;212,16;214,65;28,66;159,9;270,0;;0
Balança comercial;Exportações;2009-03-03;2013;223,28;224,65;33,85;164,9;300,0;;0
Balança comercial;Exportações;2009-03-04;2009;161,4;161,1;13,88;114,8;185,0;;0
Balança comercial;Exportações;2009-03-04;2010;180,82;180,15;18,9;145,4;240,53;;0
Balança comercial;Exportações;2009-03-04;2011;199,33;197,8;23,54;155,5;257,0;;0
Balança comercial;Exportações;2009-03-04;2012;212,16;214,65;28,66;159,9;270,0;;0
Balança comercial;Exportações;2009-03-04;2013;223,28;224,65;33,85;164,9;300,0;;0
Balança comercial;Exportações;2009-03-05;2009;161,24;161,05;13,8;114,8;185,0;;0
Balança comercial;Exportações;2009-03-05;2010;180,82;180,15;18,9;145,4;240,53;;0
Balança comercial;Exportações;2009-03-05;2011;199,33;197,8;23,54;155,5;257,0;;0
Balança comercial;Exportações;2009-03-05;2012;212,16;214,65;28,66;159,9;270,0;;0
Balança comercial;Exportações;2009-03-05;2013;223,28;224,65;33,85;164,9;300,0;;0
Balança comercial;Exportações;2009-03-06;2009;161,67;161,0;12,48;141,0;185,0;;0
Balança comercial;Exportações;2009-03-06;2010;180,48;180,0;19,04;145,4;240,53;;0
Balança comercial;Exportações;2009-03-06;2011;197,99;195,6;23,39;155,5;257,0;;0
Balança comercial;Exportações;2009-03-06;2012;210,08;214,3;28,1;159,9;270,0;;0
Balança comercial;Exportações;2009-03-06;2013;223,28;224,65;33,85;164,9;300,0;;0
Balança comercial;Exportações;2009-03-09;2009;161,41;160,0;13,68;133,0;192,4;;0
Balança comercial;Exportações;2009-03-09;2010;181,14;180,0;19,63;145,4;240,53;;0
Balança comercial;Exportações;2009-03-09;2011;198,59;197,8;22,92;155,5;257,0;;0
Balança comercial;Exportações;2009-03-09;2012;210,63;214,65;27,36;159,9;270,0;;0
Balança comercial;Exportações;2009-03-09;2013;223,67;225,3;32,81;164,9;300,0;;0
Balança comercial;Exportações;2009-03-10;2009;161,41;160,0;13,68;133,0;192,4;;0
Balança comercial;Exportações;2009-03-10;2010;181,14;180,0;19,63;145,4;240,53;;0
Balança comercial;Exportações;2009-03-10;2011;198,59;197,8;22,92;155,5;257,0;;0
Balança comercial;Exportações;2009-03-10;2012;210,63;214,65;27,36;159,9;270,0;;0
Balança comercial;Exportações;2009-03-10;2013;223,67;225,3;32,81;164,9;300,0;;0
Balança comercial;Exportações;2009-03-11;2009;161,67;160,5;13,79;133,0;192,4;;0
Balança comercial;Exportações;2009-03-11;2010;181,32;180,0;19,41;145,4;240,53;;0
Balança comercial;Exportações;2009-03-11;2011;198,46;195,8;22,35;155,5;257,0;;0
Balança comercial;Exportações;2009-03-11;2012;210,47;214,3;26,6;159,9;270,0;;0
Balança comercial;Exportações;2009-03-11;2013;223,67;225,3;32,81;164,9;300,0;;0
Balança comercial;Exportações;2009-03-12;2009;160,19;158,8;14,21;133,0;192,4;;0
Balança comercial;Exportações;2009-03-12;2010;180,43;180,0;21,04;145,4;240,53;;0
Balança comercial;Exportações;2009-03-12;2011;197,32;195,7;23,65;155,5;257,0;;0
Balança comercial;Exportações;2009-03-12;2012;208,56;210,95;26,76;159,9;270,0;;0
Balança comercial;Exportações;2009-03-12;2013;220,62;224,65;31,63;164,9;300,0;;0
Balança comercial;Exportações;2009-03-13;2009;159,61;158,3;14,02;133,0;192,4;;0
Balança comercial;Exportações;2009-03-13;2010;180,15;180,0;20,89;145,4;240,53;;0
Balança comercial;Exportações;2009-03-13;2011;196,57;195,3;23,47;155,5;257,0;;0
Balança comercial;Exportações;2009-03-13;2012;207,45;206,3;26,45;159,9;270,0;;0
Balança comercial;Exportações;2009-03-13;2013;219,37;222,0;31,2;164,9;300,0;;0
Balança comercial;Exportações;2009-03-16;2009;159,18;158,0;14,13;133,0;192,4;;0
Balança comercial;Exportações;2009-03-16;2010;178,97;179,5;20,81;145,4;240,53;;0
Balança comercial;Exportações;2009-03-16;2011;194,43;195,0;23,52;155,5;257,0;;0
Balança comercial;Exportações;2009-03-16;2012;204,08;205,0;25,61;159,9;270,0;;0
Balança comercial;Exportações;2009-03-16;2013;215,71;218,5;31,69;164,9;300,0;;0
Balança comercial;Exportações;2009-03-17;2009;158,69;158,0;14,37;133,0;192,4;;0
Balança comercial;Exportações;2009-03-17;2010;177,99;178,9;21,27;145,4;240,53;;0
Balança comercial;Exportações;2009-03-17;2011;193,29;195,0;23,4;155,5;257,0;;0
Balança comercial;Exportações;2009-03-17;2012;204,08;205,0;25,61;159,9;270,0;;0
Balança comercial;Exportações;2009-03-17;2013;215,71;218,5;31,69;164,9;300,0;;0
Balança comercial;Exportações;2009-03-18;2009;158,18;158,0;14,67;133,0;192,4;;0
Balança comercial;Exportações;2009-03-18;2010;176,99;178,3;21,77;143,0;240,53;;0
Balança comercial;Exportações;2009-03-18;2011;193,29;195,0;23,4;155,5;257,0;;0
Balança comercial;Exportações;2009-03-18;2012;204,08;205,0;25,61;159,9;270,0;;0
Balança comercial;Exportações;2009-03-18;2013;215,71;218,5;31,69;164,9;300,0;;0
Balança comercial;Exportações;2009-03-19;2009;157,74;156,7;14,47;133,0;192,4;;0
Balança comercial;Exportações;2009-03-19;2010;176,29;175,0;21,92;143,0;240,53;;0
Balança comercial;Exportações;2009-03-19;2011;192,44;195,0;23,7;155,5;257,0;;0
Balança comercial;Exportações;2009-03-19;2012;202,87;203,0;25,56;159,9;270,0;;0
Balança comercial;Exportações;2009-03-19;2013;214,09;212,3;31,1;164,9;300,0;;0
Balança comercial;Exportações;2009-03-20;2009;157,81;157,35;14,66;133,0;192,4;;0
Balança comercial;Exportações;2009-03-20;2010;175,98;174,0;21,69;143,0;240,53;;0
Balança comercial;Exportações;2009-03-20;2011;191,33;190,0;23,26;155,5;257,0;;0
Balança comercial;Exportações;2009-03-20;2012;201,49;199,15;23,92;159,9;270,0;;0
Balança comercial;Exportações;2009-03-20;2013;215,81;217,0;30,71;164,9;300,0;;0
Balança comercial;Exportações;2009-03-23;2009;157,45;157,35;14,27;133,0;185,0;;0
Balança comercial;Exportações;2009-03-23;2010;175,21;172,6;21,39;143,0;240,53;;0
Balança comercial;Exportações;2009-03-23;2011;190,76;188,0;23,45;155,5;257,0;;0
Balança comercial;Exportações;2009-03-23;2012;200,79;196,15;24,17;159,2;270,0;;0
Balança comercial;Exportações;2009-03-23;2013;214,8;217,0;31,02;163,7;300,0;;0
Balança comercial;Exportações;2009-03-24;2009;157,57;158,15;15,06;125,0;185,0;;0
Balança comercial;Exportações;2009-03-24;2010;175,55;174,35;22,38;138,0;240,53;;0
Balança comercial;Exportações;2009-03-24;2011;192,77;191,5;24,75;155,5;257,0;;0
Balança comercial;Exportações;2009-03-24;2012;203,38;197,3;26,06;159,2;270,0;;0
Balança comercial;Exportações;2009-03-24;2013;214,8;217,0;31,02;163,7;300,0;;0
Balança comercial;Exportações;2009-03-25;2009;157,33;157,35;15,02;125,0;185,0;;0
Balança comercial;Exportações;2009-03-25;2010;175,29;173,45;22,34;138,0;240,53;;0
Balança comercial;Exportações;2009-03-25;2011;192,0;188,7;24,57;155,5;257,0;;0
Balança comercial;Exportações;2009-03-25;2012;202,32;197,3;25,82;159,2;270,0;;0
Balança comercial;Exportações;2009-03-25;2013;214,28;217,0;30,9;163,7;300,0;;0
Balança comercial;Exportações;2009-03-26;2009;157,01;156,7;15,06;125,0;185,0;;0
Balança comercial;Exportações;2009-03-26;2010;174,36;173,2;22,8;138,0;240,53;;0
Balança comercial;Exportações;2009-03-26;2011;190,85;188,0;24,64;155,5;257,0;;0
Balança comercial;Exportações;2009-03-26;2012;202,37;197,93;25,13;159,2;270,0;;0
Balança comercial;Exportações;2009-03-26;2013;215,57;217,23;30,3;163,7;300,0;;0
Balança comercial;Exportações;2009-03-27;2009;156,77;155,0;15,11;125,0;185,0;;0
Balança comercial;Exportações;2009-03-27;2010;174,2;173,2;22,72;138,0;240,53;;0
Balança comercial;Exportações;2009-03-27;2011;190,85;188,0;24,64;155,5;257,0;;0
Balança comercial;Exportações;2009-03-27;2012;202,37;197,93;25,13;159,2;270,0;;0
Balança comercial;Exportações;2009-03-27;2013;215,57;217,23;30,3;163,7;300,0;;0
Balança comercial;Exportações;2009-03-30;2009;156,59;154,12;14,97;125,0;185,0;;0
Balança comercial;Exportações;2009-03-30;2010;175,13;173,7;23,14;138,0;240,53;;0
Balança comercial;Exportações;2009-03-30;2011;192,34;188,7;25,18;155,5;257,0;;0
Balança comercial;Exportações;2009-03-30;2012;204,59;198,56;26,51;159,2;270,0;;0
Balança comercial;Exportações;2009-03-30;2013;217,6;217,45;30,5;163,7;300,0;;0
Balança comercial;Exportações;2009-03-31;2009;156,3;154,12;14,54;125,0;182,0;;0
Balança comercial;Exportações;2009-03-31;2010;174,67;173,7;22,43;138,0;240,53;;0
Balança comercial;Exportações;2009-03-31;2011;191,42;188,7;23,03;155,5;235,0;;0
Balança comercial;Exportações;2009-03-31;2012;204,59;198,56;26,51;159,2;270,0;;0
Balança comercial;Exportações;2009-03-31;2013;217,6;217,45;30,5;163,7;300,0;;0
Balança comercial;Exportações;2009-04-01;2009;156,52;155,41;14,49;125,0;182,0;;0
Balança comercial;Exportações;2009-04-01;2010;174,8;174,35;22,16;138,0;240,53;;0
Balança comercial;Exportações;2009-04-01;2011;191,42;188,7;23,03;155,5;235,0;;0
Balança comercial;Exportações;2009-04-01;2012;204,59;198,56;26,51;159,2;270,0;;0
Balança comercial;Exportações;2009-04-01;2013;217,6;217,45;30,5;163,7;300,0;;0
Balança comercial;Exportações;2009-04-02;2009;156,25;155,41;14,21;125,0;182,0;;0
Balança comercial;Exportações;2009-04-02;2010;174,39;173,45;22,05;138,0;240,53;;0
Balança comercial;Exportações;2009-04-02;2011;190,7;186,5;23,02;155,5;235,0;;0
Balança comercial;Exportações;2009-04-02;2012;204,59;198,56;26,51;159,2;270,0;;0
Balança comercial;Exportações;2009-04-02;2013;217,6;217,45;30,5;163,7;300,0;;0
Balança comercial;Exportações;2009-04-03;2009;155,4;154,12;14,84;125,0;182,0;;0
Balança comercial;Exportações;2009-04-03;2010;173,82;173,45;22,43;134,16;240,53;;0
Balança comercial;Exportações;2009-04-03;2011;189,1;184,0;24,5;146,47;235,0;;0
Balança comercial;Exportações;2009-04-03;2012;204,11;197,3;26,59;159,2;270,0;;0
Balança comercial;Exportações;2009-04-03;2013;216,72;217,0;30,64;163,7;300,0;;0
Balança comercial;Exportações;2009-04-06;2009;155,39;154,83;14,72;125,0;182,0;;0
Balança comercial;Exportações;2009-04-06;2010;173,82;173,45;22,43;134,16;240,53;;0
Balança comercial;Exportações;2009-04-06;2011;189,1;184,0;24,5;146,47;235,0;;0
Balança comercial;Exportações;2009-04-06;2012;204,11;197,3;26,59;159,2;270,0;;0
Balança comercial;Exportações;2009-04-06;2013;216,72;217,0;30,64;163,7;300,0;;0
Balança comercial;Exportações;2009-04-07;2009;154,84;154,12;14,97;125,0;182,0;;0
Balança comercial;Exportações;2009-04-07;2010;173,62;173,2;22,27;134,16;240,53;;0
Balança comercial;Exportações;2009-04-07;2011;187,98;184,0;23,27;146,47;235,0;;0
Balança comercial;Exportações;2009-04-07;2012;203,54;197,3;25,2;159,2;258,0;;0
Balança comercial;Exportações;2009-04-07;2013;216,72;217,0;30,64;163,7;300,0;;0
Balança comercial;Exportações;2009-04-08;2009;154,74;154,12;14,84;125,0;182,0;;0
Balança comercial;Exportações;2009-04-08;2010;173,47;173,0;22,23;134,16;240,53;;0
Balança comercial;Exportações;2009-04-08;2011;187,98;184,0;23,27;146,47;235,0;;0
Balança comercial;Exportações;2009-04-08;2012;203,54;197,3;25,2;159,2;258,0;;0
Balança comercial;Exportações;2009-04-08;2013;216,72;217,0;30,64;163,7;300,0;;0
Balança comercial;Exportações;2009-04-09;2009;154,55;154,06;14,56;125,0;182,0;;0
Balança comercial;Exportações;2009-04-09;2010;173,09;172,0;21,88;134,16;240,53;;0
Balança comercial;Exportações;2009-04-09;2011;188,06;185,0;23,25;146,47;235,0;;0
Balança comercial;Exportações;2009-04-09;2012;203,63;197,3;25,17;159,2;258,0;;0
Balança comercial;Exportações;2009-04-09;2013;217,01;217,0;30,55;163,7;300,0;;0
Balança comercial;Exportações;2009-04-13;2009;153,71;154,06;14,41;125,0;182,0;;0
Balança comercial;Exportações;2009-04-13;2010;172,36;171,75;21,46;134,16;240,53;;0
Balança comercial;Exportações;2009-04-13;2011;188,76;185,0;23,74;146,47;235,0;;0
Balança comercial;Exportações;2009-04-13;2012;204,2;197,3;26,28;159,2;258,0;;0
Balança comercial;Exportações;2009-04-13;2013;217,01;213,73;31,55;163,7;300,0;;0
Balança comercial;Exportações;2009-04-14;2009;153,71;154,06;14,41;125,0;182,0;;0
Balança comercial;Exportações;2009-04-14;2010;172,36;171,75;21,46;134,16;240,53;;0
Balança comercial;Exportações;2009-04-14;2011;188,76;185,0;23,74;146,47;235,0;;0
Balança comercial;Exportações;2009-04-14;2012;204,2;197,3;26,28;159,2;258,0;;0
Balança comercial;Exportações;2009-04-14;2013;217,01;213,73;31,55;163,7;300,0;;0
Balança comercial;Exportações;2009-04-15;2009;153,93;154,12;14,11;125,0;182,0;;0
Balança comercial;Exportações;2009-04-15;2010;172,72;171,75;22,02;134,16;240,53;;0
Balança comercial;Exportações;2009-04-15;2011;187,73;185,0;23,72;146,47;235,0;;0
Balança comercial;Exportações;2009-04-15;2012;203,44;197,15;25,81;159,2;258,0;;0
Balança comercial;Exportações;2009-04-15;2013;217,01;217,0;30,55;163,7;300,0;;0
Balança comercial;Exportações;2009-04-16;2009;153,77;154,12;13,92;125,0;182,0;;0
Balança comercial;Exportações;2009-04-16;2010;172,49;171,75;21,88;134,16;240,53;;0
Balança comercial;Exportações;2009-04-16;2011;187,51;185,0;23,57;146,47;235,0;;0
Balança comercial;Exportações;2009-04-16;2012;203,44;197,15;25,81;159,2;258,0;;0
Balança comercial;Exportações;2009-04-16;2013;217,01;217,0;30,55;163,7;300,0;;0
Balança comercial;Exportações;2009-04-17;2009;155,17;155,27;14,28;125,0;193,0;;0
Balança comercial;Exportações;2009-04-17;2010;173,12;172,0;21,14;138,0;240,53;;0
Balança comercial;Exportações;2009-04-17;2011;188,51;185,0;22,33;155,5;235,0;;0
Balança comercial;Exportações;2009-04-17;2012;203,59;197,65;25,76;159,2;258,0;;0
Balança comercial;Exportações;2009-04-17;2013;217,13;217,0;30,51;163,7;300,0;;0
Balança comercial;Exportações;2009-04-20;2009;155,52;155,53;14,25;125,0;193,0;;0
Balança comercial;Exportações;2009-04-20;2010;174,54;172,0;20,94;138,0;240,53;;0
Balança comercial;Exportações;2009-04-20;2011;188,82;185,0;22,81;155,5;235,0;;0
Balança comercial;Exportações;2009-04-20;2012;204,32;198,0;26,26;159,2;258,0;;0
Balança comercial;Exportações;2009-04-20;2013;217,13;217,0;30,51;163,7;300,0;;0
Balança comercial;Exportações;2009-04-22;2009;155,52;155,53;14,25;125,0;193,0;;0
Balança comercial;Exportações;2009-04-22;2010;174,54;172,0;20,94;138,0;240,53;;0
Balança comercial;Exportações;2009-04-22;2011;188,82;185,0;22,81;155,5;235,0;;0
Balança comercial;Exportações;2009-04-22;2012;204,32;198,0;26,26;159,2;258,0;;0
Balança comercial;Exportações;2009-04-22;2013;217,13;217,0;30,51;163,7;300,0;;0
Balança comercial;Exportações;2009-04-23;2009;155,12;155,53;14,64;125,0;193,0;;0
Balança comercial;Exportações;2009-04-23;2010;174,88;172,5;21,11;138,0;240,53;;0
