;localidade_nome;serie
850;Rio de Janeiro;201406
851;Rio de Janeiro;201407
852;Rio de Janeiro;201408
853;Rio de Janeiro;201409
854;Rio de Janeiro;201410
855;Rio de Janeiro;201411
856;Rio de Janeiro;201412
857;Rio de Janeiro;201501
858;Rio de Janeiro;201502
859;Rio de Janeiro;201503
860;Rio de Janeiro;201504
861;Rio de Janeiro;201505
862;Rio de Janeiro;201506
863;Rio de Janeiro;201507
864;Rio de Janeiro;201508
865;Rio de Janeiro;201509
866;Rio de Janeiro;201510
867;Rio de Janeiro;201511
868;Rio de Janeiro;201512
869;Rio de Janeiro;201601
870;Rio de Janeiro;201602
871;Rio de Janeiro;201603
872;Rio de Janeiro;201604
873;Rio de Janeiro;201605
874;Rio de Janeiro;201606
875;Rio de Janeiro;201607
876;Rio de Janeiro;201608
877;Rio de Janeiro;201609
878;Rio de Janeiro;201610
879;Rio de Janeiro;201611
880;Rio de Janeiro;201612
881;Rio de Janeiro;201701
882;Rio de Janeiro;201702
883;Rio de Janeiro;201703
884;Rio de Janeiro;201704
885;Rio de Janeiro;201705
886;Rio de Janeiro;201706
887;Rio de Janeiro;201707
888;Rio de Janeiro;201708
889;Rio de Janeiro;201709
890;Rio de Janeiro;201710
891;Rio de Janeiro;201711
892;Rio de Janeiro;201712
893;Rio de Janeiro;201801
894;Rio de Janeiro;201802
895;Rio de Janeiro;201803
896;Rio de Janeiro;201804
897;Rio de Janeiro;201805
898;Rio de Janeiro;201806
899;Rio de Janeiro;201807
900;Rio de Janeiro;201808
901;Rio de Janeiro;201809
902;Rio de Janeiro;201810
903;Rio de Janeiro;201811
904;Rio de Janeiro;201812
905;Rio de Janeiro;201901
906;Rio de Janeiro;201902
907;Rio de Janeiro;201903
908;Rio de Janeiro;201904
909;Rio de Janeiro;201905
910;Rio de Janeiro;201906
911;Rio de Janeiro;201907
912;Rio de Janeiro;201908
913;Rio de Janeiro;201909
914;Rio de Janeiro;201910
915;Rio de Janeiro;201911
916;Rio de Janeiro;201912
917;Rio de Janeiro;202001
918;Rio de Janeiro;202002
919;Rio de Janeiro;202003
920;Rio de Janeiro;202004
921;Rio de Janeiro;202005
922;Rio de Janeiro;202006
923;Rio de Janeiro;202007
924;Rio de Janeiro;202008
925;Rio de Janeiro;202009
926;Rio de Janeiro;202010
927;Rio de Janeiro;202011
928;Rio de Janeiro;202012
929;Rio de Janeiro;202101
930;Rio de Janeiro;202102
931;Rio de Janeiro;202103
932;Rio de Janeiro;202104
933;Rio de Janeiro;202105
934;Rio de Janeiro;202106
935;Rio de Janeiro;202107
936;Rio de Janeiro;202108
937;Rio de Janeiro;202109
938;Rio de Janeiro;202110
939;Rio de Janeiro;202111
940;Rio de Janeiro;202112
941;Rio de Janeiro;202201
942;Rio de Janeiro;202202
943;Rio de Janeiro;202203
944;Rio de Janeiro;202204
945;Rio de Janeiro;202205
946;Rio de Janeiro;202206
947;Rio de Janeiro;202207
948;Rio de Janeiro;202208
949;Rio de Janeiro;202209
950;Rio de Janeiro;202210
951;Rio de Janeiro;202211
952;Rio de Janeiro;202212
953;Rio de Janeiro;202301
954;Rio de Janeiro;202302
955;Rio de Janeiro;202303
956;Rio de Janeiro;202304
957;Rio de Janeiro;202305
958;Rio de Janeiro;202306
959;Rio de Janeiro;202307
960;Rio de Janeiro;202308
961;Rio de Janeiro;202309
962;Rio de Janeiro;202310
963;Rio de Janeiro;202311
964;Rio de Janeiro;202312
965;Rio de Janeiro;202401
966;Rio de Janeiro;202402
967;Rio de Janeiro;202403
968;Rio de Janeiro;202404
969;Rio de Janeiro;202405
970;Rio de Janeiro;202406
971;Rio de Janeiro;202407
972;São Paulo;201102
973;São Paulo;201103
974;São Paulo;201104
975;São Paulo;201105
976;São Paulo;201106
977;São Paulo;201107
978;São Paulo;201108
979;São Paulo;201109
980;São Paulo;201110
981;São Paulo;201111
982;São Paulo;201112
983;São Paulo;201201
984;São Paulo;201202
985;São Paulo;201203
986;São Paulo;201204
987;São Paulo;201205
988;São Paulo;201206
989;São Paulo;201207
990;São Paulo;201208
991;São Paulo;201209
992;São Paulo;201210
993;São Paulo;201211
994;São Paulo;201212
995;São Paulo;201301
996;São Paulo;201302
997;São Paulo;201303
998;São Paulo;201304
999;São Paulo;201305
1000;São Paulo;201306
1001;São Paulo;201307
1002;São Paulo;201308
1003;São Paulo;201309
1004;São Paulo;201310
1005;São Paulo;201311
1006;São Paulo;201312
1007;São Paulo;201401
1008;São Paulo;201402
1009;São Paulo;201403
1010;São Paulo;201404
1011;São Paulo;201405
1012;São Paulo;201406
1013;São Paulo;201407
1014;São Paulo;201408
1015;São Paulo;201409
1016;São Paulo;201410
1017;São Paulo;201411
1018;São Paulo;201412
1019;São Paulo;201501
1020;São Paulo;201502
1021;São Paulo;201503
1022;São Paulo;201504
1023;São Paulo;201505
1024;São Paulo;201506
1025;São Paulo;201507
1026;São Paulo;201508
1027;São Paulo;201509
1028;São Paulo;201510
1029;São Paulo;201511
1030;São Paulo;201512
1031;São Paulo;201601
1032;São Paulo;201602
1033;São Paulo;201603
1034;São Paulo;201604
1035;São Paulo;201605
1036;São Paulo;201606
1037;São Paulo;201607
1038;São Paulo;201608
1039;São Paulo;201609
1040;São Paulo;201610
1041;São Paulo;201611
1042;São Paulo;201612
1043;São Paulo;201701
1044;São Paulo;201702
1045;São Paulo;201703
1046;São Paulo;201704
1047;São Paulo;201705
1048;São Paulo;201706
1049;São Paulo;201707
1050;São Paulo;201708
1051;São Paulo;201709
1052;São Paulo;201710
1053;São Paulo;201711
1054;São Paulo;201712
1055;São Paulo;201801
1056;São Paulo;201802
1057;São Paulo;201803
1058;São Paulo;201804
1059;São Paulo;201805
1060;São Paulo;201806
1061;São Paulo;201807
1062;São Paulo;201808
1063;São Paulo;201809
1064;São Paulo;201810
1065;São Paulo;201811
1066;São Paulo;201812
1067;São Paulo;201901
1068;São Paulo;201902
1069;São Paulo;201903
1070;São Paulo;201904
1071;São Paulo;201905
1072;São Paulo;201906
1073;São Paulo;201907
1074;São Paulo;201908
1075;São Paulo;201909
1076;São Paulo;201910
1077;São Paulo;201911
1078;São Paulo;201912
1079;São Paulo;202001
1080;São Paulo;202002
1081;São Paulo;202003
1082;São Paulo;202004
1083;São Paulo;202005
1084;São Paulo;202006
1085;São Paulo;202007
1086;São Paulo;202008
1087;São Paulo;202009
1088;São Paulo;202010
1089;São Paulo;202011
1090;São Paulo;202012
1091;São Paulo;202101
1092;São Paulo;202102
1093;São Paulo;202103
1094;São Paulo;202104
1095;São Paulo;202105
1096;São Paulo;202106
1097;São Paulo;202107
1098;São Paulo;202108
1099;São Paulo;202109
1100;São Paulo;202110
1101;São Paulo;202111
1102;São Paulo;202112
1103;São Paulo;202201
1104;São Paulo;202202
1105;São Paulo;202203
1106;São Paulo;202204
1107;São Paulo;202205
1108;São Paulo;202206
1109;São Paulo;202207
1110;São Paulo;202208
1111;São Paulo;202209
1112;São Paulo;202210
1113;São Paulo;202211
1114;São Paulo;202212
1115;São Paulo;202301
1116;São Paulo;202302
1117;São Paulo;202303
1118;São Paulo;202304
1119;São Paulo;202305
1120;São Paulo;202306
1121;São Paulo;202307
1122;São Paulo;202308
1123;São Paulo;202309
1124;São Paulo;202310
1125;São Paulo;202311
1126;São Paulo;202312
1127;São Paulo;202401
1128;São Paulo;202402
1129;São Paulo;202403
1130;São Paulo;202404
1131;São Paulo;202405
1132;São Paulo;202406
1133;São Paulo;202407
1134;Paraná;201102
1135;Paraná;201103
1136;Paraná;201104
1137;Paraná;201105
1138;Paraná;201106
1139;Paraná;201107
1140;Paraná;201108
1141;Paraná;201109
1142;Paraná;201110
1143;Paraná;201111
1144;Paraná;201112
1145;Paraná;201201
1146;Paraná;201202
1147;Paraná;201203
1148;Paraná;201204
1149;Paraná;201205
1150;Paraná;201206
1151;Paraná;201207
1152;Paraná;201208
