;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
823;20221;MasterCard;Crédito;Básico Internacional;64702350;23294102;274838381;25658058561,26;816009;167478917,53;2022-01-01
824;20202;VISA;Crédito;Intermediário;9979543;7417017;146984497;18442054407,5;480594;76755837,05;2020-04-01
825;20211;Outras;Crédito;Outros;201787;156900;89998;22458137,16;0;0,0;2021-01-01
826;20222;VISA;Débito;Premium;655811;353701;11014610;1135035906,23;384;84062,87;2022-04-01
827;20223;MasterCard;Crédito;Básico Nacional;24375738;5790688;76254953;7850962873,44;83106;2711787,45;2022-07-01
828;20232;Elo;Crédito;Intermediário;8355120;2656069;46888540;5344878719,45;17616;2197108,56;2023-04-01
829;20224;MasterCard;Débito;Básico Internacional;83455285;17789918;547761787;38135824063,32;53894;16354526,31;2022-10-01
830;20212;American Express;Crédito;Corporativo;81771;62427;761439;374671194,44;31333;71927524,06;2021-04-01
831;20233;Elo;Crédito;Básico Internacional;4425892;2531235;51379719;8823510783,47;60649;25917109,52;2023-07-01
832;20224;American Express;Crédito;Platinum;592528;477350;16898468;4746836227,55;437143;435983978,31;2022-10-01
833;20212;Elo;Crédito;Básico Nacional;4086820;2365122;60428277;6056348884,3;18494;5591575,13;2021-04-01
834;20201;VISA;Pré-Pago;Platinum;17000;259;0;0,0;4629;1664394,35;2020-01-01
835;20202;VISA;Crédito;Premium;1262477;959771;46680043;8594061916,3;300507;133933090,75;2020-04-01
836;20214;Elo;Crédito;Básico Nacional;4310516;2498068;71661277;7649414858,34;29341;12075369,96;2021-10-01
837;20214;MasterCard;Pré-Pago;Intermediário;28840289;17479661;589234892;22805476310,32;0;0,0;2021-10-01
838;20222;American Express;Crédito;Premium;510182;408090;14041063;4012049625,84;366471;383424898,25;2022-04-01
839;20233;VISA;Crédito;Empresarial;2938457;1737799;45414559;13307956278,17;483301;394970924,98;2023-07-01
840;20204;VISA;Crédito;Básico Nacional;23536694;10478722;164718724;14574532414,74;151028;19736612,62;2020-10-01
841;20242;VISA;Débito;Premium;1015968;583957;19485069;1739190279,56;932;180686,3;2024-04-01
842;20221;VISA;Crédito;Básico Internacional;34741795;18487012;266492275;28067283590,85;685643;137538809,52;2022-01-01
843;20213;MasterCard;Débito;Intermediário;63873967;41465099;718329172;43833957599,95;21277;4713257,65;2021-07-01
844;20223;Elo;Crédito;Básico Internacional;4411663;2678673;49595903;9027378872,34;66449;32838938,59;2022-07-01
845;20214;MasterCard;Débito;Outros;630093;184003;2727605;131139633,72;528;196664,89;2021-10-01
846;20221;Bandeira própria;Crédito;Outros;15382064;4372546;14254584;2050363939,05;0;0,0;2022-01-01
847;20223;VISA;Crédito;Básico Internacional;36271385;19102784;285571854;31248813789,28;816705;171884546,12;2022-07-01
848;20221;MasterCard;Pré-Pago;Intermediário;33199628;19592509;639725602;23716621359,89;0;0,0;2022-01-01
849;20241;MasterCard;Pré-Pago;Básico Internacional;5259728;387425;5341901;320789321,69;35895;3382001,66;2024-01-01
850;20214;Elo;Débito;Empresarial;952733;375217;8909985;1299847892,18;0;0,0;2021-10-01
851;20223;VISA;Débito;Básico Nacional;13545798;7509447;199739005;13322293905,34;1906;216761,01;2022-07-01
852;20222;MasterCard;Débito;Premium;423540;264132;4940229;408668561,71;1085;599584,19;2022-04-01
853;20242;Bandeira própria;Crédito;Intermediário;145807;30023;2272862;615555038,77;0;0,0;2024-04-01
854;20223;Bandeira própria;Débito;Básico Nacional;27839;8163;136385;10959667,74;0;0,0;2022-07-01
855;20203;Elo;Crédito;Premium;25694;22824;881269;167746126,71;853;655314,53;2020-07-01
856;20222;VISA;Pré-Pago;Corporativo;918322;92500;3814684;410150647,93;237415;76534443,03;2022-04-01
857;20203;VISA;Crédito;Intermediário;11692841;8266059;181358075;23371465401,68;604884;124103856,14;2020-07-01
858;20231;VISA;Crédito;Básico Nacional;24481770;11198720;218596929;21098981450,01;249826;42952423,55;2023-01-01
859;20204;VISA;Crédito;Intermediário;13780543;9471561;224125134;28518512483,86;655143;141816528,46;2020-10-01
860;20214;VISA;Débito;Platinum;1880311;983392;41714744;4054121071,44;536;113025,86;2021-10-01
861;20241;Hipercard;Crédito;Platinum;801361;748641;14892013;2626871513,57;1;0,01;2024-01-01
862;20233;Hipercard;Crédito;Empresarial;7;1;1;0,01;1;0,01;2023-07-01
863;20233;Hipercard;Crédito;Intermediário;401;16;82;8175,05;1;0,01;2023-07-01
864;20211;Elo;Pré-Pago;Básico Internacional;4619168;2788365;22487957;1024632789,15;0;0,0;2021-01-01
865;20241;VISA;Crédito;Platinum;9711714;7088327;303181918;45924952938,75;2405757;817036846,86;2024-01-01
866;20204;Elo;Crédito;Básico Internacional;4977060;2483083;37094650;5010227732,14;28400;12880518,93;2020-10-01
867;20232;MasterCard;Pré-Pago;Empresarial;2993156;760891;31255282;1994111530,53;12004;4034443,5;2023-04-01
868;20212;MasterCard;Pré-Pago;Empresarial;337499;145308;4225209;264291478,46;0;0,0;2021-04-01
869;20242;MasterCard;Débito;Platinum;1153309;490131;14819123;1055369308,83;4557;2067212,05;2024-04-01
870;20203;VISA;Pré-Pago;Outros;6132020;2210901;44579588;2423750297,09;89400;11493677,37;2020-07-01
871;20213;VISA;Crédito;Platinum;8069894;5706368;226667268;34644167014,9;1349433;475284386,31;2021-07-01
872;20232;MasterCard;Débito;Básico Internacional;36868385;13678299;447875982;29395562146,26;52613;14004390,1;2023-04-01
873;20201;VISA;Pré-Pago;Outros;3037196;1009874;18116592;960707854,2;166127;30284452,0;2020-01-01
874;20203;MasterCard;Débito;Básico Nacional;799586;461246;9927481;774832185,63;4;5565,13;2020-07-01
875;20203;MasterCard;Crédito;Empresarial;2214432;1519182;19005254;4962984451,56;298603;207542261,68;2020-07-01
876;20231;MasterCard;Crédito;Premium;4657868;3819114;253850167;50304474324,15;5324485;3089543136,06;2023-01-01
877;20241;MasterCard;Pré-Pago;Outros;11168979;689593;6912011;333678115,87;53857;7504877,67;2024-01-01
878;20201;VISA;Crédito;Básico Internacional;21879460;13504239;221242630;19704622930,44;1210942;195402385,01;2020-01-01
879;20234;VISA;Débito;Empresarial;1673107;634776;24717837;2967807718,11;3307;841803,7;2023-10-01
880;20233;Outras;Crédito;Básico Internacional;95245;79988;35132;15276999,29;0;0,0;2023-07-01
881;20211;Elo;Crédito;Intermediário;3545160;1765081;26579546;2733195065,48;9603;1396117,59;2021-01-01
882;20242;MasterCard;Débito;Empresarial;2024059;450298;15759342;1016953222,91;64;27605,41;2024-04-01
883;20211;Elo;Crédito;Premium;32987;28498;1082172;201419769,38;1018;471291,93;2021-01-01
884;20232;VISA;Pré-Pago;Empresarial;810636;286390;3220982;57465374,21;531;66427,25;2023-04-01
885;20233;MasterCard;Crédito;Básico Nacional;29787121;4844853;76769182;8604708347,72;79642;5460504,54;2023-07-01
886;20222;American Express;Crédito;Platinum;3183;2889;100566;25827733,01;3096;2385422,81;2022-04-01
887;20202;MasterCard;Débito;Básico Internacional;79962618;22325596;469058601;30796593539,02;15418;2641401,65;2020-04-01
888;20214;VISA;Crédito;Básico Nacional;24280688;11665015;225580878;19988268902,57;190919;32514512,49;2021-10-01
889;20233;MasterCard;Crédito;Platinum;18978424;13453291;499272098;62689280145,36;3941959;951197798,84;2023-07-01
890;20234;MasterCard;Pré-Pago;Básico Nacional;2115975;135686;848492;30610646,2;4527;290999,8;2023-10-01
891;20234;VISA;Débito;Outros;84370;27937;645018;110808054,41;4;2396,31;2023-10-01
892;20211;American Express;Crédito;Corporativo;89385;66726;753607;319356055,68;27275;58940452,93;2021-01-01
893;20221;MasterCard;Pré-Pago;Básico Internacional;547063;255238;3370258;252433641,29;120183;4738548,95;2022-01-01
894;20211;MasterCard;Crédito;Outros;17044962;5635014;65723456;6602683681,19;102715;12077749,88;2021-01-01
895;20231;VISA;Crédito;Premium;5630027;4099228;213418101;42440927602,96;3464638;2129257062,91;2023-01-01
896;20212;Elo;Pré-Pago;Básico Nacional;4577559;210829;557773;40097453,6;49;6756,96;2021-04-01
897;20212;VISA;Crédito;Platinum;7090831;5023398;196483168;29688876737,99;1128783;369950623,38;2021-04-01
898;20222;American Express;Crédito;Intermediário;432175;328062;8998150;1585286133,39;74297;38066065,65;2022-04-01
899;20212;VISA;Crédito;Empresarial;1698668;1004689;25217460;6818705059,97;284443;246894399,77;2021-04-01
900;20222;American Express;Crédito;Corporativo;77004;58863;1275688;1141708392,57;105898;149512238,64;2022-04-01
901;20234;VISA;Débito;Intermediário;10324423;5291865;150259933;9039098725,27;1671;267612,89;2023-10-01
902;20234;MasterCard;Pré-Pago;Básico Internacional;6672791;523747;5934693;368432719,67;74545;3798846,96;2023-10-01
903;20223;Elo;Débito;Básico Nacional;43253416;16765102;422333752;26306231353,54;0;0,0;2022-07-01
904;20221;Elo;Débito;Outros;145708413;30428217;451200466;26032504767,75;0;0,0;2022-01-01
905;20212;VISA;Crédito;Básico Internacional;26438673;14175403;227449950;22966357007,66;583477;92942924,78;2021-04-01
906;20223;MasterCard;Crédito;Platinum;15380955;12052862;439888824;55936151444,11;3790665;1022204049,54;2022-07-01
907;20223;MasterCard;Débito;Básico Internacional;46169726;17920825;510931897;35413374502,06;55806;17833246,69;2022-07-01
908;20211;Outras;Crédito;Intermediário;29686;19524;96658;14846123,93;47;32914,46;2021-01-01
909;20202;Elo;Crédito;Empresarial;439782;192014;3594025;809977441,29;2685;1774971,58;2020-04-01
910;20231;Elo;Débito;Básico Nacional;170146054;31490676;613028767;36685898976,91;0;0,0;2023-01-01
911;20231;VISA;Débito;Básico Internacional;147873338;41953299;969016800;62955470021,32;25686;5338639,19;2023-01-01
912;20204;Elo;Débito;Outros;166500888;64526987;740798423;58681486359,77;0;0,0;2020-10-01
913;20221;Outras;Crédito;Outros;223571;176005;63065;18605657,0;1;51,69;2022-01-01
914;20213;Elo;Crédito;Intermediário;4695150;2308085;30386639;3219864155,53;13851;1699406,18;2021-07-01
915;20204;VISA;Crédito;Empresarial;1576830;905530;22806353;6156339994,15;270175;260813121,11;2020-10-01
916;20223;VISA;Débito;Outros;1109;145;11124;640756,84;0;0,0;2022-07-01
917;20233;Elo;Débito;Outros;108670;82821;436696;48226629,0;0;0,0;2023-07-01
918;20202;Bandeira própria;Pré-Pago;Outros;424014;283751;404418462;1328113111,33;0;0,0;2020-04-01
919;20213;VISA;Pré-Pago;Outros;18786125;6039193;108683166;5053125032,17;201324;26462967,43;2021-07-01
920;20232;MasterCard;Crédito;Básico Internacional;101374895;28740587;326593273;32168488962,93;692014;109010693,09;2023-04-01
921;20211;VISA;Débito;Outros;434;388;5445;319205,07;0;0,0;2021-01-01
922;20201;MasterCard;Crédito;Premium;2115804;1734125;116614320;20512352844,16;4031945;1880555105,07;2020-01-01
923;20202;MasterCard;Crédito;Básico Nacional;23220661;6551268;54617933;4884144221,11;35395;2233708,36;2020-04-01
924;20221;Bandeira própria;Pré-Pago;Outros;728188;728187;524274375;1356601361,6;0;0,0;2022-01-01
925;20212;MasterCard;Pré-Pago;Premium;90;19;88;4274,33;0;0,0;2021-04-01
926;20204;Elo;Pré-Pago;Outros;125660;17825;285394;22414314,42;83;1383,42;2020-10-01
927;20221;MasterCard;Crédito;Platinum;14213980;11379451;392165090;49960210378,55;3058859;831453504,12;2022-01-01
928;20202;MasterCard;Pré-Pago;Empresarial;8;2;5;55,51;0;0,0;2020-04-01
929;20203;VISA;Crédito;Corporativo;573243;290925;2622860;893139540,7;62639;101078952,67;2020-07-01
930;20233;VISA;Débito;Premium;806170;445611;14858960;1395629593,7;679;167956,13;2023-07-01
931;20222;Elo;Débito;Empresarial;969653;365152;8348407;1225141632,71;0;0,0;2022-04-01
932;20221;Elo;Débito;Básico Nacional;43552033;16693896;414988527;25657831419,05;0;0,0;2022-01-01
933;20212;MasterCard;Crédito;Básico Internacional;34038749;11751706;197785125;19094115426,76;638545;120464517,65;2021-04-01
934;20242;Hipercard;Crédito;Empresarial;11;3;1;0,01;1;0,01;2024-04-01
935;20221;Hipercard;Crédito;Platinum;1994081;1870770;31195618;5222353043,36;1;0,01;2022-01-01
936;20241;VISA;Débito;Outros;84199;40347;937991;175922611,73;0;0,0;2024-01-01
937;20203;American Express;Crédito;Platinum;1435;1435;1435;288740,62;3;796,46;2020-07-01
938;20202;VISA;Crédito;Outros;4869793;763413;8842941;1100111268,73;32921;6419075,83;2020-04-01
939;20222;Elo;Crédito;Empresarial;503594;282292;6130762;1716949054,49;7044;4667369,32;2022-04-01
940;20241;Elo;Débito;Básico Internacional;685207;571040;2395373;138920159,65;27;11322,18;2024-01-01
941;20234;Elo;Crédito;Intermediário;9185283;3329526;53316029;6227873793,13;22628;2891331,85;2023-10-01
942;20234;Elo;Débito;Empresarial;979821;417472;9631656;1296645105,55;0;0,0;2023-10-01
943;20232;MasterCard;Pré-Pago;Platinum;6535076;3171182;92374564;4286878809,75;0;0,0;2023-04-01
944;20203;VISA;Crédito;Básico Nacional;23141328;10367021;145167507;12915276556,63;145769;17378598,42;2020-07-01
945;20233;American Express;Crédito;Básico Nacional;40031;31757;740417;101984066,44;3807;1296759,83;2023-07-01
946;20234;Bandeira própria;Crédito;Básico Nacional;6938492;1498860;7553689;1144811680,67;0;0,0;2023-10-01
947;20211;VISA;Débito;Básico Internacional;107063442;30436482;587188455;42235032393,55;26539;5420062,87;2021-01-01
948;20212;Hipercard;Crédito;Empresarial;1722;1098;8087;3830757,18;4;379,2;2021-04-01
949;20204;VISA;Débito;Intermediário;3033805;2096329;53462086;4715221470,46;249;58058,45;2020-10-01
950;20201;MasterCard;Débito;Básico Nacional;906973;481868;11130294;767329324,73;57;24653,31;2020-01-01
951;20202;Hipercard;Crédito;Platinum;633711;594405;1976843;331935735,39;1;0,01;2020-04-01
952;20224;VISA;Débito;Empresarial;1312146;534592;19714741;2618721120,64;2561;656622,51;2022-10-01
953;20231;MasterCard;Pré-Pago;Corporativo;3839272;2016665;29565846;1493510145,96;114827;8006008,45;2023-01-01
954;20233;Elo;Crédito;Corporativo;22346;9267;96921;109810778,15;515;572583,86;2023-07-01
955;20242;Outras;Débito;Corporativo;390394;46256;107665;8669232,1;0;0,0;2024-04-01
956;20241;Elo;Pré-Pago;Básico Internacional;43493425;4102274;22086713;1166542521,32;4607;1090656,34;2024-01-01
957;20203;MasterCard;Crédito;Corporativo;130216;72115;1469340;419215556,78;43372;70090961,18;2020-07-01
958;20224;Elo;Crédito;Empresarial;516056;311457;6474656;1867319339,36;8075;5690186,61;2022-10-01
959;20231;VISA;Pré-Pago;Empresarial;6012;2504;43976;5733548,8;0;0,0;2023-01-01
960;20214;Bandeira própria;Crédito;Básico Nacional;1598596;528985;3018618;560678462,07;0;0,0;2021-10-01
961;20213;MasterCard;Pré-Pago;Básico Nacional;301240;222688;983223;186893295,99;5675;623352,07;2021-07-01
962;20234;VISA;Crédito;Empresarial;2979194;1745936;46109348;13894593836,55;478547;390529154,3;2023-10-01
963;20212;VISA;Pré-Pago;Básico Internacional;14193404;5385862;49966071;2521142107,53;204091;37287196,96;2021-04-01
964;20241;VISA;Pré-Pago;Outros;21008233;3943159;62625252;3024343212,84;80660;9357121,77;2024-01-01
965;20242;Elo;Pré-Pago;Corporativo;551198;540727;1365472;80875740,29;0;0,0;2024-04-01
966;20222;Elo;Débito;Outros;148668067;30594493;468783236;27735603154,95;0;0,0;2022-04-01
967;20213;MasterCard;Pré-Pago;Premium;8012;4315;48218;2878896,24;0;0,0;2021-07-01
968;20223;MasterCard;Crédito;Premium;3774073;3148482;213194750;42761201582,35;4958524;2733147355,28;2022-07-01
969;20222;MasterCard;Débito;Platinum;847079;547347;15338763;1211522227,2;6401;2804182,06;2022-04-01
970;20213;American Express;Crédito;Premium;425658;327600;10401286;2921995387,49;191562;207424447,5;2021-07-01
971;20222;VISA;Débito;Platinum;1857819;1108246;40943249;3801196501,06;522;113435,35;2022-04-01
972;20204;MasterCard;Crédito;Corporativo;139797;76234;1973183;618767742,87;55992;83570214,94;2020-10-01
973;20221;Elo;Pré-Pago;Básico Nacional;4389031;78591;149382;5718534,44;27;1839,4;2022-01-01
974;20211;MasterCard;Débito;Empresarial;1136150;351881;8585920;641504113,96;50;24413,73;2021-01-01
975;20233;VISA;Pré-Pago;Corporativo;982415;101016;4044890;447884163,26;423824;118276407,13;2023-07-01
976;20234;American Express;Crédito;Corporativo;64609;46352;1199562;1053343512,22;91767;121483312,1;2023-10-01
977;20242;Elo;Crédito;Outros;276579;228009;12610223;2909514061,02;37987;19698570,21;2024-04-01
978;20241;VISA;Crédito;Intermediário;37970882;24484162;446484823;51922703825,95;1391438;281151792,43;2024-01-01
979;20202;MasterCard;Pré-Pago;Platinum;413543;174214;1781666;115164638,12;0;0,0;2020-04-01
980;20223;Hipercard;Crédito;Empresarial;1530;915;7924;4327977,18;1;0,01;2022-07-01
981;20232;MasterCard;Pré-Pago;Básico Internacional;7101585;691199;3654525;209037200,6;3837;760467,01;2023-04-01
982;20204;MasterCard;Pré-Pago;Outros;11309518;2170304;26632439;1642485857,9;212253;30856438,99;2020-10-01
983;20202;MasterCard;Crédito;Básico Internacional;17062620;9116237;111023481;10850334297,96;483288;83836375,26;2020-04-01
984;20213;MasterCard;Débito;Básico Nacional;607829;414243;10634655;829464733,73;15;5675,15;2021-07-01
985;20232;VISA;Débito;Empresarial;1447231;589905;19735442;2439049675,45;2763;649510,46;2023-04-01
986;20213;Elo;Crédito;Outros;340664;211823;6827807;1309344230,59;9221;7082388,09;2021-07-01
987;20223;MasterCard;Débito;Premium;534324;305392;6055349;473526884,56;1141;673363,24;2022-07-01
988;20221;VISA;Pré-Pago;Outros;21597420;7106387;112939655;5416792519,22;153622;25725573,3;2022-01-01
989;20201;Elo;Crédito;Corporativo;25057;14393;36725;107512874,04;368;382921,78;2020-01-01
990;20231;American Express;Crédito;Premium;274;247;12932;14985733,22;1336;5500261,66;2023-01-01
991;20201;MasterCard;Crédito;Corporativo;127079;84561;2669877;875597372,43;186003;131507911,11;2020-01-01
992;20232;VISA;Pré-Pago;Básico Nacional;14399570;3761927;62845574;3545993728,3;553;89153,12;2023-04-01
993;20224;MasterCard;Débito;Intermediário;79261084;51571954;1000570975;54609283243,88;37872;8291004,7;2022-10-01
994;20241;American Express;Crédito;Platinum;18038;15453;400413;55964476,41;2172;956959,47;2024-01-01
995;20202;Hipercard;Crédito;Empresarial;1947;1302;6708;5231052,94;1;0,01;2020-04-01
996;20234;Elo;Crédito;Básico Internacional;4226091;2343141;49915459;8618416177,19;67247;29286583,63;2023-10-01
997;20202;VISA;Crédito;Corporativo;582477;308671;2126425;694049195,18;36329;62163598,17;2020-04-01
998;20231;Elo;Crédito;Básico Internacional;5238469;2726610;52775154;9351868237,42;67466;35474534,68;2023-01-01
999;20233;VISA;Débito;Empresarial;1508436;589645;22579892;2673685213,76;3382;794479,61;2023-07-01
1000;20222;MasterCard;Pré-Pago;Básico Nacional;268131;197191;1162583;121335504,07;4600;520927,66;2022-04-01
1001;20221;MasterCard;Pré-Pago;Premium;94947;50857;974849;63743273,88;0;0,0;2022-01-01
1002;20242;VISA;Crédito;Corporativo;658358;365254;7086460;3094427291,58;407376;380439738,77;2024-04-01
1003;20214;MasterCard;Crédito;Básico Internacional;53827173;19874833;269680145;25559908991,32;841473;168568281,17;2021-10-01
1004;20242;Elo;Pré-Pago;Básico Nacional;3694833;1632;14812;810767,39;0;0,0;2024-04-01
1005;20213;Elo;Crédito;Premium;41389;12855;1460795;281838595,45;1772;1087341,9;2021-07-01
1006;20242;MasterCard;Pré-Pago;Empresarial;3894245;888244;40821795;2327552872,19;4287;786726,74;2024-04-01
1007;20214;VISA;Crédito;Intermediário;30107975;20194853;400589999;47585743509,61;1026515;236769941,46;2021-10-01
1008;20242;Elo;Pré-Pago;Intermediário;17903154;145491;1127109;58115338,02;0;0,0;2024-04-01
1009;20203;Elo;Pré-Pago;Básico Nacional;3429233;143961;398286;35646432,59;128;6568,9;2020-07-01
1010;20202;American Express;Crédito;Intermediário;515643;317685;6843436;1063460608,5;9083;3696690,11;2020-04-01
1011;20203;Elo;Crédito;Empresarial;462185;208126;4180219;980110414,47;5785;2817142,03;2020-07-01
1012;20202;VISA;Pré-Pago;Básico Internacional;12376936;3426556;4878452;297863743,5;1416034;190151466,65;2020-04-01
1013;20202;MasterCard;Crédito;Outros;15416352;5336429;46844539;4584922024,58;92246;9044480,87;2020-04-01
1014;20211;VISA;Pré-Pago;Básico Internacional;13099724;4704716;33522949;1814423198,38;222125;37249498,14;2021-01-01
1015;20211;Hipercard;Crédito;Empresarial;1801;1175;8587;4150206,45;1;0,01;2021-01-01
1016;20214;Elo;Crédito;Outros;421077;251243;8384086;1639441447,94;13067;8966040,81;2021-10-01
1017;20233;MasterCard;Pré-Pago;Corporativo;2791853;1285594;29860976;1497031643,86;81070;1214989,8;2023-07-01
1018;20223;American Express;Crédito;Básico Nacional;46708;37821;835587;120233762,91;4380;1777043,44;2022-07-01
1019;20213;MasterCard;Pré-Pago;Outros;16618487;3988589;27314491;1533805851,6;179320;28392753,56;2021-07-01
1020;20213;MasterCard;Crédito;Corporativo;143177;79469;2622925;926520564,28;70836;105918762,98;2021-07-01
1021;20213;Elo;Débito;Básico Nacional;190446455;67003336;943992770;57773643218,21;0;0,0;2021-07-01
1022;20221;MasterCard;Crédito;Intermediário;95287054;61858973;1085973383;106876803059,38;4228086;593363731,5;2022-01-01
1023;20233;Elo;Débito;Básico Internacional;668149;563231;2310800;134447653,59;0;0,0;2023-07-01
1024;20211;VISA;Crédito;Básico Internacional;23795543;12687070;219453791;21913714959,81;587336;92384682,31;2021-01-01
1025;20231;Elo;Crédito;Platinum;158984;83916;2895827;457166237,21;3868;1064457,88;2023-01-01
1026;20231;Hipercard;Crédito;Platinum;1397499;1308215;22846812;4032564397,95;1;0,01;2023-01-01
1027;20214;VISA;Pré-Pago;Básico Internacional;16609832;6652627;72201172;3727711788,31;413383;80571673,82;2021-10-01
1028;20204;Bandeira própria;Débito;Outros;1033417;384728;5182151;410556025,69;0;0,0;2020-10-01
1029;20212;MasterCard;Débito;Básico Nacional;610839;418200;9834918;775288217,31;15;6092,88;2021-04-01
1030;20213;Elo;Pré-Pago;Outros;194283;26868;232376;19478609,86;9;279,71;2021-07-01
1031;20202;VISA;Débito;Intermediário;2929333;2064998;32694759;2781901009,02;194;38127,24;2020-04-01
1032;20224;MasterCard;Pré-Pago;Outros;19662237;2479793;35540447;1822007723,74;121521;26291332,47;2022-10-01
1033;20204;Elo;Crédito;Empresarial;484903;231932;4838185;1181316244,39;13629;3124589,26;2020-10-01
1034;20203;Elo;Débito;Básico Nacional;206169023;74772472;1052717581;91186778533,76;0;0,0;2020-07-01
1035;20204;MasterCard;Crédito;Premium;2137910;1749926;114805935;23885256973,67;1264287;643410492,1;2020-10-01
1036;20211;VISA;Pré-Pago;Outros;10216062;3540331;48508449;2772205812,06;105828;12813917,84;2021-01-01
1037;20212;Elo;Crédito;Intermediário;3985409;2248038;28553792;3016644660,65;10307;1527344,32;2021-04-01
1038;20233;VISA;Crédito;Básico Internacional;50495470;20002324;315503389;34024866675,34;929914;163502267,13;2023-07-01
1039;20233;Bandeira própria;Crédito;Básico Nacional;6716048;1463331;7189745;1036996040,83;0;0,0;2023-07-01
1040;20231;VISA;Pré-Pago;Corporativo;1163212;115701;3967951;447392651,41;363082;110299575,34;2023-01-01
1041;20211;VISA;Crédito;Intermediário;16164816;10708426;230787322;28052183380,79;642253;131835593,56;2021-01-01
1042;20203;Bandeira própria;Débito;Outros;1038070;412810;4319667;335271880,31;0;0,0;2020-07-01
1043;20212;VISA;Débito;Empresarial;1567426;639333;19725677;2560014306,78;1229;433700,71;2021-04-01
1044;20201;VISA;Débito;Outros;338;97;254;55049,5;0;0,0;2020-01-01
1045;20212;MasterCard;Débito;Platinum;839380;374170;7642209;719258023,4;496;189849,22;2021-04-01
1046;20241;MasterCard;Pré-Pago;Básico Nacional;2234262;154077;1254628;60824123,65;4575;328422,68;2024-01-01
1047;20211;MasterCard;Débito;Intermediário;55024402;35952526;594022420;37347292655,91;14076;3498375,8;2021-01-01
1048;20211;VISA;Débito;Intermediário;2265079;1385961;44069797;3772655423,42;363;77449,04;2021-01-01
1049;20211;VISA;Débito;Empresarial;1542090;628122;19373465;2523379826,95;1223;422928,1;2021-01-01
1050;20214;Elo;Pré-Pago;Básico Nacional;4225964;115919;227810;9015065,24;90;3513,36;2021-10-01
1051;20202;MasterCard;Crédito;Platinum;6908705;5579547;155567561;21963172380,71;1304010;275965349,72;2020-04-01
1052;20234;VISA;Crédito;Outros;1964688;1018641;9442097;1962930591,32;136198;128952366,43;2023-10-01
1053;20213;VISA;Débito;Premium;615164;319925;9344017;1008930504,29;231;45454,26;2021-07-01
1054;20204;Elo;Crédito;Básico Nacional;4158451;2189038;56913257;5663365486,97;20952;6542638,91;2020-10-01
1055;20234;Elo;Pré-Pago;Premium;5657;0;929;60127,89;0;0,0;2023-10-01
1056;20203;Hipercard;Crédito;Platinum;3519335;3293186;41630488;6865188777,45;1;0,01;2020-07-01
1057;20223;American Express;Crédito;Empresarial;23058;17278;553561;375679694,05;25046;42920146,24;2022-07-01
1058;20224;MasterCard;Crédito;Básico Nacional;24148581;5622210;74176235;7909605378,55;78280;2527215,78;2022-10-01
1059;20242;Elo;Crédito;Básico Internacional;3985112;2104518;46720493;8195857472,26;62139;27736079,9;2024-04-01
1060;20211;VISA;Débito;Platinum;1790585;1061812;32039326;3137991671,63;195;49756,09;2021-01-01
1061;20201;Hipercard;Crédito;Empresarial;2002;1462;10936;5571694,55;1;0,01;2020-01-01
1062;20224;VISA;Débito;Intermediário;8816363;5234087;124668094;8148463255,17;1245;215920,03;2022-10-01
1063;20213;MasterCard;Débito;Básico Internacional;44391298;18614809;606390215;39981215572,88;41259;12097827,88;2021-07-01
1064;20234;VISA;Pré-Pago;Empresarial;1007396;315415;3490051;210768082,0;6519;3147858,52;2023-10-01
1065;20222;Bandeira própria;Pré-Pago;Outros;633153;633152;603898157;1399235376,45;0;0,0;2022-04-01
1066;20201;MasterCard;Crédito;Intermediário;49253636;39723187;741970620;67312086023,4;3269297;484962224,68;2020-01-01
1067;20232;MasterCard;Crédito;Intermediário;105877881;62133485;1341614157;127325055741,87;5700896;748094906,13;2023-04-01
1068;20214;VISA;Débito;Corporativo;315351;3;1;12450,07;2;44,72;2021-10-01
1069;20212;VISA;Crédito;Intermediário;19168213;12504120;258506022;31191494103,93;670012;135401971,45;2021-04-01
1070;20222;Outras;Débito;Outros;3467849;1879740;43138415;4188472409,69;0;0,0;2022-04-01
1071;20202;Outras;Crédito;Intermediário;13292;5955;43870;6888501,44;192;35189,23;2020-04-01
1072;20212;American Express;Crédito;Premium;427620;309898;8851193;2390098347,88;154478;134951725,75;2021-04-01
1073;20232;Elo;Débito;Básico Internacional;98280;81281;889020;46126577,67;0;0,0;2023-04-01
1074;20221;Elo;Crédito;Outros;4171284;1936903;38789091;4875419385,53;44493;25371833,35;2022-01-01
1075;20201;Elo;Crédito;Premium;25358;22378;1071754;169844188,52;6714;2908440,95;2020-01-01
1076;20203;VISA;Débito;Empresarial;1564874;601899;17278620;2317281392,49;769;187851,84;2020-07-01
1077;20242;MasterCard;Crédito;Básico Internacional;104774608;27179750;345560844;36367697521,91;740275;114723371,29;2024-04-01
1078;20213;MasterCard;Pré-Pago;Intermediário;25120082;14507374;438327831;16297156407,39;0;0,0;2021-07-01
1079;20242;Elo;Crédito;Básico Nacional;4987544;2791665;76253907;8389456258,66;74392;27604677,47;2024-04-01
