;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
1080;20223;MasterCard;Débito;Básico Nacional;476896;352640;10773529;836124906,56;21;14145,2;2022-07-01
1081;20202;Outras;Crédito;Básico Nacional;23558;11604;131;53502,47;0;0,0;2020-04-01
1082;20201;MasterCard;Débito;Empresarial;668464;164463;2881831;221129534,29;136;78955,41;2020-01-01
1083;20232;Elo;Débito;Empresarial;1113512;391947;8893914;1205386741,05;0;0,0;2023-04-01
1084;20212;VISA;Pré-Pago;Empresarial;3059;1827;30722;3755726,64;0;0,0;2021-04-01
1085;20222;Elo;Crédito;Corporativo;23637;11328;68190;112845441,47;725;299052,17;2022-04-01
1086;20213;MasterCard;Crédito;Empresarial;3923070;2165451;32379223;8002718575,3;380557;242147099,68;2021-07-01
1087;20214;VISA;Crédito;Platinum;9031239;6543343;263253690;41549743917,25;1713279;668518792,93;2021-10-01
1088;20203;Elo;Pré-Pago;Básico Internacional;5703844;2824555;21193530;992994295,31;0;0,0;2020-07-01
1089;20211;VISA;Crédito;Básico Nacional;24299739;10553640;164405161;14470544825,41;147701;19136469,55;2021-01-01
1090;20232;VISA;Pré-Pago;Corporativo;809572;105933;4049559;453078997,74;398557;117486777,07;2023-04-01
1091;20233;Bandeira própria;Débito;Outros;19146;12556;89406;6434857,25;0;0,0;2023-07-01
1092;20203;MasterCard;Crédito;Intermediário;50069746;39872623;715710773;72733454443,25;2363567;290246615,41;2020-07-01
1093;20223;VISA;Pré-Pago;Empresarial;4427;2208;39761;4982622,56;0;0,0;2022-07-01
1094;20224;American Express;Crédito;Corporativo;72604;54156;1183967;1006081434,9;97024;141684738,76;2022-10-01
1095;20222;MasterCard;Crédito;Intermediário;101075442;64928405;1192997274;118617439095,04;4774381;689095841,74;2022-04-01
1096;20213;VISA;Pré-Pago;Básico Internacional;15497035;5996427;61947658;3052113667,16;271476;51486708,17;2021-07-01
1097;20231;MasterCard;Crédito;Corporativo;176873;111215;4252230;2171175795,33;239077;256645002,15;2023-01-01
1098;20234;Hipercard;Crédito;Intermediário;399;16;80;10387,99;1;0,01;2023-10-01
1099;20233;VISA;Débito;Intermediário;11852380;5954199;168820655;9369203972,43;2072;311260,64;2023-07-01
1100;20213;Hipercard;Crédito;Platinum;2382468;2235699;37081916;5945029801,85;1;0,01;2021-07-01
1101;20211;Bandeira própria;Crédito;Outros;12211981;4657151;10606973;1483177051,86;0;0,0;2021-01-01
1102;20214;American Express;Crédito;Premium;462323;352629;11856428;3520048325,43;237910;260999289,22;2021-10-01
1103;20241;VISA;Débito;Intermediário;10416591;5178670;133488249;7857771271,99;1641;242706,98;2024-01-01
1104;20203;MasterCard;Pré-Pago;Básico Internacional;3408203;520731;4279787;406438812,56;53787;11856988,78;2020-07-01
1105;20241;MasterCard;Crédito;Premium;6888959;5006580;372680368;71425168453,33;7735559;4139760557,85;2024-01-01
1106;20241;Elo;Débito;Empresarial;989310;412491;8961216;1156809016,27;0;0,0;2024-01-01
1107;20241;MasterCard;Débito;Outros;685994;179243;4748694;235503194,35;1686;885313,59;2024-01-01
1108;20221;MasterCard;Pré-Pago;Platinum;4596603;2534201;61820151;3040184638,17;0;0,0;2022-01-01
1109;20204;VISA;Débito;Empresarial;1563115;619288;20872758;2926086735,42;1419;528985,59;2020-10-01
1110;20232;MasterCard;Crédito;Outros;2126707;516366;12804408;817933652,64;4231;793764,96;2023-04-01
1111;20214;Elo;Crédito;Corporativo;23769;12051;57961;119311949,9;148;172273,65;2021-10-01
1112;20204;Hipercard;Crédito;Intermediário;6394;2387;38455;3579267,24;1;0,01;2020-10-01
1113;20232;VISA;Crédito;Premium;6302843;4291546;248717590;47803096252,27;3995590;2228618633,56;2023-04-01
1114;20234;Elo;Pré-Pago;Intermediário;16025929;197841;1178470;55350750,44;0;0,0;2023-10-01
1115;20224;Elo;Crédito;Intermediário;4417447;1417276;23308561;2901284275,2;3645;567274,96;2022-10-01
1116;20213;Outras;Débito;Outros;3456113;1807797;42458780;3976732984,82;0;0,0;2021-07-01
1117;20231;MasterCard;Débito;Básico Internacional;47908927;17374885;506151713;34087147621,78;51594;15124644,97;2023-01-01
1118;20221;VISA;Crédito;Platinum;9719883;7163107;261907633;40626908497,97;1864880;743054917,01;2022-01-01
1119;20222;MasterCard;Pré-Pago;Intermediário;36473527;21993704;781314885;29305272420,93;0;0,0;2022-04-01
1120;20241;American Express;Crédito;Intermediário;325162;228302;7748643;1384453918,85;65618;33204439,78;2024-01-01
1121;20234;Elo;Crédito;Platinum;185787;120480;3470666;537781942,53;5369;1296761,01;2023-10-01
1122;20222;Elo;Pré-Pago;Outros;28731298;1657243;2148402;94489423,3;0;0,0;2022-04-01
1123;20231;Elo;Débito;Básico Internacional;33555339;11109331;306697350;17441848077,05;0;0,0;2023-01-01
1124;20222;Hipercard;Crédito;Intermediário;4832;1626;19891;2095032,63;2;0,02;2022-04-01
1125;20242;VISA;Pré-Pago;Empresarial;1640903;471946;3190543;178867373,58;9750;3180087,59;2024-04-01
1126;20214;Elo;Crédito;Empresarial;507197;268219;5866848;1548717139,49;5719;3237661,22;2021-10-01
1127;20201;MasterCard;Pré-Pago;Básico Internacional;178252;8837;201146;16913067,02;39000;7415690,58;2020-01-01
1128;20242;MasterCard;Pré-Pago;Intermediário;60318579;30695205;1305232639;45529412810,19;0;0,0;2024-04-01
1129;20222;VISA;Pré-Pago;Empresarial;4210;2196;38839;5161115,42;0;0,0;2022-04-01
1130;20231;Outras;Crédito;Outros;101014;83496;40773;14185080,48;2;3747,48;2023-01-01
1131;20214;Hipercard;Crédito;Intermediário;5121;1804;22191;2188635,26;1;0,01;2021-10-01
1132;20222;Bandeira própria;Crédito;Básico Nacional;28189;1611;2980;341503,09;0;0,0;2022-04-01
1133;20222;VISA;Crédito;Empresarial;2224504;1402477;35075128;10676310672,61;407073;364227820,05;2022-04-01
1134;20241;MasterCard;Débito;Premium;593144;333937;8032007;570464259,21;1532;658645,78;2024-01-01
1135;20231;MasterCard;Pré-Pago;Intermediário;46261543;26604871;1010684818;36469312550,19;1;0,01;2023-01-01
1136;20234;MasterCard;Pré-Pago;Intermediário;55774447;30670981;1339872030;48898934454,46;1;0,01;2023-10-01
1137;20231;MasterCard;Débito;Platinum;983393;626048;16490104;1227711012,89;5250;2373910,69;2023-01-01
1138;20233;Elo;Pré-Pago;Premium;5101;0;1201;79469,8;0;0,0;2023-07-01
1139;20202;Elo;Crédito;Premium;24841;22240;663004;124132608,26;822;540998,22;2020-04-01
1140;20233;VISA;Crédito;Outros;1823434;990497;8849119;1656137840,93;128230;125560357,51;2023-07-01
1141;20224;Elo;Débito;Empresarial;1059146;377031;8673219;1278590451,22;0;0,0;2022-10-01
1142;20241;VISA;Crédito;Corporativo;638024;358295;5854214;2508559262,61;309554;297797031,77;2024-01-01
1143;20204;Outras;Crédito;Intermediário;7766;6710;57043;10090034,07;118;58099,42;2020-10-01
1144;20224;MasterCard;Débito;Básico Nacional;470295;346920;11046033;873913529,57;23;13274,56;2022-10-01
1145;20233;MasterCard;Débito;Empresarial;2190915;692544;14482146;940794060,56;13;4419,28;2023-07-01
1146;20213;Outras;Crédito;Outros;174227;101247;78985;20887549,58;0;0,0;2021-07-01
1147;20234;Hipercard;Crédito;Empresarial;11;3;1;0,01;1;0,01;2023-10-01
1148;20223;Outras;Débito;Outros;3377529;1789924;42909993;4062579835,49;0;0,0;2022-07-01
1149;20201;VISA;Crédito;Básico Nacional;22136095;10131027;153218541;12727401012,88;183565;22854371,02;2020-01-01
1150;20221;MasterCard;Crédito;Empresarial;5049286;2850423;36813245;9356395896,92;438816;290291480,63;2022-01-01
1151;20214;Outras;Crédito;Outros;165880;99808;75795;18412813,63;4;218,75;2021-10-01
1152;20224;VISA;Débito;Básico Internacional;173064052;42318005;1066918823;71410378415,14;21699;4460274,76;2022-10-01
1153;20232;Outras;Crédito;Básico Internacional;97834;81501;38129;14120840,05;5;1246,96;2023-04-01
1154;20214;VISA;Débito;Premium;639171;319451;10906614;1197767263,73;394;94157,21;2021-10-01
1155;20213;MasterCard;Pré-Pago;Básico Internacional;1016;711;194;10671,12;0;0,0;2021-07-01
1156;20213;Elo;Pré-Pago;Básico Nacional;4373487;167013;369536;16065364,0;34;6704,42;2021-07-01
1157;20241;Elo;Débito;Outros;144033;90123;386491;43464342,98;0;0,0;2024-01-01
1158;20234;MasterCard;Pré-Pago;Premium;307974;137493;4503548;298509967,8;0;0,0;2023-10-01
1159;20211;Elo;Pré-Pago;Básico Nacional;4073970;171498;437553;28076528,78;62;8905,27;2021-01-01
1160;20223;MasterCard;Crédito;Outros;20760074;6627132;80556456;8942203622,2;90668;15327717,75;2022-07-01
1161;20202;Elo;Crédito;Platinum;45831;39918;842512;134616385,19;881;143443,8;2020-04-01
1162;20242;MasterCard;Crédito;Corporativo;11062331;2466186;33920946;5171813539,81;526487;458817947,67;2024-04-01
1163;20231;MasterCard;Débito;Empresarial;2014980;678542;13774008;937321728,6;37;32060,31;2023-01-01
1164;20232;VISA;Pré-Pago;Básico Internacional;32232158;11664389;142465918;6355933334,71;1422014;257934437,89;2023-04-01
1165;20242;MasterCard;Pré-Pago;Básico Internacional;2162916;375765;5834066;348545995,25;35136;5743251,85;2024-04-01
1166;20213;MasterCard;Crédito;Básico Nacional;23061863;5683283;66462632;6362094577,79;22845;1791486,99;2021-07-01
1167;20223;Elo;Débito;Empresarial;1009315;366055;8409745;1252153290,66;0;0,0;2022-07-01
1168;20213;MasterCard;Crédito;Outros;18330248;6299101;77667820;7990023727,08;100827;14019991,03;2021-07-01
1169;20213;VISA;Pré-Pago;Básico Nacional;5364706;1125609;10243049;1831563263,96;90;43865,23;2021-07-01
1170;20202;VISA;Crédito;Básico Nacional;22344647;10373478;127785246;10993790945,41;152383;14925628,59;2020-04-01
1171;20241;VISA;Débito;Básico Nacional;14288302;7912061;216268796;13836403030,61;5063;611364,2;2024-01-01
1172;20242;Elo;Débito;Básico Nacional;203348580;36332069;849552411;49149055132,21;0;0,0;2024-04-01
1173;20222;VISA;Débito;Intermediário;7628314;4427899;98060051;6728117871,25;955;175433,91;2022-04-01
1174;20211;Elo;Débito;Básico Internacional;4474;1104;4397;304132,84;0;0,0;2021-01-01
1175;20221;Elo;Débito;Empresarial;954135;369670;8102279;1152982519,94;0;0,0;2022-01-01
1176;20224;Elo;Pré-Pago;Outros;32320201;1702483;1538919;64421724,71;0;0,0;2022-10-01
1177;20211;Elo;Débito;Básico Nacional;204691343;81049998;947102111;59296968332,87;0;0,0;2021-01-01
1178;20214;MasterCard;Crédito;Intermediário;88927582;58155459;1096623143;111344051277,02;4118862;585075782,62;2021-10-01
1179;20241;Elo;Crédito;Outros;284011;236047;12953917;3013179063,94;40987;24436979,98;2024-01-01
1180;20204;VISA;Pré-Pago;Básico Internacional;12643793;4618737;30708128;1670327569,71;577353;85721371,74;2020-10-01
1181;20231;MasterCard;Crédito;Básico Nacional;23770058;5205612;63634917;6739899224,04;72033;2324832,27;2023-01-01
1182;20202;VISA;Crédito;Básico Internacional;22454379;13130233;174810015;16682008058,5;640858;73590644,6;2020-04-01
1183;20224;VISA;Crédito;Empresarial;2559216;1681020;46845645;12457878609,77;447645;392005239,0;2022-10-01
1184;20212;VISA;Crédito;Básico Nacional;23772765;10824479;174487111;15422381551,3;143561;19346557,41;2021-04-01
1185;20212;Elo;Crédito;Platinum;58617;49296;1264700;199448785,61;1239;301126,71;2021-04-01
1186;20222;Elo;Débito;Básico Nacional;43249956;17096199;431068245;27450585149,77;0;0,0;2022-04-01
1187;20211;Bandeira própria;Débito;Outros;1042940;388891;4197391;321781870,89;0;0,0;2021-01-01
1188;20233;MasterCard;Crédito;Intermediário;121296358;66823300;1393578429;130746889907,32;6294155;801212511,38;2023-07-01
1189;20234;VISA;Crédito;Básico Nacional;22592647;10567874;220084964;21691092949,1;279820;45018373,75;2023-10-01
1190;20221;Elo;Pré-Pago;Básico Internacional;5131220;3357944;22606277;1002374963,31;655;125157,95;2022-01-01
1191;20232;Elo;Crédito;Platinum;163571;85227;3130265;473406392,1;4826;1169363,35;2023-04-01
1192;20224;VISA;Pré-Pago;Básico Internacional;21049727;8247898;91955370;4922124932,7;1229988;231623518,19;2022-10-01
1193;20241;Bandeira própria;Pré-Pago;Outros;744380;744379;987567281;2132940096,06;0;0,0;2024-01-01
1194;20241;MasterCard;Débito;Platinum;1008277;477644;14584771;1060445109,92;4847;2152590,89;2024-01-01
1195;20242;MasterCard;Pré-Pago;Outros;14380998;989134;6954089;327417025,5;51228;7501334,65;2024-04-01
1196;20214;Hipercard;Crédito;Platinum;2186893;2053870;36896438;6097236557,23;1;0,01;2021-10-01
1197;20241;VISA;Débito;Básico Internacional;164968149;40943031;1044147537;65300352694,44;29792;5991765,03;2024-01-01
1198;20201;Elo;Pré-Pago;Outros;27988;2569;40552;2097101,87;56;4601,03;2020-01-01
1199;20212;Elo;Crédito;Premium;35706;32292;1192657;230789941,4;1217;586176,68;2021-04-01
1200;20232;Hipercard;Crédito;Intermediário;402;17;96;11612,96;1;0,01;2023-04-01
1201;20222;VISA;Pré-Pago;Outros;22183203;6835667;118502759;5751389953,09;190752;30952018,77;2022-04-01
1202;20212;Outras;Crédito;Intermediário;21369;11453;77404;10935104,26;0;0,0;2021-04-01
1203;20242;Elo;Crédito;Premium;270120;248100;8812158;1745504909,79;26127;11703965,06;2024-04-01
1204;20232;VISA;Débito;Premium;769712;424322;13696449;1303434441,39;657;121076,68;2023-04-01
1205;20214;MasterCard;Crédito;Platinum;13276344;10792993;416489949;53878333797,19;3081224;806383366,82;2021-10-01
1206;20202;VISA;Crédito;Platinum;5979806;4399758;139911866;19940823715,43;1068925;229551892,68;2020-04-01
1207;20201;MasterCard;Pré-Pago;Outros;12571862;2771629;27419435;2162745262,98;394423;68959372,13;2020-01-01
1208;20233;Elo;Crédito;Básico Nacional;3828873;2367964;69084670;7852445274,39;52240;20280133,73;2023-07-01
1209;20234;Elo;Crédito;Corporativo;21534;8793;96665;109106541,79;601;738157,43;2023-10-01
1210;20242;MasterCard;Pré-Pago;Básico Nacional;2134080;144156;1994848;108434039,22;5012;421709,25;2024-04-01
1211;20223;American Express;Crédito;Platinum;4713;4091;123614;31758640,77;3399;2751661,77;2022-07-01
1212;20232;VISA;Pré-Pago;Outros;20036717;4427963;79117162;3862869107,55;67577;9743208,43;2023-04-01
1213;20223;VISA;Crédito;Básico Nacional;23821985;11800951;224460147;21176856278,35;240581;43658044,9;2022-07-01
1214;20231;Elo;Pré-Pago;Intermediário;12003987;171149;918175;39883206,07;0;0,0;2023-01-01
1215;20241;MasterCard;Crédito;Básico Internacional;101037696;27839937;335840952;34696704826,27;710468;109184518,18;2024-01-01
1216;20224;American Express;Crédito;Empresarial;23135;17249;565959;381372345,4;27311;43640872,73;2022-10-01
1217;20233;MasterCard;Pré-Pago;Platinum;7178040;3367377;101269374;4687041864,67;0;0,0;2023-07-01
1218;20222;MasterCard;Pré-Pago;Platinum;5032596;2799486;72633366;3560856482,96;0;0,0;2022-04-01
1219;20242;American Express;Crédito;Intermediário;315511;195772;7637368;1317372600,51;60512;31665624,31;2024-04-01
1220;20212;Elo;Débito;Outros;13051;2021;71;5897,89;0;0,0;2021-04-01
1221;20201;Bandeira própria;Crédito;Outros;7881264;5966435;12618441;1667456602,01;0;0,0;2020-01-01
1222;20214;MasterCard;Pré-Pago;Outros;17555188;3350196;28125516;1654027760,51;175645;30143935,06;2021-10-01
1223;20233;MasterCard;Pré-Pago;Outros;11129771;723609;8524572;402582899,29;60043;10038703,96;2023-07-01
1224;20223;Elo;Crédito;Empresarial;511567;301681;6549615;1841700120,46;7906;4568700,56;2022-07-01
1225;20201;Elo;Débito;Empresarial;682169;299090;6161181;746715103,28;0;0,0;2020-01-01
1226;20204;VISA;Pré-Pago;Empresarial;2499;1594;28099;3034352,68;0;0,0;2020-10-01
1227;20222;VISA;Crédito;Outros;10201226;3214003;38788645;4152401225,75;115659;63068785,78;2022-04-01
1228;20221;MasterCard;Crédito;Básico Nacional;23445505;5354894;63282023;6145916207,31;13843;1521521,21;2022-01-01
1229;20224;VISA;Débito;Premium;708720;385910;12567097;1307475849,87;334;90815,64;2022-10-01
1230;20202;VISA;Débito;Premium;527788;281501;4088836;487338864,89;26;5514,77;2020-04-01
1231;20203;MasterCard;Débito;Básico Internacional;82046470;23256541;587841450;40727561664,1;17544;3204612,46;2020-07-01
1232;20223;MasterCard;Pré-Pago;Básico Internacional;145051;65095;436184;29751192,6;1164;101393,84;2022-07-01
1233;20221;MasterCard;Crédito;Corporativo;151843;87780;3005901;1299188669,76;120295;156357184,23;2022-01-01
1234;20214;Elo;Crédito;Platinum;90980;60146;1724051;278631906,35;2002;497723,35;2021-10-01
1235;20233;MasterCard;Débito;Platinum;1042641;621227;15954193;1156422381,39;4807;2468970,06;2023-07-01
1236;20232;Elo;Crédito;Empresarial;555168;331634;7710980;2463715520,46;11634;7700637,83;2023-04-01
1237;20232;Bandeira própria;Pré-Pago;Outros;721858;721857;849792878;1359318357,19;0;0,0;2023-04-01
1238;20224;MasterCard;Débito;Corporativo;278;151;108071;10655952,54;5;3493,22;2022-10-01
1239;20241;MasterCard;Crédito;Básico Nacional;29999340;4818782;81643271;8400490465,74;48509;4011205,95;2024-01-01
1240;20232;MasterCard;Débito;Intermediário;80907363;55572742;974989130;49151540458,17;36588;7442358,23;2023-04-01
1241;20242;MasterCard;Débito;Intermediário;93436156;50106933;1064344984;50595185683,7;38913;7324713,02;2024-04-01
1242;20241;MasterCard;Pré-Pago;Corporativo;3703782;2320596;32859253;1796004123,32;68077;2131687,93;2024-01-01
1243;20221;MasterCard;Crédito;Outros;19135315;6340517;74300064;8045179508,73;84999;13046656,34;2022-01-01
1244;20204;VISA;Pré-Pago;Básico Nacional;2860015;434211;2347758;1190420648,41;44;22605,24;2020-10-01
1245;20202;MasterCard;Débito;Platinum;851704;411443;5275197;514766768,61;330;936629,65;2020-04-01
1246;20214;Bandeira própria;Crédito;Outros;13631379;4532812;12920386;2152863701,32;0;0,0;2021-10-01
1247;20214;MasterCard;Débito;Básico Internacional;43497387;17836210;634586983;41895732017,71;48126;13580060,7;2021-10-01
1248;20241;American Express;Crédito;Empresarial;28114;18592;552514;378776472,36;27083;43274175,83;2024-01-01
1249;20231;MasterCard;Pré-Pago;Empresarial;2721209;964317;28591245;1898412222,47;7897;1533988,47;2023-01-01
1250;20222;MasterCard;Pré-Pago;Premium;97931;59739;1429055;94730001,14;0;0,0;2022-04-01
1251;20242;Hipercard;Crédito;Intermediário;398;15;92;8842,56;1;0,01;2024-04-01
1252;20221;Elo;Crédito;Intermediário;3505551;1270513;18338883;2077483561,64;6363;624240,07;2022-01-01
1253;20241;MasterCard;Crédito;Outros;2929686;981822;27832527;1554869427,06;24214;1109658,33;2024-01-01
1254;20232;American Express;Crédito;Intermediário;359376;276781;8204234;1421788132,74;69103;37918602,45;2023-04-01
1255;20203;American Express;Crédito;Premium;423759;292440;7807916;2034272459,32;143118;101461559,48;2020-07-01
1256;20232;MasterCard;Pré-Pago;Básico Nacional;2272285;218323;1722139;85538455,81;15217;1486491,8;2023-04-01
1257;20224;MasterCard;Pré-Pago;Corporativo;2712176;1295545;14916504;598101970,85;86164;3721026,41;2022-10-01
1258;20221;VISA;Pré-Pago;Básico Nacional;7131717;1632360;16371530;1911468010,39;61;60790,77;2022-01-01
1259;20212;VISA;Pré-Pago;Corporativo;834398;102654;2875350;284890310,15;96504;28824834,14;2021-04-01
1260;20242;MasterCard;Débito;Outros;708942;182247;4928489;240803724,12;1529;876100,68;2024-04-01
1261;20222;MasterCard;Crédito;Premium;3629146;3036540;190996681;38930560599,11;4165164;2316051909,5;2022-04-01
1262;20204;VISA;Débito;Outros;382;273;4584;250753,56;0;0,0;2020-10-01
1263;20221;Hipercard;Crédito;Intermediário;4973;1713;19855;1909585,69;1;0,01;2022-01-01
1264;20212;MasterCard;Crédito;Básico Nacional;22939505;6109263;65738514;6111345561,83;38872;2505853,13;2021-04-01
1265;20241;MasterCard;Pré-Pago;Premium;347535;143520;4503184;289645177,27;0;0,0;2024-01-01
1266;20231;VISA;Pré-Pago;Básico Nacional;13797268;3466010;54762669;3325812015,45;1569;1078100,24;2023-01-01
1267;20202;MasterCard;Crédito;Intermediário;48623843;38739845;594762352;59133578421,44;2240478;241274360,19;2020-04-01
1268;20211;MasterCard;Crédito;Básico Internacional;27397219;10447250;165582432;16120725992,52;535013;106205312,84;2021-01-01
1269;20241;Elo;Crédito;Empresarial;540954;335507;7796185;2855854963,79;15798;9583125,78;2024-01-01
1270;20222;MasterCard;Pré-Pago;Outros;12463410;1526982;28262871;1669744844,89;180556;32389612,08;2022-04-01
1271;20232;VISA;Débito;Intermediário;11760649;6130344;165764109;9270150272,22;1593;285321,03;2023-04-01
1272;20203;Elo;Débito;Básico Internacional;1183;310;4042;254973,63;0;0,0;2020-07-01
1273;20232;American Express;Crédito;Corporativo;67588;49420;1279487;1057030245,19;98484;143022128,21;2023-04-01
1274;20204;VISA;Crédito;Premium;1502984;1144485;74586409;14651112866,18;568675;331302108,75;2020-10-01
1275;20234;Outras;Débito;Outros;3355055;1547461;43038352;4196773421,63;0;0,0;2023-10-01
1276;20231;MasterCard;Crédito;Platinum;16855461;12549527;438873240;56455513691,92;3485008;937551655,84;2023-01-01
1277;20203;Elo;Crédito;Básico Nacional;4806325;2807885;61170082;5748101148,69;17948;4790800,64;2020-07-01
1278;20202;Elo;Pré-Pago;Outros;36429;5220;82924;6397328,52;17;2528,14;2020-04-01
1279;20211;Elo;Crédito;Platinum;55233;45840;1149082;178756606,71;1311;237923,25;2021-01-01
1280;20213;VISA;Crédito;Premium;2379627;1819085;107644260;21816427505,01;985027;629520506,28;2021-07-01
1281;20232;Elo;Crédito;Premium;207470;140660;7032403;1388621334,94;20448;10068719,58;2023-04-01
1282;20223;VISA;Débito;Intermediário;8434932;4984461;108815155;7131427400,55;1255;243397,02;2022-07-01
1283;20234;Elo;Débito;Básico Internacional;693487;576093;2487473;148953663,48;12;7554,06;2023-10-01
1284;20222;VISA;Pré-Pago;Básico Nacional;7983728;1758347;20002515;2368892997,95;153;80071,01;2022-04-01
1285;20201;VISA;Crédito;Corporativo;593016;321426;4333004;1171931210,51;301635;215956751,72;2020-01-01
1286;20232;Elo;Débito;Básico Nacional;204562242;42501827;929463242;54039769642,77;0;0,0;2023-04-01
1287;20224;MasterCard;Crédito;Intermediário;108066848;67149310;1322596633;130548085891,66;5260147;732677867,02;2022-10-01
1288;20242;Bandeira própria;Débito;Básico Nacional;23660;8316;566;225399,91;0;0,0;2024-04-01
1289;20213;VISA;Crédito;Intermediário;23443552;15568357;318907087;37189468858,74;797130;173529617,33;2021-07-01
1290;20221;VISA;Crédito;Corporativo;518586;290494;3966144;1566863620,84;142959;188110958,45;2022-01-01
1291;20212;Elo;Débito;Básico Internacional;47355;14644;53975;3678518,64;0;0,0;2021-04-01
1292;20242;American Express;Crédito;Platinum;17038;14291;386227;52724556,15;2304;975528,77;2024-04-01
1293;20201;MasterCard;Pré-Pago;Empresarial;7;3;11;431,55;0;0,0;2020-01-01
1294;20203;VISA;Pré-Pago;Empresarial;2192;1328;21720;2252168,91;0;0,0;2020-07-01
1295;20223;VISA;Pré-Pago;Corporativo;963284;102153;3975189;436510874,54;285175;91845472,8;2022-07-01
1296;20233;VISA;Crédito;Intermediário;29784511;19095845;424783334;49434220642,34;1395528;295670037,54;2023-07-01
1297;20224;MasterCard;Pré-Pago;Básico Internacional;153289;107868;453028;33776978,5;1631;58703,94;2022-10-01
1298;20204;MasterCard;Pré-Pago;Básico Nacional;65462;25846;101850;60277935,27;0;0,0;2020-10-01
1299;20233;MasterCard;Pré-Pago;Empresarial;3313753;815649;34186472;2047711162,95;9281;1609006,84;2023-07-01
1300;20212;Elo;Crédito;Outros;289232;169100;5220868;1046742975,86;6001;4510183,97;2021-04-01
1301;20231;VISA;Crédito;Corporativo;585757;340098;5291200;2138797090,52;254309;266332675,41;2023-01-01
1302;20231;MasterCard;Débito;Intermediário;80241883;53315371;932199465;48356727112,19;35264;7890904,84;2023-01-01
1303;20234;VISA;Pré-Pago;Outros;20743994;4120282;72753635;3579106698,15;83391;12060159,34;2023-10-01
1304;20231;Elo;Crédito;Outros;479880;314888;13514518;2742387191,26;45537;31039849,99;2023-01-01
1305;20231;VISA;Crédito;Básico Internacional;37601838;17574545;268324152;29986492724,68;722443;147931136,76;2023-01-01
1306;20204;VISA;Pré-Pago;Corporativo;741747;135038;2513152;223770219,42;266433;55407962,34;2020-10-01
1307;20224;MasterCard;Crédito;Corporativo;173153;107495;4272351;2132335621,89;275201;279871921,92;2022-10-01
1308;20204;Outras;Crédito;Outros;249650;185078;176871;36262620,84;1;753,02;2020-10-01
1309;20211;VISA;Crédito;Corporativo;569255;250963;2873682;894725884,62;69192;109839068,57;2021-01-01
1310;20214;Elo;Débito;Outros;2373;284;4774;1891164,69;0;0,0;2021-10-01
1311;20201;Outras;Débito;Outros;3506872;1876953;42289893;3486382627,64;0;0,0;2020-01-01
1312;20224;MasterCard;Débito;Outros;958396;277238;4487459;220738594,56;1093;386932,17;2022-10-01
1313;20201;MasterCard;Crédito;Básico Nacional;23813929;6709407;69802261;5902927470,23;39679;2813973,25;2020-01-01
1314;20222;MasterCard;Débito;Outros;801738;257516;3737075;176837381,78;931;336716,18;2022-04-01
1315;20202;Elo;Crédito;Básico Internacional;5456661;2701076;33866889;3938783451,74;6595;2247417,94;2020-04-01
1316;20211;Bandeira própria;Pré-Pago;Outros;534055;419331;639342163;1359928181,06;0;0,0;2021-01-01
1317;20214;Elo;Pré-Pago;Básico Internacional;5419684;3538926;27126695;1239329431,15;413;89518,83;2021-10-01
1318;20242;American Express;Crédito;Empresarial;29398;20109;604273;421895268,42;27343;44533013,45;2024-04-01
1319;20232;Elo;Pré-Pago;Premium;4453;0;1045;67780,13;0;0,0;2023-04-01
1320;20232;Elo;Crédito;Corporativo;22925;9621;94104;105979859,46;670;458862,53;2023-04-01
1321;20224;VISA;Pré-Pago;Corporativo;1045698;105893;3798868;424663799,18;333159;103635791,02;2022-10-01
1322;20211;VISA;Pré-Pago;Empresarial;2783;1689;32658;3770219,42;0;0,0;2021-01-01
1323;20232;American Express;Crédito;Empresarial;27197;19292;599789;403768607,59;28925;43431792,86;2023-04-01
1324;20204;MasterCard;Pré-Pago;Básico Internacional;3649197;667525;4716244;437616932,88;43591;9434700,41;2020-10-01
1325;20232;VISA;Crédito;Básico Internacional;46982496;19284385;318280705;34246054091,02;883971;164774205,1;2023-04-01
1326;20221;VISA;Pré-Pago;Empresarial;3967;2139;39795;5130217,93;0;0,0;2022-01-01
1327;20232;MasterCard;Débito;Platinum;1025632;621614;16246136;1183853812,65;4855;2449945,02;2023-04-01
